R,theta1,E
2.5,0,75627.677135
2.5,30,20499.727418
2.5,60,4136.939038
2.5,90,2424.372415
2.5,120,4136.93908
2.5,150,20499.727456
2.5,180,75627.677085
2.6,0,65099.904945
2.6,30,16988.786149
2.6,60,3159.834403
2.6,90,1726.895432
2.6,120,3159.83441
2.6,150,16988.786145
2.6,180,65099.904928
2.7,0,61231.318532
2.7,30,13946.509895
2.7,60,2384.587523
2.7,90,1209.230305
2.7,120,2384.587517
2.7,150,13946.509894
2.7,180,61231.318522
2.8,0,60923.133533
2.8,30,11239.957491
2.8,60,1776.697902
2.8,90,829.020008
2.8,120,1776.697882
2.8,150,11239.957497
2.8,180,60923.133597
2.9,0,62376.954976
2.9,30,8957.28844
2.9,60,1305.258053
2.9,90,553.055107
2.9,120,1305.258066
2.9,150,8957.28844
2.9,180,62376.955042
3.0,0,21532.735044
3.0,30,7056.37146
3.0,60,943.75577
3.0,90,355.428656
3.0,120,943.755752
3.0,150,7056.371464
3.0,180,21532.73502
3.1,0,16268.504984
3.1,30,5478.376719
3.1,60,669.712215
3.1,90,216.055988
3.1,120,669.712157
3.1,150,5478.376726
3.1,180,16268.504973
3.2,0,12180.320232
3.2,30,4192.200935
3.2,60,464.447107
3.2,90,119.500843
3.2,120,464.44715
3.2,150,4192.200964
3.2,180,12180.320185
3.3,0,9077.099779
3.3,30,3162.261597
3.3,60,312.66704
3.3,90,54.039063
3.3,120,312.667039
3.3,150,3162.261556
3.3,180,9077.099719
3.4,0,6699.004448
3.4,30,2350.15767
3.4,60,202.018316
3.4,90,10.850681
3.4,120,202.018293
3.4,150,2350.15771
3.4,180,6699.004428
3.5,0,4888.508221
3.5,30,1718.67544
3.5,60,122.642121
3.5,90,-16.584288
3.5,120,122.642157
3.5,150,1718.675479
3.5,180,4888.508174
3.6,0,3521.599419
3.6,30,1233.936926
3.6,60,66.756971
3.6,90,-33.053722
3.6,120,66.757006
3.6,150,1233.936913
3.6,180,3521.59942
3.7,0,2498.219044
3.7,30,866.622908
3.7,60,28.286253
3.7,90,-42.033492
3.7,120,28.286239
3.7,150,866.622888
3.7,180,2498.219034
3.8,0,1738.832143
3.8,30,591.844078
3.8,60,2.538016
3.8,90,-46.017557
3.8,120,2.538011
3.8,150,591.844076
3.8,180,1738.832121
3.9,0,1180.804258
3.9,30,389.182738
3.9,60,-14.06529
3.9,90,-46.767881
3.9,120,-14.06529
3.9,150,389.18272
3.9,180,1180.804208
4.0,0,775.200123
4.0,30,242.007058
4.0,60,-24.212604
4.0,90,-45.505659
4.0,120,-24.212621
4.0,150,242.007022
4.0,180,775.200101
4.1,0,484.11947
4.1,30,136.986401
4.1,60,-29.893341
4.1,90,-43.060592
4.1,120,-29.893352
4.1,150,136.986405
4.1,180,484.119541
4.2,0,278.418279
4.2,30,63.563232
4.2,60,-32.554111
4.2,90,-39.986595
4.2,120,-32.554089
4.2,150,63.56326
4.2,180,278.418266
4.3,0,135.791665
4.3,30,13.48625
4.3,60,-33.227116
4.3,90,-36.6475
4.3,120,-33.227149
4.3,150,13.486271
4.3,180,135.79167
4.4,0,39.246326
4.4,30,-19.597431
4.4,60,-32.635354
4.4,90,-33.277149
4.4,120,-32.635352
4.4,150,-19.597433
4.4,180,39.246333
4.5,0,-24.078618
4.5,30,-40.502588
4.5,60,-31.275732
4.5,90,-30.020143
4.5,120,-31.275759
4.5,150,-40.502582
4.5,180,-24.078607
4.6,0,-63.819016
4.6,30,-52.825014
4.6,60,-29.484403
4.6,90,-26.960305
4.6,120,-29.484412
4.6,150,-52.825044
4.6,180,-63.819039
4.7,0,-87.100958
4.7,30,-59.21677
4.7,60,-27.485321
4.7,90,-24.141837
4.7,120,-27.485315
4.7,150,-59.21676
4.7,180,-87.100984
4.8,0,-99.117311
4.8,30,-61.611259
4.8,60,-25.425728
4.8,90,-21.584863
4.8,120,-25.425672
4.8,150,-61.611211
4.8,180,-99.117298
4.9,0,-103.59839
4.9,30,-61.398593
4.9,60,-23.40045
4.9,90,-19.295233
4.9,120,-23.40046
4.9,150,-61.398579
4.9,180,-103.598369
5.0,0,-103.190239
5.0,30,-59.558875
5.0,60,-21.469148
5.0,90,-17.269958
5.0,120,-21.469145
5.0,150,-59.558822
5.0,180,-103.190209
5.1,0,-99.746978
5.1,30,-56.766045
5.1,60,-19.667071
5.1,90,-15.498811
5.1,120,-19.667061
5.1,150,-56.766047
5.1,180,-99.746958
5.2,0,-94.547454
5.2,30,-53.471993
5.2,60,-18.012955
5.2,90,-13.965134
5.2,120,-18.01297
5.2,150,-53.471996
5.2,180,-94.547449
5.3,0,-88.453247
5.3,30,-49.972706
5.3,60,-16.514024
5.3,90,-12.646757
5.3,120,-16.51404
5.3,150,-49.97269
5.3,180,-88.453246
5.4,0,-82.026553
5.4,30,-46.458301
5.4,60,-15.158014
5.4,90,-11.518074
5.4,120,-15.158011
5.4,150,-46.458306
5.4,180,-82.026569
5.5,0,-75.620677
5.5,30,-43.047267
5.5,60,-13.962109
5.5,90,-10.552543
5.5,120,-13.962103
5.5,150,-43.047276
5.5,180,-75.620653
5.6,0,-69.448093
5.6,30,-39.809611
5.6,60,-12.902689
5.6,90,-9.724731
5.6,120,-12.902686
5.6,150,-39.809605
5.6,180,-69.448093
5.7,0,-63.629044
5.7,30,-36.781857
5.7,60,-11.966417
5.7,90,-9.012138
5.7,120,-11.966384
5.7,150,-36.781881
5.7,180,-63.62901
5.8,0,-58.223966
5.8,30,-33.978729
5.8,60,-11.138798
5.8,90,-8.395518
5.8,120,-11.138771
5.8,150,-33.978715
5.8,180,-58.223983
5.9,0,-53.25468
5.9,30,-31.401204
5.9,60,-10.405429
5.9,90,-7.859163
5.9,120,-10.405449
5.9,150,-31.401205
5.9,180,-53.254696
6.0,0,-48.718487
6.0,30,-29.042612
6.0,60,-9.752996
6.0,90,-7.389941
6.0,120,-9.752993
6.0,150,-29.042623
6.0,180,-48.718492
6.2,0,-40.868672
6.2,30,-24.938064
6.2,60,-8.644667
6.2,90,-6.610008
6.2,120,-8.644648
6.2,150,-24.938048
6.2,180,-40.86866
6.4,0,-34.465033
6.4,30,-21.548228
6.4,60,-7.737436
6.4,90,-5.982302
6.4,120,-7.737461
6.4,150,-21.548203
6.4,180,-34.46502
6.6,0,-29.263797
6.6,30,-18.777772
6.6,60,-6.976984
6.6,90,-5.45138
6.6,120,-6.976952
6.6,150,-18.777775
6.6,180,-29.263796
6.8,0,-25.015926
6.8,30,-16.491389
6.8,60,-6.324217
6.8,90,-4.981749
6.8,120,-6.324186
6.8,150,-16.491382
6.8,180,-25.015919
7.0,0,-21.539155
7.0,30,-14.588156
7.0,60,-5.75225
7.0,90,-4.55847
7.0,120,-5.752253
7.0,150,-14.588145
7.0,180,-21.539138
7.2,0,-18.661502
7.2,30,-12.990975
7.2,60,-5.24466
7.2,90,-4.180368
7.2,120,-5.244649
7.2,150,-12.990977
7.2,180,-18.661496
7.4,0,-16.263294
7.4,30,-11.641151
7.4,60,-4.792967
7.4,90,-3.850552
7.4,120,-4.792967
7.4,150,-11.641184
7.4,180,-16.263314
7.6,0,-14.251518
7.6,30,-10.492457
7.6,60,-4.393207
7.6,90,-3.56961
7.6,120,-4.393194
7.6,150,-10.492461
7.6,180,-14.251545
7.8,0,-12.553651
7.8,30,-9.50864
7.8,60,-4.042473
7.8,90,-3.333323
7.8,120,-4.042498
7.8,150,-9.508651
7.8,180,-12.553659
8.0,0,-11.114686
8.0,30,-8.66197
8.0,60,-3.736908
8.0,90,-3.134325
8.0,120,-3.736887
8.0,150,-8.661977
8.0,180,-11.11468
8.2,0,-9.893113
8.2,30,-7.931055
8.2,60,-3.471316
8.2,90,-2.964731
8.2,120,-3.471268
8.2,150,-7.931052
8.2,180,-9.893126
8.4,0,-8.855865
8.4,30,-7.298737
8.4,60,-3.239561
8.4,90,-2.817791
8.4,120,-3.239589
8.4,150,-7.298756
8.4,180,-8.855863
8.6,0,-7.974257
8.6,30,-6.750426
8.6,60,-3.035848
8.6,90,-2.688476
8.6,120,-3.035881
8.6,150,-6.750439
8.6,180,-7.974249
8.8,0,-7.222336
8.8,30,-6.273288
8.8,60,-2.855305
8.8,90,-2.573593
8.8,120,-2.855314
8.8,150,-6.273292
8.8,180,-7.222338
9.0,0,-6.576896
9.0,30,-5.856112
9.0,60,-2.693963
9.0,90,-2.470871
9.0,120,-2.693969
9.0,150,-5.856138
9.0,180,-6.576906
9.5,0,-5.310187
9.5,30,-5.017951
9.5,60,-2.357717
9.5,90,-2.257393
9.5,120,-2.3577
9.5,150,-5.017935
9.5,180,-5.310189
10.0,0,-4.391349
10.0,30,-4.39511
10.0,60,-2.095554
10.0,90,-2.091131
10.0,120,-2.095564
10.0,150,-4.395085
10.0,180,-4.391349
10.5,0,-3.710873
10.5,30,-3.923741
10.5,60,-1.887731
10.5,90,-1.957272
10.5,120,-1.887698
10.5,150,-3.923749
10.5,180,-3.710869
11.0,0,-3.199988
11.0,30,-3.561362
11.0,60,-1.719069
11.0,90,-1.84527
11.0,120,-1.719065
11.0,150,-3.561369
11.0,180,-3.199991
11.5,0,-2.809711
11.5,30,-3.277713
11.5,60,-1.578622
11.5,90,-1.74841
11.5,120,-1.578643
11.5,150,-3.277707
11.5,180,-2.809689
12.0,0,-2.505312
12.0,30,-3.050916
12.0,60,-1.458937
12.0,90,-1.662661
12.0,120,-1.458905
12.0,150,-3.050939
12.0,180,-2.505332
12.5,0,-2.262694
12.5,30,-2.865767
12.5,60,-1.354857
12.5,90,-1.585325
12.5,120,-1.354892
12.5,150,-2.865781
12.5,180,-2.262703
13.0,0,-2.065315
13.0,30,-2.711561
13.0,60,-1.263063
13.0,90,-1.514824
13.0,120,-1.263054
13.0,150,-2.711571
13.0,180,-2.065321
13.5,0,-1.901778
13.5,30,-2.580933
13.5,60,-1.181062
13.5,90,-1.450002
13.5,120,-1.181062
13.5,150,-2.58093
13.5,180,-1.901777
14.0,0,-1.764022
14.0,30,-2.468657
14.0,60,-1.107224
14.0,90,-1.390004
14.0,120,-1.107221
14.0,150,-2.468679
14.0,180,-1.764026
14.5,0,-1.64639
14.5,30,-2.370903
14.5,60,-1.040133
14.5,90,-1.334264
14.5,120,-1.040155
14.5,150,-2.370925
14.5,180,-1.646367
15.0,0,-1.544568
15.0,30,-2.284898
15.0,60,-0.978774
15.0,90,-1.282211
15.0,120,-0.978772
15.0,150,-2.284907
15.0,180,-1.544565
16.0,0,-1.376813
16.0,30,-2.140001
16.0,60,-0.870262
16.0,90,-1.187849
16.0,120,-0.870272
16.0,150,-2.139982
16.0,180,-1.376804
17.0,0,-1.243655
17.0,30,-2.021938
17.0,60,-0.776948
17.0,90,-1.104457
17.0,120,-0.77694
17.0,150,-2.021946
17.0,180,-1.243647
18.0,0,-1.13474
18.0,30,-1.923341
18.0,60,-0.695582
18.0,90,-1.030122
18.0,120,-0.695575
18.0,150,-1.923341
18.0,180,-1.134734
19.0,0,-1.043526
19.0,30,-1.839302
19.0,60,-0.623828
19.0,90,-0.963507
19.0,120,-0.623807
19.0,150,-1.839321
19.0,180,-1.043514
20.0,0,-0.964444
20.0,30,-1.76553
20.0,60,-0.559994
20.0,90,-0.903528
20.0,120,-0.559994
20.0,150,-1.765532
20.0,180,-0.964435
21.0,0,-0.895511
21.0,30,-1.700684
21.0,60,-0.501692
21.0,90,-0.847561
21.0,120,-0.501688
21.0,150,-1.700691
21.0,180,-0.895513
22.0,0,-0.836302
22.0,30,-1.643628
22.0,60,-0.449768
22.0,90,-0.798875
22.0,120,-0.449756
22.0,150,-1.643637
22.0,180,-0.836305
23.0,0,-0.783595
23.0,30,-1.593609
23.0,60,-0.403234
23.0,90,-0.753905
23.0,120,-0.403247
23.0,150,-1.593614
23.0,180,-0.7836
24.0,0,-0.736916
24.0,30,-1.548432
24.0,60,-0.360801
24.0,90,-0.712614
24.0,120,-0.360795
24.0,150,-1.548436
24.0,180,-0.736924
25.0,0,-0.694701
25.0,30,-1.507425
25.0,60,-0.321829
25.0,90,-0.674652
25.0,120,-0.32183
25.0,150,-1.507416
25.0,180,-0.6947
50.0,0,-0.222775
50.0,30,-1.040564
50.0,60,0.135408
50.0,90,-0.221835
50.0,120,0.135417
50.0,150,-1.040563
50.0,180,-0.222772
100.0,0,-7e-06
100.0,30,-0.817999
100.0,60,0.357522
100.0,90,5.1e-05
100.0,120,0.357524
100.0,150,-0.818016
100.0,180,0.0
