R	0	30	60	90
2.5	75627.677084	51042.174074	32731.427911	27962.57858
2.6	65099.904928	46095.029451	36914.217987	34877.541407
2.7	61231.318522	43000.261128	41209.226159	41908.219395
2.8	60923.133597	36441.898586	37526.964756	48390.902066
2.9	62376.955042	28291.688132	28990.699562	54218.288865
3.0	21532.73502	21671.330414	22142.940416	59162.590912
3.1	16268.504973	16393.238974	16793.274086	16988.98635
3.2	12180.320185	12344.943159	12641.939996	12759.718932
3.3	9077.09972	9222.347884	9449.404795	9528.911516
3.4	6699.004428	6825.513403	7013.343276	7075.672663
3.5	4888.508174	5001.202739	5167.533678	5223.425129
3.6	3521.59942	3623.993293	3778.376212	3832.729778
3.7	2498.219034	2592.711376	2739.860834	2794.507322
3.8	1738.832121	1826.927333	1968.750293	2024.039691
3.9	1180.804208	1263.33285	1400.234663	1455.857211
4.0	775.200101	852.567175	984.217713	1039.55533
4.1	484.119542	556.479313	682.21334	736.501047
4.2	278.418266	345.785018	464.825815	517.274555
4.3	135.79167	198.12799	309.714506	359.657114
4.4	39.246333	96.536757	200.11627	247.018314
4.5	-24.078607	28.219843	123.489269	167.015442
4.6	-63.819039	-16.371225	70.568181	110.563458
4.7	-87.100984	-44.277772	34.555696	70.993265
4.8	-99.117298	-60.625235	10.500467	43.482658
4.9	-103.598369	-69.10293	-5.178006	24.539366
5.0	-103.190209	-72.342485	-15.046697	11.656388
5.1	-99.746958	-72.20124	-20.928316	3.040945
5.2	-94.547449	-69.968523	-24.105026	-2.586343
5.3	-88.453246	-66.518854	-25.459878	-6.13729
5.4	-82.026569	-62.431038	-25.643286	-8.259777
5.5	-75.620653	-58.08025	-25.070031	-9.412176
5.6	-69.448093	-53.706817	-24.03671	-9.916056
5.7	-63.62901	-49.461992	-22.745247	-9.995285
5.8	-58.223983	-45.437088	-21.331429	-9.803334
5.9	-53.254696	-41.682538	-19.884461	-9.444525
6.0	-48.718492	-38.220258	-18.461529	-8.988883
6.2	-40.86866	-32.171669	-15.813807	-7.958772
6.4	-34.46502	-27.186682	-13.516622	-6.931023
6.6	-29.263795	-23.121543	-11.580782	-6.003216
6.8	-25.015919	-19.791364	-9.971295	-5.212795
7.0	-21.539138	-17.051968	-8.64282	-4.563116
7.2	-18.661496	-14.790472	-7.552459	-4.041234
7.4	-16.263314	-12.916736	-6.661276	-3.629099
7.6	-14.251545	-11.356295	-5.934378	-3.308741
7.8	-12.553659	-10.048582	-5.340546	-3.06248
8.0	-11.11468	-8.946532	-4.852944	-2.872828
8.2	-9.893126	-8.014328	-4.449062	-2.723945
8.4	-8.855863	-7.22381	-4.11078	-2.603029
8.6	-7.974249	-6.551548	-3.824139	-2.501415
8.8	-7.222338	-5.976901	-3.578624	-2.413691
9.0	-6.576906	-5.482199	-3.366146	-2.336773
9.5	-5.310189	-4.506614	-2.942399	-2.178736
10.0	-4.391349	-3.793277	-2.62341	-2.050468
10.5	-3.710869	-3.25901	-2.372343	-1.93713
11.0	-3.199991	-2.852555	-2.170006	-1.8348
11.5	-2.809689	-2.538144	-2.004969	-1.743245
12.0	-2.505332	-2.290033	-1.868027	-1.661293
12.5	-2.262703	-2.090018	-1.752211	-1.587149
13.0	-2.065321	-1.925278	-1.652107	-1.519074
13.5	-1.901777	-1.787005	-1.564143	-1.456002
14.0	-1.764026	-1.669202	-1.485764	-1.397134
14.5	-1.646367	-1.567266	-1.415118	-1.342037
15.0	-1.544565	-1.478114	-1.350943	-1.290316
16.0	-1.376804	-1.328802	-1.238367	-1.19595
17.0	-1.243647	-1.208053	-1.14223	-1.112059
18.0	-1.134734	-1.107673	-1.058813	-1.037101
19.0	-1.043514	-1.022432	-0.985549	-0.969792
20.0	-0.964435	-0.947913	-0.920087	-0.908208
21.0	-0.895513	-0.882308	-0.861184	-0.853464
22.0	-0.836306	-0.825361	-0.808736	-0.803019
23.0	-0.7836	-0.774564	-0.761738	-0.7579
24.0	-0.736924	-0.729145	-0.718785	-0.7162
25.0	-0.6947	-0.687902	-0.679444	-0.677845
50.0	-0.222772	-0.220017	-0.219757	-0.222237
100.0	0.0	0.002594	0.002618	5e-06
