R,phi,E
24.0,30,-0.729145
24.0,60,-0.729145
24.0,90,-0.729145
25.0,0,-0.687902
25.0,30,-0.687902
25.0,60,-0.687902
25.0,90,-0.687902
50.0,0,-0.220017
50.0,30,-0.220017
50.0,60,-0.220018
50.0,90,-0.220017
100.0,0,0.002594
100.0,30,0.002594
100.0,60,0.002594
100.0,90,0.002594
