R	0	30	60	90	120	150	180
2.5	27962.578544	13622.349406	3156.55954	2124.650548	3156.559594	13622.349385	27962.57858
2.6	34877.541408	12333.826798	2337.05539	1498.672062	2337.055356	12333.826798	34877.541407
2.7	41908.219458	10756.54021	1699.600762	1038.980828	1699.600753	10756.540193	41908.219395
2.8	48390.902054	9039.718617	1210.451496	704.642967	1210.451438	9039.718643	48390.902066
2.9	54218.288905	7368.934254	840.4617	463.9451	840.461718	7368.934212	54218.288865
3.0	59162.590994	5861.221078	564.256326	292.574716	564.256373	5861.221065	59162.590911
3.1	16988.986396	4568.319655	361.474876	172.087868	361.474894	4568.319713	16988.98635
3.2	12759.718894	3498.762627	215.042827	88.625545	215.042799	3498.762599	12759.718932
3.3	9528.911506	2637.358018	111.42393	31.864303	111.423913	2637.358041	9528.911516
3.4	7075.672685	1958.126077	39.807669	-5.812913	39.807665	1958.126146	7075.672663
3.5	5223.425113	1431.954581	-8.248401	-30.002579	-8.248419	1431.954537	5223.425129
3.6	3832.729837	1030.717315	-39.233002	-44.739666	-39.232986	1030.717333	3832.729778
3.7	2794.507306	729.159775	-58.052542	-52.926454	-58.052557	729.159745	2794.507322
3.8	2024.039698	505.544261	-68.358343	-56.629999	-68.358308	505.544268	2024.039691
3.9	1455.857227	342.001425	-72.818017	-57.315902	-72.817996	342.001392	1455.85721
4.0	1039.555293	223.993812	-73.385008	-56.021976	-73.384977	223.993845	1039.55533
4.1	736.501022	140.024956	-71.424758	-53.4834	-71.424711	140.024957	736.501048
4.2	517.274572	81.189901	-67.911028	-50.219868	-67.911035	81.189918	517.274555
4.3	359.657106	40.654748	-63.521565	-46.596655	-63.521566	40.654716	359.657114
4.4	247.018287	13.31845	-58.721481	-42.86602	-58.721481	13.318444	247.018314
4.5	167.015469	-4.622963	-53.824185	-39.19718	-53.824149	-4.62293	167.015443
4.6	110.563448	-15.959236	-49.034328	-35.698004	-49.034352	-15.959219	110.563458
4.7	70.993281	-22.711041	-44.479431	-32.431801	-44.479434	-22.711095	70.993266
4.8	43.482659	-26.324684	-40.232118	-29.429826	-40.232135	-26.324728	43.482658
4.9	24.539378	-27.826075	-36.327308	-26.701152	-36.327299	-27.826093	24.539366
5.0	11.656381	-27.937773	-32.774013	-24.240162	-32.774011	-27.937819	11.656388
5.1	3.040968	-27.165965	-29.564863	-22.032024	-29.564896	-27.165974	3.040945
