R,phi,E
2.5,0,4136.939038
2.5,30,4137.168801
2.5,60,4136.709791
2.5,90,4136.643775
2.6,0,3159.834403
2.6,30,3160.073135
2.6,60,3159.596085
2.6,90,3159.527486
2.7,0,2384.587523
2.7,30,2384.83329
2.7,60,2384.342272
2.7,90,2384.271639
2.8,0,1776.697902
2.8,30,1776.949133
2.8,60,1776.447162
2.8,90,1776.375022
2.9,0,1305.258053
2.9,30,1305.513547
2.9,60,1305.003085
2.9,90,1304.929705
3.0,0,943.75577
3.0,30,944.014531
3.0,60,943.497515
3.0,90,943.423197
3.1,0,669.712215
3.1,30,669.973486
3.1,60,669.45142
3.1,90,669.376345
3.2,0,464.447107
3.2,30,464.710351
3.2,60,464.18441
3.2,90,464.108787
3.3,0,312.66704
3.3,30,312.931722
3.3,60,312.402878
3.3,90,312.326769
3.4,0,202.018316
3.4,30,202.284103
3.4,60,201.753019
3.4,90,201.676641
3.5,0,122.642121
3.5,30,122.908777
3.5,60,122.376029
3.5,90,122.299446
3.6,0,66.756971
3.6,30,67.02425
3.6,60,66.490296
3.6,90,66.413497
3.7,0,28.286253
3.7,30,28.553962
3.7,60,28.019102
3.7,90,27.942208
3.8,0,2.538016
3.8,30,2.805977
3.8,60,2.270506
3.8,90,2.193518
3.9,0,-14.06529
3.9,30,-13.797049
3.9,60,-14.332975
3.9,90,-14.410041
4.0,0,-24.212604
4.0,30,-23.944203
4.0,60,-24.480416
4.0,90,-24.557557
4.1,0,-29.893341
4.1,30,-29.624886
4.1,60,-30.161344
4.1,90,-30.23847
4.2,0,-32.554111
4.2,30,-32.285534
4.2,60,-32.822171
4.2,90,-32.899331
4.3,0,-33.227116
4.3,30,-32.95852
4.3,60,-33.495201
4.3,90,-33.572371
4.4,0,-32.635354
4.4,30,-32.366697
4.4,60,-32.903463
4.4,90,-32.980651
4.5,0,-31.275732
4.5,30,-31.007023
4.5,60,-31.543913
4.5,90,-31.621111
4.6,0,-29.484403
4.6,30,-29.215689
4.6,60,-29.752581
4.6,90,-29.829768
4.7,0,-27.485321
4.7,30,-27.216586
4.7,60,-27.753512
4.7,90,-27.830696
4.8,0,-25.425728
4.8,30,-25.156966
4.8,60,-25.693877
4.8,90,-25.77107
4.9,0,-23.40045
4.9,30,-23.131741
4.9,60,-23.668653
4.9,90,-23.745864
5.0,0,-21.469148
5.0,30,-21.200436
5.0,60,-21.737341
5.0,90,-21.814525
5.1,0,-19.667071
5.1,30,-19.39836
5.1,60,-19.935235
5.1,90,-20.012441
5.2,0,-18.012955
5.2,30,-17.744263
5.2,60,-18.281158
5.2,90,-18.358364
5.3,0,-16.514024
5.3,30,-16.245323
5.3,60,-16.782214
5.3,90,-16.859418
5.4,0,-15.158014
5.4,30,-14.889281
5.4,60,-15.426181
5.4,90,-15.503417
5.5,0,-13.962109
5.5,30,-13.693381
5.5,60,-14.230323
5.5,90,-14.307521
5.6,0,-12.902689
5.6,30,-12.63398
5.6,60,-13.170882
5.6,90,-13.24807
5.7,0,-11.966417
5.7,30,-11.697646
5.7,60,-12.234566
5.7,90,-12.311742
5.8,0,-11.138798
5.8,30,-10.870068
5.8,60,-11.406925
5.8,90,-11.484142
5.9,0,-10.405429
5.9,30,-10.136737
5.9,60,-10.673603
5.9,90,-10.750785
6.0,0,-9.752996
6.0,30,-9.484294
6.0,60,-10.021155
6.0,90,-10.098356
6.2,0,-8.644667
6.2,30,-8.375907
6.2,60,-8.912804
6.2,90,-8.989984
6.4,0,-7.737436
6.4,30,-7.468788
6.4,60,-8.005628
6.4,90,-8.082823
6.6,0,-6.976984
6.6,30,-6.708249
6.6,60,-7.24519
6.6,90,-7.322364
6.8,0,-6.324217
6.8,30,-6.05553
6.8,60,-6.59238
6.8,90,-6.669573
7.0,0,-5.75225
7.0,30,-5.483559
7.0,60,-6.020441
7.0,90,-6.097607
7.2,0,-5.24466
7.2,30,-4.975972
7.2,60,-5.512829
7.2,90,-5.590026
7.4,0,-4.792967
7.4,30,-4.524329
7.4,60,-5.061161
7.4,90,-5.138349
7.6,0,-4.393207
7.6,30,-4.124514
7.6,60,-4.661408
7.6,90,-4.738487
7.8,0,-4.042473
7.8,30,-3.773759
7.8,60,-4.310617
7.8,90,-4.387814
8.0,0,-3.736908
8.0,30,-3.468217
8.0,60,-4.005066
8.0,90,-4.082252
8.2,0,-3.471316
8.2,30,-3.202583
8.2,60,-3.739441
8.2,90,-3.816613
8.4,0,-3.239561
8.4,30,-2.970892
8.4,60,-3.507697
8.4,90,-3.584915
8.6,0,-3.035848
8.6,30,-2.767174
8.6,60,-3.304027
8.6,90,-3.381201
8.8,0,-2.855305
8.8,30,-2.586604
8.8,60,-3.123431
8.8,90,-3.200594
9.0,0,-2.693963
9.0,30,-2.425278
9.0,60,-2.962122
9.0,90,-3.039313
9.5,0,-2.357717
9.5,30,-2.089011
9.5,60,-2.625845
9.5,90,-2.703053
10.0,0,-2.095554
10.0,30,-1.82689
10.0,60,-2.363681
10.0,90,-2.440878
10.5,0,-1.887731
10.5,30,-1.61905
10.5,60,-2.155885
10.5,90,-2.233059
11.0,0,-1.719069
11.0,30,-1.450416
11.0,60,-1.987209
11.0,90,-2.064369
11.5,0,-1.578622
11.5,30,-1.309993
11.5,60,-1.846808
11.5,90,-1.924004
12.0,0,-1.458937
12.0,30,-1.190222
12.0,60,-1.727084
12.0,90,-1.804236
12.5,0,-1.354857
12.5,30,-1.086183
12.5,60,-1.622974
12.5,90,-1.700232
13.0,0,-1.263063
13.0,30,-0.994385
13.0,60,-1.531221
13.0,90,-1.6084
13.5,0,-1.181062
13.5,30,-0.912388
13.5,60,-1.449218
13.5,90,-1.526441
14.0,0,-1.107224
14.0,30,-0.838575
14.0,60,-1.375382
14.0,90,-1.452545
14.5,0,-1.040133
14.5,30,-0.771447
14.5,60,-1.308258
14.5,90,-1.38544
15.0,0,-0.978774
15.0,30,-0.710078
15.0,60,-1.246949
15.0,90,-1.324102
16.0,0,-0.870262
16.0,30,-0.601566
16.0,60,-1.138428
16.0,90,-1.215612
17.0,0,-0.776948
17.0,30,-0.508269
17.0,60,-1.045116
17.0,90,-1.12228
18.0,0,-0.695582
18.0,30,-0.426881
18.0,60,-0.963725
18.0,90,-1.040917
19.0,0,-0.623828
19.0,30,-0.355134
19.0,60,-0.891954
19.0,90,-0.969168
20.0,0,-0.559994
20.0,30,-0.291317
20.0,60,-0.828128
20.0,90,-0.905317
21.0,0,-0.501692
21.0,30,-0.233048
21.0,60,-0.769837
21.0,90,-0.847043
22.0,0,-0.449768
22.0,30,-0.181098
22.0,60,-0.717938
22.0,90,-0.795099
23.0,0,-0.403234
23.0,30,-0.134547
23.0,60,-0.671392
23.0,90,-0.748603
24.0,0,-0.360801
24.0,30,-0.092112
24.0,60,-0.628922
24.0,90,-0.706106
25.0,0,-0.321829
25.0,30,-0.053197
25.0,60,-0.589983
25.0,90,-0.667201
50.0,0,0.135408
50.0,30,0.404072
50.0,60,-0.132732
50.0,90,-0.209906
100.0,0,0.357522
100.0,30,0.626193
100.0,60,0.08938
100.0,90,0.012208
