R	0	30	60	90
2.5	4136.643775	3835.688732	3286.225165	3034.718008
2.6	3159.527486	2917.836134	2473.800135	2269.414929
2.7	2384.271639	2191.142769	1833.716674	1668.628068
2.8	1776.375022	1622.41299	1336.413863	1203.933
2.9	1304.929705	1182.879545	955.464779	849.900345
3.0	943.423197	847.117908	667.286552	583.698467
3.1	669.376345	593.811605	452.521933	386.779726
3.2	464.108787	405.147053	294.722262	243.308406
3.3	312.326769	266.557716	180.673359	140.660093
3.4	201.676641	166.303831	99.729404	68.676781
3.5	122.299446	95.045984	43.498446	19.396203
3.6	66.413497	45.442352	5.459832	-13.319965
3.7	27.942208	11.786293	-19.38323	-34.12964
3.8	2.193518	-10.304683	-34.805916	-46.513887
3.9	-14.410041	-24.151376	-43.60651	-53.023485
4.0	-24.557557	-32.232129	-47.883027	-55.54292
4.1	-30.23847	-36.365548	-49.107127	-55.404566
4.2	-32.899331	-37.86207	-48.345904	-53.563222
4.3	-33.572371	-37.647947	-46.349285	-50.691346
4.4	-32.980651	-36.366352	-43.637026	-47.257362
4.5	-31.621111	-34.456211	-40.563471	-43.582699
4.6	-29.829768	-32.213543	-37.365327	-39.88289
4.7	-27.830696	-29.835834	-34.19702	-36.297482
4.8	-25.77107	-27.453515	-31.155601	-32.911814
4.9	-23.745864	-25.139516	-28.299059	-29.773151
5.0	-21.814525	-22.971241	-25.658969	-26.902473
5.1	-20.012441	-20.965916	-23.248724	-24.302844
5.2	-18.358364	-19.13827	-21.069813	-21.965822
5.3	-16.859418	-17.491792	-19.115028	-19.875856
5.4	-15.503417	-16.021648	-17.371576	-18.013556
5.5	-14.307521	-14.717118	-15.822982	-16.357768
5.6	-13.24807	-13.563923	-14.450575	-14.887308
5.7	-12.311742	-12.545542	-13.235303	-13.581952
5.8	-11.484142	-11.645207	-12.158521	-12.42291
5.9	-10.750785	-10.846875	-11.203296	-11.393211
6.0	-10.098356	-10.136156	-10.354293	-10.477867
6.2	-8.989984	-8.930149	-8.924009	-8.938781
6.4	-8.082823	-7.949937	-7.782708	-7.718458
6.6	-7.322364	-7.140618	-6.866786	-6.749645
6.8	-6.669573	-6.461368	-6.126863	-5.97894
7.0	-6.097607	-5.881908	-5.523634	-5.362894
7.2	-5.590026	-5.38102	-5.026366	-4.865935
7.4	-5.138349	-4.945174	-4.611479	-4.459779
7.6	-4.738487	-4.56556	-4.261833	-4.122946
7.8	-4.387814	-4.23578	-3.964442	-3.839629
8.0	-4.082252	-3.949653	-3.709484	-3.598476
8.2	-3.816613	-3.701052	-3.489335	-3.391224
8.4	-3.584915	-3.483954	-3.2977	-3.211408
8.6	-3.381201	-3.292866	-3.129472	-3.053874
8.8	-3.200594	-3.123345	-2.980496	-2.914674
9.0	-3.039313	-2.971746	-2.847431	-2.790357
9.5	-2.703053	-2.655339	-2.568555	-2.529422
10.0	-2.440878	-2.40706	-2.3467	-2.320084
10.5	-2.233059	-2.208444	-2.165742	-2.147597
11.0	-2.064369	-2.045935	-2.015029	-2.002539
11.5	-1.924004	-1.909672	-1.886784	-1.878259
12.0	-1.804236	-1.792839	-1.775655	-1.769841
12.5	-1.700232	-1.690903	-1.67776	-1.673982
13.0	-1.6084	-1.600614	-1.590473	-1.588129
13.5	-1.526441	-1.519808	-1.511881	-1.510661
14.0	-1.452545	-1.446774	-1.440568	-1.440122
14.5	-1.38544	-1.380337	-1.375401	-1.375591
15.0	-1.324102	-1.319515	-1.31555	-1.31624
16.0	-1.215612	-1.211768	-1.209123	-1.210479
17.0	-1.12228	-1.118867	-1.11714	-1.118858
18.0	-1.040917	-1.037726	-1.036554	-1.038552
19.0	-0.969168	-0.966109	-0.965317	-0.967499
20.0	-0.905317	-0.902443	-0.901843	-0.904091
21.0	-0.847043	-0.844716	-0.845163	-0.847625
22.0	-0.795099	-0.792953	-0.793771	-0.796793
23.0	-0.748603	-0.746316	-0.74697	-0.749883
24.0	-0.706106	-0.703763	-0.704257	-0.707084
25.0	-0.667201	-0.664744	-0.665172	-0.667938
50.0	-0.209906	-0.2073	-0.207327	-0.209915
100.0	0.012208	0.01482	0.014803	0.012216
