R	0	30	60	90	120	150	180
2.5	27962.578544	13083.523813	3193.586886	2187.092193	3193.586873	13083.523797	27962.57858
2.6	34877.541408	11905.212574	2356.329662	1543.288397	2356.329659	11905.212621	34877.541407
2.7	41908.219458	10442.246539	1707.099178	1070.705802	1707.099193	10442.246591	41908.219395
2.8	48390.902054	8814.16647	1210.246528	727.069131	1210.246569	8814.166416	48390.902066
2.9	54218.288905	7204.987701	835.327227	479.681547	835.327255	7204.987716	54218.288865
3.0	59162.590994	5739.307842	556.118587	303.508622	556.118561	5739.307836	59162.590912
3.1	16988.986396	4475.399893	351.643552	179.577449	351.643545	4475.399899	16988.98635
3.2	12759.718894	3426.295212	204.427802	93.644779	204.42781	3426.295193	12759.718932
3.3	9528.911506	2579.713412	100.638478	35.117714	100.638488	2579.713423	9528.911516
3.4	7075.672685	1911.519742	29.259416	-3.843018	29.259389	1911.519748	7075.672663
3.5	5223.425113	1393.798752	-18.300889	-28.950633	-18.30085	1393.798774	5223.425129
3.6	3832.729836	999.082731	-48.639367	-44.350333	-48.63935	999.082718	3832.729778
3.7	2794.507306	702.70992	-66.740147	-53.016653	-66.74018	702.709954	2794.507322
3.8	2024.039698	483.265306	-76.308103	-57.067517	-76.308152	483.265285	2024.039691
3.9	1455.857227	323.115176	-80.044113	-58.004059	-80.044082	323.115162	1455.85721
4.0	1039.555293	207.898101	-79.930762	-56.888574	-79.930809	207.898102	1039.55533
4.1	736.501022	126.243936	-77.340004	-54.473443	-77.340005	126.2439	736.501047
4.2	517.274572	69.337693	-73.250869	-51.291317	-73.25086	69.337728	517.274555
4.3	359.657106	30.424807	-68.341871	-47.71736	-68.341886	30.424803	359.657114
4.4	247.018287	4.453387	-63.076049	-44.012136	-63.076003	4.453378	247.018314
4.5	167.015468	-12.337555	-57.762992	-40.351217	-57.763022	-12.337523	167.015442
4.6	110.563448	-22.703392	-52.603267	-36.847515	-52.603302	-22.703383	110.563458
4.7	70.993281	-28.63631	-47.719754	-33.568046	-47.71976	-28.636284	70.993265
4.8	43.482659	-31.55881	-43.180587	-30.546623	-43.18056	-31.558812	43.482658
4.9	24.539378	-32.476395	-39.016136	-27.794227	-39.016123	-32.476423	24.539366
5.0	11.656381	-32.094336	-35.231527	-25.306566	-35.231562	-32.094297	11.656388
5.1	3.040968	-30.904085	-31.815744	-23.069917	-31.815766	-30.904088	3.040945
5.2	-2.586339	-29.245195	-28.748102	-21.065232	-28.748087	-29.245175	-2.586343
5.3	-6.137303	-27.349283	-26.002586	-19.271266	-26.002602	-27.349284	-6.13729
5.4	-8.259766	-25.370977	-23.551138	-17.666715	-23.551164	-25.371003	-8.259777
5.5	-9.412151	-23.409993	-21.365429	-16.231234	-21.365409	-23.410005	-9.412176
5.6	-9.916084	-21.527404	-19.417804	-14.946341	-19.417759	-21.527395	-9.916056
5.7	-9.995248	-19.757752	-17.682503	-13.795712	-17.682583	-19.757751	-9.995285
5.8	-9.803329	-18.117773	-16.136078	-12.764864	-16.136087	-18.117822	-9.803334
5.9	-9.444526	-16.612949	-14.757132	-11.841099	-14.757119	-16.612938	-9.444525
6.0	-8.988903	-15.241815	-13.526648	-11.012963	-13.526638	-15.241816	-8.988883
6.2	-7.958781	-12.877776	-11.446226	-9.604149	-11.446221	-12.877794	-7.958772
6.4	-6.931001	-10.964186	-9.783505	-8.467391	-9.783531	-10.9642	-6.931024
6.6	-6.003238	-9.429413	-8.451708	-7.544077	-8.451686	-9.429424	-6.003216
6.8	-5.212791	-8.203597	-7.381505	-6.78681	-7.381493	-8.203601	-5.212795
7.0	-4.563136	-7.225726	-6.516741	-6.158964	-6.516705	-7.225723	-4.563116
7.2	-4.04124	-6.446351	-5.811806	-5.632484	-5.811802	-6.446355	-4.041234
7.4	-3.629093	-5.826068	-5.23082	-5.186476	-5.230814	-5.826052	-3.629099
7.6	-3.308757	-5.331944	-4.746268	-4.804958	-4.746273	-5.331944	-3.308741
7.8	-3.062452	-4.935958	-4.337728	-4.475654	-4.337725	-4.935934	-3.06248
8.0	-2.872824	-4.614349	-3.990081	-4.188866	-3.990093	-4.614344	-2.872828
8.2	-2.723926	-4.348736	-3.691913	-3.937227	-3.691898	-4.348736	-2.723945
8.4	-2.603015	-4.125622	-3.43418	-3.714645	-3.434207	-4.125605	-2.603029
8.6	-2.501416	-3.935647	-3.20984	-3.51665	-3.209841	-3.935636	-2.501415
8.8	-2.413692	-3.772237	-3.012999	-3.339514	-3.012975	-3.772236	-2.413691
9.0	-2.336767	-3.630503	-2.838803	-3.180277	-2.838807	-3.630509	-2.336773
9.5	-2.178753	-3.345962	-2.47978	-2.845312	-2.479768	-3.345961	-2.178736
10.0	-2.050449	-3.127394	-2.200271	-2.578838	-2.200265	-3.127367	-2.050468
10.5	-1.937108	-2.950237	-1.976697	-2.361627	-1.976717	-2.950231	-1.93713
11.0	-1.8348	-2.803082	-1.793959	-2.180787	-1.793941	-2.803073	-1.8348
11.5	-1.74323	-2.679097	-1.641298	-2.027436	-1.64131	-2.6791	-1.743245
12.0	-1.661286	-2.572805	-1.511393	-1.89545	-1.511396	-2.572811	-1.661293
12.5	-1.587147	-2.4799	-1.398909	-1.780374	-1.398911	-2.479911	-1.587149
13.0	-1.519069	-2.397256	-1.300186	-1.678992	-1.300184	-2.397217	-1.519074
13.5	-1.455972	-2.322711	-1.212553	-1.588815	-1.212513	-2.322711	-1.456002
14.0	-1.397124	-2.254907	-1.133968	-1.5079	-1.133968	-2.254923	-1.397134
14.5	-1.342048	-2.192699	-1.062958	-1.434838	-1.062944	-2.192695	-1.342037
15.0	-1.29033	-2.135295	-0.998364	-1.368396	-0.998385	-2.13529	-1.290316
16.0	-1.195937	-2.032687	-0.884916	-1.251904	-0.884912	-2.032686	-1.19595
17.0	-1.11205	-1.943347	-0.788027	-1.152719	-0.788047	-1.943339	-1.112059
18.0	-1.0371	-1.864675	-0.704036	-1.067083	-0.704035	-1.86469	-1.037101
19.0	-0.969812	-1.794796	-0.63043	-0.992121	-0.630446	-1.794821	-0.969792
20.0	-0.908215	-1.73229	-0.565142	-0.925886	-0.565152	-1.732302	-0.908208
21.0	-0.853473	-1.67567	-0.50721	-0.866873	-0.507211	-1.675697	-0.853464
22.0	-0.803013	-1.624587	-0.45537	-0.815331	-0.455371	-1.624595	-0.803019
23.0	-0.757894	-1.578653	-0.40765	-0.767072	-0.40766	-1.578635	-0.7579
24.0	-0.716214	-1.536252	-0.364291	-0.723304	-0.364263	-1.536253	-0.7162
25.0	-0.67783	-1.497469	-0.324664	-0.683335	-0.324668	-1.497487	-0.677845
50.0	-0.222235	-1.04025	0.135388	-0.22206	0.135359	-1.040252	-0.222237
100.0	-0.0	-0.818003	0.357556	6.6e-05	0.357541	-0.818001	5e-06
