R,phi,E
2.5,0,27962.578544
2.5,30,27962.578544
2.5,60,27962.578544
2.5,90,27962.578544
2.6,0,34877.541408
2.6,30,34877.541408
2.6,60,34877.541408
2.6,90,34877.541408
2.7,0,41908.219458
2.7,30,41908.219458
2.7,60,41908.219458
2.7,90,41908.219458
2.8,0,48390.902054
2.8,30,48390.902054
2.8,60,48390.902054
2.8,90,48390.902054
2.9,0,54218.288905
2.9,30,54218.288905
2.9,60,54218.288905
2.9,90,54218.288905
3.0,0,59162.590994
3.0,30,59162.590994
3.0,60,59162.590994
3.0,90,59162.590994
3.1,0,16988.986396
3.1,30,16988.986396
3.1,60,16988.986396
3.1,90,16988.986396
3.2,0,12759.718894
3.2,30,12759.718894
3.2,60,12759.718894
3.2,90,12759.718894
3.3,0,9528.911506
3.3,30,9528.911506
3.3,60,9528.911506
3.3,90,9528.911506
3.4,0,7075.672685
3.4,30,7075.672685
3.4,60,7075.672685
3.4,90,7075.672685
3.5,0,5223.425113
3.5,30,5223.425113
3.5,60,5223.425113
3.5,90,5223.425113
3.6,0,3832.729836
3.6,30,3832.729837
3.6,60,3832.729837
3.6,90,3832.729836
3.7,0,2794.507306
3.7,30,2794.507306
3.7,60,2794.507306
3.7,90,2794.507306
3.8,0,2024.039698
3.8,30,2024.039698
3.8,60,2024.039698
3.8,90,2024.039698
3.9,0,1455.857227
3.9,30,1455.857227
3.9,60,1455.857227
3.9,90,1455.857227
4.0,0,1039.555293
4.0,30,1039.555293
4.0,60,1039.555293
4.0,90,1039.555293
4.1,0,736.501022
4.1,30,736.501022
4.1,60,736.501022
4.1,90,736.501022
4.2,0,517.274572
4.2,30,517.274572
4.2,60,517.274572
4.2,90,517.274572
4.3,0,359.657106
4.3,30,359.657106
4.3,60,359.657106
4.3,90,359.657106
4.4,0,247.018287
4.4,30,247.018287
4.4,60,247.018287
4.4,90,247.018287
4.5,0,167.015468
4.5,30,167.015469
4.5,60,167.015469
4.5,90,167.015468
4.6,0,110.563448
4.6,30,110.563448
4.6,60,110.563448
4.6,90,110.563448
4.7,0,70.993281
4.7,30,70.993281
4.7,60,70.993281
4.7,90,70.993281
4.8,0,43.482659
4.8,30,43.482659
4.8,60,43.482659
4.8,90,43.482659
4.9,0,24.539378
4.9,30,24.539378
4.9,60,24.539378
4.9,90,24.539378
5.0,0,11.656381
5.0,30,11.656381
5.0,60,11.656381
5.0,90,11.656381
5.1,0,3.040968
5.1,30,3.040968
5.1,60,3.040969
5.1,90,3.040969
5.2,0,-2.586339
5.2,30,-2.586339
5.2,60,-2.586339
5.2,90,-2.586339
5.3,0,-6.137303
5.3,30,-6.137303
5.3,60,-6.137303
5.3,90,-6.137303
5.4,0,-8.259766
5.4,30,-8.259766
5.4,60,-8.259766
5.4,90,-8.259766
5.5,0,-9.412151
5.5,30,-9.412151
5.5,60,-9.412151
5.5,90,-9.412151
5.6,0,-9.916084
5.6,30,-9.916084
5.6,60,-9.916084
5.6,90,-9.916084
5.7,0,-9.995248
5.7,30,-9.995248
5.7,60,-9.995248
5.7,90,-9.995248
5.8,0,-9.803329
5.8,30,-9.803329
5.8,60,-9.803329
5.8,90,-9.803329
5.9,0,-9.444526
5.9,30,-9.444526
5.9,60,-9.444526
5.9,90,-9.444526
6.0,0,-8.988903
6.0,30,-8.988903
6.0,60,-8.988903
6.0,90,-8.988903
6.2,0,-7.958781
6.2,30,-7.958781
6.2,60,-7.958781
6.2,90,-7.958781
6.4,0,-6.931001
6.4,30,-6.931001
6.4,60,-6.931001
6.4,90,-6.931001
6.6,0,-6.003238
6.6,30,-6.003238
6.6,60,-6.003238
6.6,90,-6.003238
6.8,0,-5.212791
6.8,30,-5.212791
6.8,60,-5.212791
6.8,90,-5.212791
7.0,0,-4.563136
7.0,30,-4.563136
7.0,60,-4.563136
7.0,90,-4.563136
7.2,0,-4.04124
7.2,30,-4.04124
7.2,60,-4.04124
7.2,90,-4.04124
7.4,0,-3.629093
7.4,30,-3.629093
7.4,60,-3.629093
7.4,90,-3.629093
7.6,0,-3.308757
7.6,30,-3.308756
7.6,60,-3.308756
7.6,90,-3.308756
7.8,0,-3.062452
7.8,30,-3.062452
7.8,60,-3.062452
7.8,90,-3.062452
8.0,0,-2.872824
8.0,30,-2.872824
8.0,60,-2.872824
8.0,90,-2.872824
8.2,0,-2.723926
8.2,30,-2.723926
8.2,60,-2.723926
8.2,90,-2.723926
8.4,0,-2.603015
8.4,30,-2.603015
8.4,60,-2.603015
8.4,90,-2.603015
8.6,0,-2.501416
8.6,30,-2.501416
8.6,60,-2.501416
8.6,90,-2.501416
8.8,0,-2.413692
8.8,30,-2.413692
8.8,60,-2.413692
8.8,90,-2.413692
9.0,0,-2.336767
9.0,30,-2.336767
9.0,60,-2.336767
9.0,90,-2.336767
9.5,0,-2.178753
9.5,30,-2.178753
9.5,60,-2.178753
9.5,90,-2.178753
10.0,0,-2.050449
10.0,30,-2.050449
10.0,60,-2.050449
10.0,90,-2.050449
10.5,0,-1.937108
10.5,30,-1.937108
10.5,60,-1.937108
10.5,90,-1.937108
11.0,0,-1.8348
11.0,30,-1.8348
11.0,60,-1.834801
11.0,90,-1.8348
11.5,0,-1.74323
11.5,30,-1.74323
11.5,60,-1.74323
11.5,90,-1.74323
12.0,0,-1.661286
12.0,30,-1.661286
12.0,60,-1.661286
12.0,90,-1.661286
12.5,0,-1.587147
12.5,30,-1.587147
12.5,60,-1.587147
12.5,90,-1.587147
13.0,0,-1.519069
13.0,30,-1.519069
13.0,60,-1.519069
13.0,90,-1.519069
13.5,0,-1.455972
13.5,30,-1.455972
13.5,60,-1.455972
13.5,90,-1.455972
14.0,0,-1.397124
14.0,30,-1.397124
14.0,60,-1.397124
14.0,90,-1.397124
14.5,0,-1.342048
14.5,30,-1.342048
14.5,60,-1.342048
14.5,90,-1.342048
15.0,0,-1.29033
15.0,30,-1.29033
15.0,60,-1.29033
15.0,90,-1.29033
16.0,0,-1.195937
16.0,30,-1.195937
16.0,60,-1.195937
16.0,90,-1.195937
17.0,0,-1.11205
17.0,30,-1.11205
17.0,60,-1.11205
17.0,90,-1.11205
18.0,0,-1.0371
18.0,30,-1.0371
18.0,60,-1.0371
18.0,90,-1.0371
19.0,0,-0.969812
19.0,30,-0.969813
19.0,60,-0.969813
19.0,90,-0.969813
20.0,0,-0.908215
20.0,30,-0.908215
20.0,60,-0.908215
20.0,90,-0.908215
21.0,0,-0.853473
21.0,30,-0.853473
21.0,60,-0.853473
21.0,90,-0.853473
22.0,0,-0.803013
22.0,30,-0.803013
22.0,60,-0.803013
22.0,90,-0.803013
23.0,0,-0.757894
23.0,30,-0.757894
23.0,60,-0.757894
23.0,90,-0.757894
24.0,0,-0.716214
24.0,30,-0.716214
24.0,60,-0.716214
24.0,90,-0.716214
25.0,0,-0.67783
25.0,30,-0.67783
25.0,60,-0.67783
25.0,90,-0.67783
50.0,0,-0.222235
50.0,30,-0.222235
50.0,60,-0.222235
50.0,90,-0.222235
100.0,0,-0.0
100.0,30,0.0
100.0,60,0.0
100.0,90,0.0
