R,phi,E
20.0,60,-0.819722
20.0,90,-0.902443
21.0,0,-0.4913
21.0,30,-0.223575
21.0,60,-0.763165
21.0,90,-0.844716
22.0,0,-0.441233
22.0,30,-0.173284
22.0,60,-0.712334
22.0,90,-0.792953
23.0,0,-0.395866
23.0,30,-0.12778
23.0,60,-0.666361
23.0,90,-0.746316
24.0,0,-0.354274
24.0,30,-0.08607
24.0,60,-0.624349
24.0,90,-0.703763
25.0,0,-0.316038
25.0,30,-0.047816
25.0,60,-0.585738
25.0,90,-0.664744
50.0,0,0.138149
50.0,30,0.406765
50.0,60,-0.130063
50.0,90,-0.2073
100.0,0,0.36013
100.0,30,0.628782
100.0,60,0.091986
100.0,90,0.01482
