R,phi,E
2.5,0,3414.301401
2.5,30,3462.079673
2.5,60,3605.515772
2.5,90,3835.688732
2.6,0,2580.411149
2.6,30,2620.33899
2.6,60,2737.089584
2.6,90,2917.836134
2.7,0,1922.781484
2.7,30,1955.778306
2.7,60,2049.94568
2.7,90,2191.142769
2.8,0,1411.070147
2.8,30,1438.050318
2.8,60,1513.265799
2.8,90,1622.41299
2.9,0,1017.855974
2.9,30,1039.6975
2.9,60,1099.16394
2.9,90,1182.879545
3.0,0,719.77799
3.0,30,737.283721
3.0,60,783.769998
3.0,90,847.117908
3.1,0,496.737302
3.1,30,510.633216
3.1,60,546.531764
3.1,90,593.811605
3.2,0,332.206825
3.2,30,343.13425
3.2,60,370.484988
3.2,90,405.147053
3.3,0,212.657325
3.3,30,221.175546
3.3,60,241.705474
3.3,90,266.557716
3.4,0,127.24749
3.4,30,133.835962
3.4,60,148.988997
3.4,90,166.303831
3.5,0,67.419018
3.5,30,72.480512
3.5,60,83.445836
3.5,90,95.045984
3.6,0,26.504361
3.6,30,30.371094
3.6,60,38.112471
3.6,90,45.442352
3.7,0,-0.62866
3.7,30,2.312342
3.7,60,7.598845
3.7,90,11.786293
3.8,0,-17.875989
3.8,30,-15.653601
3.8,60,-12.21718
3.8,90,-10.304683
3.9,0,-28.184764
3.9,30,-26.494052
3.9,60,-24.446771
3.9,90,-24.151376
4.0,0,-33.707265
4.0,30,-32.430745
4.0,60,-31.402692
4.0,90,-32.232129
4.1,0,-36.016549
4.1,30,-35.053433
4.1,60,-34.774536
4.1,90,-36.365548
4.2,0,-36.231497
4.2,30,-35.50549
4.2,60,-35.761051
4.2,90,-37.86207
4.3,0,-35.13271
4.3,30,-34.58641
4.3,60,-35.240915
4.3,90,-37.647947
4.4,0,-33.254675
4.4,30,-32.844713
4.4,60,-33.786324
4.4,90,-36.366352
4.5,0,-30.957693
4.5,30,-30.651167
4.5,60,-31.796824
4.5,90,-34.456211
4.6,0,-28.481231
4.6,30,-28.252741
4.6,60,-29.540159
4.6,90,-32.213543
4.7,0,-25.98187
4.7,30,-25.811765
4.7,60,-27.193886
4.7,90,-29.835834
4.8,0,-23.559752
4.8,30,-23.432451
4.8,60,-24.873907
4.8,90,-27.453515
4.9,0,-21.276539
4.9,30,-21.180051
4.9,60,-22.65397
4.9,90,-25.139516
5.0,0,-19.167682
5.0,30,-19.092513
5.0,60,-20.579014
5.0,90,-22.971241
5.1,0,-17.250686
5.1,30,-17.189604
5.1,60,-18.674107
5.1,90,-20.965916
5.2,0,-15.530442
5.2,30,-15.477937
5.2,60,-16.950033
5.2,90,-19.13827
5.3,0,-14.003142
5.3,30,-13.955095
5.3,60,-15.407373
5.3,90,-17.491792
5.4,0,-12.658591
5.4,30,-12.611885
5.4,60,-14.039607
5.4,90,-16.021648
5.5,0,-11.482239
5.5,30,-11.434713
5.5,60,-12.834681
5.5,90,-14.717118
5.6,0,-10.4569
5.6,30,-10.406962
5.6,60,-11.777335
5.6,90,-13.563923
5.7,0,-9.564369
5.7,30,-9.510827
5.7,60,-10.850758
5.7,90,-12.545542
5.8,0,-8.786564
5.8,30,-8.728573
5.8,60,-10.037751
5.8,90,-11.645207
5.9,0,-8.106901
5.9,30,-8.0438
5.9,60,-9.322327
5.9,90,-10.846875
6.0,0,-7.510602
6.0,30,-7.442006
6.0,60,-8.690129
6.0,90,-10.136156
6.2,0,-6.520139
6.2,30,-6.439472
6.2,60,-7.62855
6.2,90,-8.930149
6.4,0,-5.737916
6.4,30,-5.644567
6.4,60,-6.777379
6.4,90,-7.949937
6.6,0,-5.109886
6.6,30,-5.003651
6.6,60,-6.083416
6.6,90,-7.140618
6.8,0,-4.596643
6.8,30,-4.477554
6.8,60,-5.50758
6.8,90,-6.461368
7.0,0,-4.16907
7.0,30,-4.037447
7.0,60,-5.021066
7.0,90,-5.881908
7.2,0,-3.807108
7.2,30,-3.663396
7.2,60,-4.603762
7.2,90,-5.38102
7.4,0,-3.497608
7.4,30,-3.342504
7.4,60,-4.24306
7.4,90,-4.945174
7.6,0,-3.232454
7.6,30,-3.066546
7.6,60,-3.930638
7.6,90,-4.56556
7.8,0,-3.005316
7.8,30,-2.829579
7.8,60,-3.660664
7.8,90,-4.23578
8.0,0,-2.810728
8.0,30,-2.626072
8.0,60,-3.427467
8.0,90,-3.949653
8.2,0,-2.643436
8.2,30,-2.450738
8.2,60,-3.225621
8.2,90,-3.701052
8.4,0,-2.498438
8.4,30,-2.298479
8.4,60,-3.049739
8.4,90,-3.483954
8.6,0,-2.371269
8.6,30,-2.164779
8.6,60,-2.895096
8.6,90,-3.292866
8.8,0,-2.258466
8.8,30,-2.046146
8.8,60,-2.757749
8.8,90,-3.123345
9.0,0,-2.157342
9.0,30,-1.939781
9.0,60,-2.634648
9.0,90,-2.971746
9.5,0,-1.94411
9.5,30,-1.71566
9.5,60,-2.37624
9.5,90,-2.655339
10.0,0,-1.773543
10.0,30,-1.536762
10.0,60,-2.171337
10.0,90,-2.40706
10.5,0,-1.633875
10.5,30,-1.390804
10.5,60,-2.005525
10.5,90,-2.208444
11.0,0,-1.516508
11.0,30,-1.268452
11.0,60,-1.867995
11.0,90,-2.045935
11.5,0,-1.415213
11.5,30,-1.163314
11.5,60,-1.751059
11.5,90,-1.909672
12.0,0,-1.325747
12.0,30,-1.070845
12.0,60,-1.649226
12.0,90,-1.792839
12.5,0,-1.245369
12.5,30,-0.988011
12.5,60,-1.55919
12.5,90,-1.690903
13.0,0,-1.172247
13.0,30,-0.913027
13.0,60,-1.478284
13.0,90,-1.600614
13.5,0,-1.105235
13.5,30,-0.844446
13.5,60,-1.405003
13.5,90,-1.519808
14.0,0,-1.04334
14.0,30,-0.781338
14.0,60,-1.338063
14.0,90,-1.446774
14.5,0,-0.985996
14.5,30,-0.722933
14.5,60,-1.276554
14.5,90,-1.380337
15.0,0,-0.932571
15.0,30,-0.668666
15.0,60,-1.219788
15.0,90,-1.319515
16.0,0,-0.835972
16.0,30,-0.570785
16.0,60,-1.118108
16.0,90,-1.211768
17.0,0,-0.750845
17.0,30,-0.484807
17.0,60,-1.029408
17.0,90,-1.118867
18.0,0,-0.67526
18.0,30,-0.408626
18.0,60,-0.951282
18.0,90,-1.037726
19.0,0,-0.607692
19.0,30,-0.34055
19.0,60,-0.881868
19.0,90,-0.966109
20.0,0,-0.546867
20.0,30,-0.279445
