R,theta1,E
2.5,0,27962.578544
2.5,30,15377.667513
2.5,60,3034.718008
2.5,90,1941.121521
2.5,120,3034.718013
2.5,150,15377.66752
2.5,180,27962.57858
2.6,0,34877.541408
2.6,30,13665.067328
2.6,60,2269.414929
2.6,90,1366.520999
2.6,120,2269.414916
2.6,150,13665.067317
2.6,180,34877.541407
2.7,0,41908.219458
2.7,30,11701.377025
2.7,60,1668.628068
2.7,90,944.15129
2.7,120,1668.628103
2.7,150,11701.376974
2.7,180,41908.219395
2.8,0,48390.902054
2.8,30,9708.963741
2.8,60,1203.933
2.8,90,636.841103
2.8,120,1203.933031
2.8,150,9708.963722
2.8,180,48390.902066
2.9,0,54218.288905
2.9,30,7852.218986
2.9,60,849.900345
2.9,90,415.665242
2.9,120,849.900327
2.9,150,7852.21897
2.9,180,54218.288865
3.0,0,59162.590994
3.0,30,6219.324324
3.0,60,583.698467
3.0,90,258.3709
3.0,120,583.698437
3.0,150,6219.324344
3.0,180,59162.590912
3.1,0,16988.986396
3.1,30,4840.659871
3.1,60,386.779726
3.1,90,148.025507
3.1,120,386.779737
3.1,150,4840.659849
3.1,180,16988.98635
3.2,0,12759.718894
3.2,30,3710.778329
3.2,60,243.308406
3.2,90,71.872039
3.2,120,243.308412
3.2,150,3710.778286
3.2,180,12759.718932
3.3,0,9528.911506
3.3,30,2805.674987
3.3,60,140.660093
3.3,90,20.393219
3.3,120,140.660081
3.3,150,2805.674959
3.3,180,9528.911516
3.4,0,7075.672685
3.4,30,2093.91267
3.4,60,68.676781
3.4,90,-13.475619
3.4,120,68.676811
3.4,150,2093.912645
3.4,180,7075.672663
3.5,0,5223.425113
3.5,30,1542.830335
3.5,60,19.396203
3.5,90,-34.892982
3.5,120,19.396213
3.5,150,1542.830336
3.5,180,5223.425129
3.6,0,3832.729836
3.6,30,1122.208232
3.6,60,-13.319965
3.6,90,-47.608449
3.6,120,-13.319948
3.6,150,1122.208267
3.6,180,3832.729778
3.7,0,2794.507306
3.7,30,805.277952
3.7,60,-34.12964
3.7,90,-54.317036
3.7,120,-34.129667
3.7,150,805.277934
3.7,180,2794.507322
3.8,0,2024.039698
3.8,30,569.278007
3.8,60,-46.513887
3.8,90,-56.940865
3.8,120,-46.513874
3.8,150,569.277983
3.8,180,2024.039691
3.9,0,1455.857227
3.9,30,395.636084
3.9,60,-53.023485
3.9,90,-56.844236
3.9,120,-53.023458
3.9,150,395.636055
3.9,180,1455.857211
4.0,0,1039.555293
4.0,30,269.306641
4.0,60,-55.54292
4.0,90,-54.99317
4.0,120,-55.542931
4.0,150,269.30663
4.0,180,1039.55533
4.1,0,736.501022
4.1,30,178.425878
4.1,60,-55.404566
4.1,90,-52.069664
4.1,120,-55.404579
4.1,150,178.425895
4.1,180,736.501047
4.2,0,517.274572
4.2,30,113.804159
4.2,60,-53.563222
4.2,90,-48.552569
4.2,120,-53.563223
4.2,150,113.804137
4.2,180,517.274555
4.3,0,359.657106
4.3,30,68.428849
4.3,60,-50.691346
4.3,90,-44.774049
4.3,120,-50.69134
4.3,150,68.42882
4.3,180,359.657114
4.4,0,247.018287
4.4,30,37.02955
4.4,60,-47.257362
4.4,90,-40.959969
4.4,120,-47.257382
4.4,150,37.029562
4.4,180,247.018314
4.5,0,167.015468
4.5,30,15.648418
4.5,60,-43.582699
4.5,90,-37.25885
4.5,120,-43.582693
4.5,150,15.648454
4.5,180,167.015442
4.6,0,110.563448
4.6,30,1.409536
4.6,60,-39.88289
4.6,90,-33.7632
4.6,120,-39.882905
4.6,150,1.409547
4.6,180,110.563458
4.7,0,70.993281
4.7,30,-7.792449
4.7,60,-36.297482
4.7,90,-30.525449
4.7,120,-36.297446
4.7,150,-7.792479
4.7,180,70.993265
4.8,0,43.482659
4.8,30,-13.475232
4.8,60,-32.911814
4.8,90,-27.569667
4.8,120,-32.911804
4.8,150,-13.475217
4.8,180,43.482658
4.9,0,24.539378
4.9,30,-16.725095
4.9,60,-29.773151
4.9,90,-24.899926
4.9,120,-29.773178
4.9,150,-16.725074
4.9,180,24.539366
5.0,0,11.656381
5.0,30,-18.316417
5.0,60,-26.902473
5.0,90,-22.507379
5.0,120,-26.902467
5.0,150,-18.316422
5.0,180,11.656388
5.1,0,3.040969
5.1,30,-18.79926
5.1,60,-24.302844
5.1,90,-20.374626
5.1,120,-24.30284
5.1,150,-18.799269
5.1,180,3.040945
5.2,0,-2.586339
5.2,30,-18.562625
5.2,60,-21.965822
5.2,90,-18.479734
5.2,120,-21.965847
5.2,150,-18.562634
5.2,180,-2.586343
5.3,0,-6.137303
5.3,30,-17.87973
5.3,60,-19.875856
5.3,90,-16.799063
5.3,120,-19.875874
5.3,150,-17.879777
5.3,180,-6.13729
5.4,0,-8.259766
5.4,30,-16.940033
5.4,60,-18.013556
5.4,90,-15.309221
5.4,120,-18.013554
5.4,150,-16.940052
5.4,180,-8.259777
5.5,0,-9.412151
5.5,30,-15.872287
5.5,60,-16.357768
5.5,90,-13.988189
5.5,120,-16.35775
5.5,150,-15.872314
5.5,180,-9.412176
5.6,0,-9.916084
5.6,30,-14.761603
5.6,60,-14.887308
5.6,90,-12.816161
5.6,120,-14.887312
5.6,150,-14.761572
5.6,180,-9.916056
5.7,0,-9.995248
5.7,30,-13.662047
5.7,60,-13.581952
5.7,90,-11.775657
5.7,120,-13.581935
5.7,150,-13.662048
5.7,180,-9.995285
5.8,0,-9.803329
5.8,30,-12.606287
5.8,60,-12.42291
5.8,90,-10.851373
5.8,120,-12.422902
5.8,150,-12.606309
5.8,180,-9.803334
5.9,0,-9.444526
5.9,30,-11.612678
5.9,60,-11.393211
5.9,90,-10.03002
5.9,120,-11.393219
5.9,150,-11.6127
5.9,180,-9.444525
6.0,0,-8.988903
6.0,30,-10.690321
6.0,60,-10.477867
6.0,90,-9.299861
6.0,120,-10.47787
6.0,150,-10.690332
6.0,180,-8.988883
6.2,0,-7.958781
6.2,30,-9.069608
6.2,60,-8.938781
6.2,90,-8.072668
6.2,120,-8.938754
6.2,150,-9.069612
6.2,180,-7.958772
6.4,0,-6.931001
6.4,30,-7.736106
6.4,60,-7.718458
6.4,90,-7.098874
6.4,120,-7.718465
6.4,150,-7.736097
6.4,180,-6.931023
6.6,0,-6.003238
6.6,30,-6.656288
6.6,60,-6.749645
6.6,90,-6.321211
6.6,120,-6.74961
6.6,150,-6.656283
6.6,180,-6.003216
6.8,0,-5.212791
6.8,30,-5.788647
6.8,60,-5.97894
6.8,90,-5.694072
6.8,120,-5.97894
6.8,150,-5.788641
6.8,180,-5.212795
7.0,0,-4.563136
7.0,30,-5.093755
7.0,60,-5.362894
7.0,90,-5.182255
7.0,120,-5.362943
7.0,150,-5.093757
7.0,180,-4.563116
7.2,0,-4.04124
7.2,30,-4.539079
7.2,60,-4.865935
7.2,90,-4.759298
7.2,120,-4.86593
7.2,150,-4.539113
7.2,180,-4.041234
7.4,0,-3.629093
7.4,30,-4.098276
7.4,60,-4.459779
7.4,90,-4.405396
7.4,120,-4.45978
7.4,150,-4.098279
7.4,180,-3.629099
7.6,0,-3.308756
7.6,30,-3.748755
7.6,60,-4.122946
7.6,90,-4.105713
7.6,120,-4.12296
7.6,150,-3.748735
7.6,180,-3.308741
7.8,0,-3.062452
7.8,30,-3.469964
7.8,60,-3.839629
7.8,90,-3.848877
7.8,120,-3.839648
7.8,150,-3.469976
7.8,180,-3.06248
8.0,0,-2.872824
8.0,30,-3.244312
8.0,60,-3.598476
8.0,90,-3.62628
8.0,120,-3.598485
8.0,150,-3.244301
8.0,180,-2.872828
8.2,0,-2.723926
8.2,30,-3.057676
8.2,60,-3.391224
8.2,90,-3.431431
8.2,120,-3.391232
8.2,150,-3.057673
8.2,180,-2.723945
8.4,0,-2.603015
8.4,30,-2.900133
8.4,60,-3.211408
8.4,90,-3.25924
8.4,120,-3.211412
8.4,150,-2.900136
8.4,180,-2.603029
8.6,0,-2.501416
8.6,30,-2.764861
8.6,60,-3.053874
8.6,90,-3.10587
8.6,120,-3.053881
8.6,150,-2.764878
8.6,180,-2.501415
8.8,0,-2.413692
8.8,30,-2.647442
8.8,60,-2.914674
8.8,90,-2.968399
8.8,120,-2.914678
8.8,150,-2.647438
8.8,180,-2.413691
9.0,0,-2.336767
9.0,30,-2.544444
9.0,60,-2.790357
9.0,90,-2.844457
9.0,120,-2.790384
9.0,150,-2.54443
9.0,180,-2.336773
9.5,0,-2.178753
9.5,30,-2.333126
9.5,60,-2.529422
9.5,90,-2.581833
9.5,120,-2.529387
9.5,150,-2.333111
9.5,180,-2.178736
10.0,0,-2.050449
10.0,30,-2.164104
10.0,60,-2.320084
10.0,90,-2.370218
10.0,120,-2.320074
10.0,150,-2.164116
10.0,180,-2.050468
10.5,0,-1.937108
10.5,30,-2.02127
10.5,60,-2.147597
10.5,90,-2.194854
10.5,120,-2.147601
10.5,150,-2.021281
10.5,180,-1.93713
11.0,0,-1.8348
11.0,30,-1.898324
11.0,60,-2.002539
11.0,90,-2.046288
11.0,120,-2.002554
11.0,150,-1.898349
