R	0	30	60	90
2.5	27962.57858	27962.57858	27962.57858	27962.57858
2.6	34877.541407	34877.541407	34877.541407	34877.541407
2.7	41908.219395	41908.219395	41908.219395	41908.219395
2.8	48390.902066	48390.902066	48390.902066	48390.902066
2.9	54218.288865	54218.288865	54218.288865	54218.288865
3.0	59162.590912	59162.590911	59162.590911	59162.590912
3.1	16988.98635	16988.98635	16988.98635	16988.98635
3.2	12759.718932	12759.718932	12759.718932	12759.718932
3.3	9528.911516	9528.911516	9528.911516	9528.911516
3.4	7075.672663	7075.672663	7075.672663	7075.672663
3.5	5223.425129	5223.425129	5223.425129	5223.425129
3.6	3832.729778	3832.729778	3832.729778	3832.729778
3.7	2794.507322	2794.507322	2794.507322	2794.507322
3.8	2024.039691	2024.039691	2024.039691	2024.039691
3.9	1455.85721	1455.85721	1455.85721	1455.857211
4.0	1039.55533	1039.55533	1039.55533	1039.55533
4.1	736.501047	736.501048	736.501047	736.501047
4.2	517.274555	517.274555	517.274555	517.274555
4.3	359.657114	359.657114	359.657114	359.657114
4.4	247.018314	247.018314	247.018314	247.018314
4.5	167.015442	167.015443	167.015442	167.015442
4.6	110.563458	110.563458	110.563458	110.563458
4.7	70.993265	70.993266	70.993265	70.993265
4.8	43.482658	43.482658	43.482658	43.482658
4.9	24.539366	24.539366	24.539366	24.539366
5.0	11.656388	11.656388	11.656388	11.656388
5.1	3.040945	3.040945	3.040945	3.040945
5.2	-2.586343	-2.586343	-2.586343	-2.586343
5.3	-6.13729	-6.13729	-6.13729	-6.13729
5.4	-8.259777	-8.259777	-8.259777	-8.259777
5.5	-9.412176	-9.412176	-9.412176	-9.412176
5.6	-9.916056	-9.916056	-9.916056	-9.916056
5.7	-9.995285	-9.995285	-9.995285	-9.995285
5.8	-9.803334	-9.803334	-9.803334	-9.803334
5.9	-9.444525	-9.444525	-9.444525	-9.444525
6.0	-8.988883	-8.988882	-8.988883	-8.988883
6.2	-7.958772	-7.958772	-7.958772	-7.958772
6.4	-6.931024	-6.931023	-6.931024	-6.931023
6.6	-6.003216	-6.003216	-6.003216	-6.003216
6.8	-5.212795	-5.212795	-5.212795	-5.212795
7.0	-4.563116	-4.563116	-4.563116	-4.563116
7.2	-4.041234	-4.041234	-4.041234	-4.041234
7.4	-3.629099	-3.629099	-3.629099	-3.629099
7.6	-3.308741	-3.308741	-3.308741	-3.308741
7.8	-3.06248	-3.06248	-3.06248	-3.06248
8.0	-2.872828	-2.872828	-2.872828	-2.872828
8.2	-2.723945	-2.723945	-2.723945	-2.723945
8.4	-2.603029	-2.603029	-2.603029	-2.603029
8.6	-2.501415	-2.501415	-2.501415	-2.501415
8.8	-2.413691	-2.413691	-2.413691	-2.413691
9.0	-2.336773	-2.336773	-2.336773	-2.336773
9.5	-2.178736	-2.178736	-2.178736	-2.178736
10.0	-2.050468	-2.050468	-2.050468	-2.050468
10.5	-1.93713	-1.93713	-1.93713	-1.93713
11.0	-1.8348	-1.8348	-1.8348	-1.8348
11.5	-1.743245	-1.743245	-1.743245	-1.743245
12.0	-1.661293	-1.661293	-1.661293	-1.661293
12.5	-1.587149	-1.587149	-1.587149	-1.587149
13.0	-1.519074	-1.519074	-1.519074	-1.519074
13.5	-1.456002	-1.456002	-1.456002	-1.456002
14.0	-1.397134	-1.397134	-1.397134	-1.397134
14.5	-1.342037	-1.342037	-1.342037	-1.342037
15.0	-1.290316	-1.290316	-1.290316	-1.290316
16.0	-1.19595	-1.19595	-1.19595	-1.19595
17.0	-1.112059	-1.112059	-1.112059	-1.112059
18.0	-1.037101	-1.037101	-1.037101	-1.037101
19.0	-0.969792	-0.969792	-0.969792	-0.969792
20.0	-0.908208	-0.908208	-0.908208	-0.908208
21.0	-0.853464	-0.853464	-0.853464	-0.853464
22.0	-0.803019	-0.803019	-0.803019	-0.803019
23.0	-0.7579	-0.7579	-0.7579	-0.7579
24.0	-0.7162	-0.7162	-0.7162	-0.7162
25.0	-0.677845	-0.677845	-0.677845	-0.677845
50.0	-0.222237	-0.222237	-0.222237	-0.222237
100.0	5e-06	5e-06	5e-06	5e-06
