R,phi,E
2.5,0,3193.586886
2.5,30,3156.55954
2.5,60,3076.716293
2.5,90,3034.718008
2.6,0,2356.329662
2.6,30,2337.05539
2.6,60,2293.193587
2.6,90,2269.414929
2.7,0,1707.099178
2.7,30,1699.600762
2.7,60,1679.968087
2.7,90,1668.628068
2.8,0,1210.246528
2.8,30,1210.451496
2.8,60,1206.904442
2.8,90,1203.933
2.9,0,835.327227
2.9,30,840.4617
2.9,60,847.36312
2.9,90,849.900345
3.0,0,556.118587
3.0,30,564.256326
3.0,60,577.665583
3.0,90,583.698467
3.1,0,351.643552
3.1,30,361.474876
3.1,60,378.665698
3.1,90,386.779726
3.2,0,204.427802
3.2,30,215.042827
3.2,60,234.108223
3.2,90,243.308406
3.3,0,100.638478
3.3,30,111.42393
3.3,60,131.06124
3.3,90,140.660093
3.4,0,29.259416
3.4,30,39.807669
3.4,60,59.143442
3.4,90,68.676781
3.5,0,-18.300889
3.5,30,-8.248401
3.5,60,10.227172
3.5,90,19.396203
3.6,0,-48.639367
3.6,30,-39.233002
3.6,60,-21.946285
3.6,90,-13.319965
3.7,0,-66.740147
3.7,30,-58.052542
3.7,60,-42.12012
3.7,90,-34.12964
3.8,0,-76.308103
3.8,30,-68.358343
3.8,60,-53.834081
3.8,90,-46.513887
3.9,0,-80.044113
3.9,30,-72.818017
3.9,60,-59.680396
3.9,90,-53.023485
4.0,0,-79.930762
4.0,30,-73.385008
4.0,60,-61.563428
4.0,90,-55.54292
4.1,0,-77.340004
4.1,30,-71.424758
4.1,60,-60.828969
4.1,90,-55.404566
4.2,0,-73.250869
4.2,30,-67.911028
4.2,60,-58.438785
4.2,90,-53.563222
4.3,0,-68.341871
4.3,30,-63.521565
4.3,60,-55.067523
4.3,90,-50.691346
4.4,0,-63.076049
4.4,30,-58.721481
4.4,60,-51.183056
4.4,90,-47.257362
4.5,0,-57.762992
4.5,30,-53.824185
4.5,60,-47.104586
4.5,90,-43.582699
4.6,0,-52.603267
4.6,30,-49.034328
4.6,60,-43.044211
4.6,90,-39.88289
4.7,0,-47.719754
4.7,30,-44.479431
4.7,60,-39.137885
4.7,90,-36.297482
4.8,0,-43.180587
4.8,30,-40.232118
4.8,60,-35.466815
4.8,90,-32.911814
4.9,0,-39.016136
4.9,30,-36.327308
4.9,60,-32.074367
4.9,90,-29.773151
5.0,0,-35.231527
5.0,30,-32.774013
5.0,60,-28.977491
5.0,90,-26.902473
5.1,0,-31.815744
5.1,30,-29.564863
5.1,60,-26.175948
5.1,90,-24.302844
5.2,0,-28.748102
5.2,30,-26.68223
5.2,60,-23.658156
5.2,90,-21.965822
5.3,0,-26.002586
5.3,30,-24.102782
5.3,60,-21.406081
5.3,90,-19.875856
5.4,0,-23.551138
5.4,30,-21.800559
5.4,60,-19.398069
5.4,90,-18.013556
5.5,0,-21.365429
5.5,30,-19.74901
5.5,60,-17.611183
5.5,90,-16.357768
5.6,0,-19.417804
5.6,30,-17.922238
5.6,60,-16.022638
5.6,90,-14.887308
5.7,0,-17.682503
5.7,30,-16.295864
5.7,60,-14.610889
5.7,90,-13.581952
5.8,0,-16.136078
5.8,30,-14.847421
5.8,60,-13.355959
5.8,90,-12.42291
5.9,0,-14.757132
5.9,30,-13.55679
5.9,60,-12.239756
5.9,90,-11.393211
6.0,0,-13.526648
6.0,30,-12.40588
6.0,60,-11.246221
6.0,90,-10.477867
6.2,0,-11.446226
6.2,30,-10.461925
6.2,60,-9.572813
6.2,90,-8.938781
6.4,0,-9.783505
6.4,30,-8.910538
6.4,60,-8.242434
6.4,90,-7.718458
6.6,0,-8.451708
6.6,30,-7.669933
6.6,60,-7.183243
6.6,90,-6.749645
6.8,0,-7.381505
6.8,30,-6.67493
6.8,60,-6.3379
6.8,90,-5.97894
7.0,0,-6.516741
7.0,30,-5.872539
7.0,60,-5.65983
7.0,90,-5.362894
7.2,0,-5.811806
7.2,30,-5.219754
7.2,60,-5.111029
7.2,90,-4.865935
7.4,0,-5.23082
7.4,30,-4.682557
7.4,60,-4.661288
7.4,90,-4.459779
7.6,0,-4.746268
7.6,30,-4.235092
7.6,60,-4.287617
7.6,90,-4.122946
7.8,0,-4.337728
7.8,30,-3.857899
7.8,60,-3.973079
7.8,90,-3.839629
8.0,0,-3.990081
8.0,30,-3.537039
8.0,60,-3.705387
8.0,90,-3.598476
8.2,0,-3.691913
8.2,30,-3.261551
8.2,60,-3.475393
8.2,90,-3.391224
8.4,0,-3.43418
8.4,30,-3.023374
8.4,60,-3.276153
8.4,90,-3.211408
8.6,0,-3.20984
8.6,30,-2.815781
8.6,60,-3.101939
8.6,90,-3.053874
8.8,0,-3.012999
8.8,30,-2.633307
8.8,60,-2.948317
8.8,90,-2.914674
9.0,0,-2.838803
9.0,30,-2.471675
9.0,60,-2.811603
9.0,90,-2.790357
9.5,0,-2.47978
9.5,30,-2.137145
9.5,60,-2.526113
9.5,90,-2.529422
10.0,0,-2.200271
10.0,30,-1.875223
10.0,60,-2.299294
10.0,90,-2.320084
10.5,0,-1.976697
10.5,30,-1.664427
10.5,60,-2.114059
10.5,90,-2.147597
11.0,0,-1.793959
11.0,30,-1.491087
11.0,60,-1.959515
11.0,90,-2.002539
11.5,0,-1.641298
11.5,30,-1.345569
11.5,60,-1.828113
11.5,90,-1.878259
12.0,0,-1.511393
12.0,30,-1.220998
12.0,60,-1.71435
12.0,90,-1.769841
12.5,0,-1.398909
12.5,30,-1.112651
12.5,60,-1.614342
12.5,90,-1.673982
13.0,0,-1.300186
13.0,30,-1.017145
13.0,60,-1.525273
13.0,90,-1.588129
13.5,0,-1.212553
13.5,30,-0.932081
13.5,60,-1.445253
13.5,90,-1.510661
14.0,0,-1.133968
14.0,30,-0.855506
14.0,60,-1.372744
14.0,90,-1.440122
14.5,0,-1.062958
14.5,30,-0.78616
14.5,60,-1.306584
14.5,90,-1.375591
15.0,0,-0.998364
15.0,30,-0.722881
15.0,60,-1.245892
15.0,90,-1.31624
16.0,0,-0.884916
16.0,30,-0.611287
16.0,60,-1.138248
16.0,90,-1.210479
17.0,0,-0.788027
17.0,30,-0.51571
17.0,60,-1.04533
17.0,90,-1.118858
18.0,0,-0.704036
18.0,30,-0.432688
18.0,60,-0.964074
18.0,90,-1.038552
19.0,0,-0.63043
19.0,30,-0.359696
19.0,60,-0.892396
19.0,90,-0.967499
20.0,0,-0.565142
20.0,30,-0.294871
20.0,60,-0.828555
20.0,90,-0.904091
21.0,0,-0.50721
21.0,30,-0.237324
21.0,60,-0.77167
21.0,90,-0.847625
22.0,0,-0.45537
22.0,30,-0.185724
22.0,60,-0.7206
22.0,90,-0.796793
23.0,0,-0.40765
23.0,30,-0.138263
23.0,60,-0.673469
23.0,90,-0.749883
24.0,0,-0.364291
24.0,30,-0.095009
24.0,60,-0.630573
24.0,90,-0.707084
25.0,0,-0.324664
25.0,30,-0.055489
25.0,60,-0.591269
25.0,90,-0.667938
50.0,0,0.135388
50.0,30,0.403999
50.0,60,-0.132725
50.0,90,-0.209915
100.0,0,0.357556
100.0,30,0.626225
100.0,60,0.089397
100.0,90,0.012216
