R	0	30	60	90	120	150	180
5.2	-94.547454	-52.636944	-18.358364	-13.965149	-18.358378	-52.636958	-94.547449
5.3	-88.453247	-49.138042	-16.859418	-12.646737	-16.859409	-49.138069	-88.453246
5.4	-82.026553	-45.624012	-15.503417	-11.518074	-15.503382	-45.624013	-82.026569
5.5	-75.620677	-42.213339	-14.307521	-10.552536	-14.307539	-42.213356	-75.620653
5.6	-69.448093	-38.975987	-13.24807	-9.724731	-13.248048	-38.975979	-69.448093
5.7	-63.629044	-35.948586	-12.311742	-9.012117	-12.311768	-35.948595	-63.62901
5.8	-58.223966	-33.145706	-11.484142	-8.395539	-11.48414	-33.14569	-58.223983
5.9	-53.25468	-30.568494	-10.750785	-7.859148	-10.750771	-30.568493	-53.254696
6.0	-48.718487	-28.210055	-10.098356	-7.389926	-10.098361	-28.210038	-48.718492
6.2	-40.868672	-24.105878	-8.989984	-6.610008	-8.98997	-24.105839	-40.86866
6.4	-34.465033	-20.716345	-8.082823	-5.982308	-8.082861	-20.71633	-34.46502
6.6	-29.263797	-17.946177	-7.322364	-5.451358	-7.322382	-17.946192	-29.263795
6.8	-25.015926	-15.659979	-6.669573	-4.981754	-6.669585	-15.659988	-25.015919
7.0	-21.539155	-13.75689	-6.097607	-4.558462	-6.097629	-13.756904	-21.539138
7.2	-18.661502	-12.159908	-5.590026	-4.180364	-5.590015	-12.159858	-18.661496
7.4	-16.263294	-10.810184	-5.138349	-3.850543	-5.138356	-10.810203	-16.263314
7.6	-14.251518	-9.661592	-4.738487	-3.569601	-4.738543	-9.661589	-14.251545
7.8	-12.553651	-8.67788	-4.387814	-3.333311	-4.38784	-8.677878	-12.553659
8.0	-11.114686	-7.831251	-4.082252	-3.134356	-4.082255	-7.83123	-11.11468
8.2	-9.893113	-7.100406	-3.816613	-2.964729	-3.816602	-7.100394	-9.893126
8.4	-8.855865	-6.468143	-3.584915	-2.817772	-3.584869	-6.46816	-8.855863
8.6	-7.974256	-5.919897	-3.381201	-2.688498	-3.381228	-5.919907	-7.974249
8.8	-7.222336	-5.442805	-3.200594	-2.573596	-3.200615	-5.442774	-7.222338
9.0	-6.576896	-5.025693	-3.039313	-2.470857	-3.039336	-5.025679	-6.576906
9.5	-5.310187	-4.187561	-2.703053	-2.257375	-2.703029	-4.187553	-5.310189
10.0	-4.391349	-3.564727	-2.440878	-2.09113	-2.440872	-3.56476	-4.391349
10.5	-3.710873	-3.093403	-2.233059	-1.95726	-2.233061	-3.093388	-3.710869
11.0	-3.199988	-2.731113	-2.064369	-1.845258	-2.064382	-2.731108	-3.199991
11.5	-2.809711	-2.44746	-1.924004	-1.748418	-1.924	-2.447454	-2.809689
12.0	-2.505312	-2.220657	-1.804236	-1.662633	-1.804239	-2.220681	-2.505332
12.5	-2.262694	-2.035484	-1.700232	-1.585324	-1.700241	-2.035504	-2.262703
13.0	-2.065315	-1.881312	-1.6084	-1.514799	-1.608396	-1.881317	-2.065321
13.5	-1.901778	-1.75068	-1.526441	-1.450021	-1.52645	-1.750696	-1.901777
14.0	-1.764022	-1.638407	-1.452545	-1.390015	-1.452537	-1.638384	-1.764026
14.5	-1.64639	-1.540678	-1.38544	-1.334259	-1.385429	-1.540681	-1.646367
15.0	-1.544568	-1.454691	-1.324102	-1.282211	-1.324105	-1.454698	-1.544565
16.0	-1.376814	-1.309738	-1.215612	-1.18784	-1.215588	-1.309758	-1.376804
17.0	-1.243655	-1.191695	-1.12228	-1.104438	-1.122272	-1.191714	-1.243647
18.0	-1.13474	-1.09306	-1.040917	-1.030136	-1.040921	-1.093074	-1.134734
19.0	-1.043526	-1.009087	-0.969168	-0.963504	-0.969157	-1.009106	-1.043514
20.0	-0.964444	-0.93533	-0.905317	-0.903522	-0.905315	-0.935314	-0.964435
21.0	-0.895511	-0.870477	-0.847043	-0.847552	-0.847042	-0.870507	-0.895513
22.0	-0.836302	-0.813399	-0.795099	-0.798858	-0.795118	-0.813411	-0.836306
23.0	-0.783595	-0.763443	-0.748603	-0.753887	-0.748604	-0.76345	-0.7836
24.0	-0.736916	-0.718232	-0.706106	-0.712621	-0.706107	-0.718221	-0.736924
25.0	-0.694701	-0.677191	-0.667201	-0.674634	-0.667175	-0.677201	-0.6947
50.0	-0.222775	-0.210377	-0.209906	-0.221856	-0.209907	-0.210373	-0.222772
100.0	-7e-06	0.01218	0.012208	5.4e-05	0.012225	0.012198	0.0
