R	0	30	60	90	120	150	180
2.5	27962.578544	15377.667513	3034.718008	1941.121521	3034.718013	15377.66752	27962.57858
2.6	34877.541408	13665.067328	2269.414929	1366.520999	2269.414916	13665.067317	34877.541407
2.7	41908.219458	11701.377025	1668.628068	944.15129	1668.628103	11701.376974	41908.219395
2.8	48390.902054	9708.963741	1203.933	636.841103	1203.933031	9708.963722	48390.902066
2.9	54218.288905	7852.218986	849.900345	415.665242	849.900327	7852.21897	54218.288865
3.0	59162.590994	6219.324324	583.698467	258.3709	583.698437	6219.324344	59162.590912
3.1	16988.986396	4840.659871	386.779726	148.025507	386.779737	4840.659849	16988.98635
3.2	12759.718894	3710.778329	243.308406	71.872039	243.308412	3710.778286	12759.718932
3.3	9528.911506	2805.674987	140.660093	20.393219	140.660081	2805.674959	9528.911516
3.4	7075.672685	2093.91267	68.676781	-13.475619	68.676811	2093.912645	7075.672663
3.5	5223.425113	1542.830335	19.396203	-34.892982	19.396213	1542.830336	5223.425129
3.6	3832.729836	1122.208232	-13.319965	-47.608449	-13.319948	1122.208267	3832.729778
3.7	2794.507306	805.277952	-34.12964	-54.317036	-34.129667	805.277934	2794.507322
3.8	2024.039698	569.278007	-46.513887	-56.940865	-46.513874	569.277983	2024.039691
3.9	1455.857227	395.636084	-53.023485	-56.844236	-53.023458	395.636055	1455.857211
4.0	1039.555293	269.306641	-55.54292	-54.99317	-55.542931	269.30663	1039.55533
4.1	736.501022	178.425878	-55.404566	-52.069664	-55.404579	178.425895	736.501047
4.2	517.274572	113.804159	-53.563222	-48.552569	-53.563223	113.804137	517.274555
4.3	359.657106	68.428849	-50.691346	-44.774049	-50.69134	68.42882	359.657114
4.4	247.018287	37.02955	-47.257362	-40.959969	-47.257382	37.029562	247.018314
4.5	167.015468	15.648418	-43.582699	-37.25885	-43.582693	15.648454	167.015442
4.6	110.563448	1.409536	-39.88289	-33.7632	-39.882905	1.409547	110.563458
4.7	70.993281	-7.792449	-36.297482	-30.525449	-36.297446	-7.792479	70.993265
