R,theta1,E
2.5,0,51042.174027
2.5,30,17483.746853
2.5,60,3414.301401
2.5,90,2372.289951
2.5,120,4410.254261
2.5,150,19435.16272
2.5,180,51042.174074
2.6,0,46095.029336
2.6,30,15264.438519
2.6,60,2580.411149
2.6,90,1687.061406
2.6,120,3343.787282
2.6,150,15749.899198
2.6,180,46095.029451
2.7,0,43000.261263
2.7,30,12909.157657
2.7,60,1922.781484
2.7,90,1179.603878
2.7,120,2505.238922
2.7,150,12820.988363
2.7,180,43000.261128
2.8,0,36441.898565
2.8,30,10677.98013
2.8,60,1411.070147
2.8,90,807.563803
2.8,120,1852.378728
2.8,150,10317.250593
2.8,180,36441.898586
2.9,0,28291.688128
2.9,30,8646.003979
2.9,60,1017.855974
2.9,90,537.950995
2.9,120,1349.015486
2.9,150,8181.827521
2.9,180,28291.688132
3.0,0,21671.330383
3.0,30,6872.767548
3.0,60,719.77799
3.0,90,345.053145
3.0,120,964.898413
3.0,150,6426.925538
3.0,180,21671.330414
3.1,0,16393.238846
3.1,30,5377.270404
3.1,60,496.737302
3.1,90,209.036304
3.1,120,674.95796
3.1,150,4966.621126
3.1,180,16393.238974
3.2,0,12344.943175
3.2,30,4148.551756
3.2,60,332.206825
3.2,90,114.743484
3.2,120,458.693269
3.2,150,3772.813482
3.2,180,12344.943159
3.3,0,9222.347988
3.3,30,3159.465852
3.3,60,212.657325
3.3,90,50.713771
3.3,120,299.516057
3.3,150,2816.016302
3.3,180,9222.347884
3.4,0,6825.513366
3.4,30,2376.50569
3.4,60,127.24749
3.4,90,8.375861
3.4,120,184.130202
3.4,150,2062.570184
3.4,180,6825.513403
3.5,0,5001.202733
3.5,30,1765.564736
3.5,60,67.419018
3.5,90,-18.614475
3.5,120,101.969944
3.5,150,1478.734366
3.5,180,5001.202739
3.6,0,3623.993298
3.6,30,1294.82942
3.6,60,26.504361
3.6,90,-34.909408
3.6,120,44.711605
3.6,150,1033.158935
3.6,180,3623.993293
3.7,0,2592.711372
3.7,30,936.473748
3.7,60,-0.62866
3.7,90,-43.889004
3.7,120,5.858831
3.7,150,698.303107
3.7,180,2592.711376
3.8,0,1826.927332
3.8,30,666.698938
3.8,60,-17.875989
3.8,90,-47.978278
3.8,120,-19.601694
3.8,150,450.572153
3.8,180,1826.927333
3.9,0,1263.332821
3.9,30,465.972562
3.9,60,-28.184764
3.9,90,-48.887191
3.9,120,-35.486863
3.9,150,270.496195
3.9,180,1263.33285
4.0,0,852.567184
4.0,30,318.352685
4.0,60,-33.707265
4.0,90,-47.795698
4.0,120,-44.656248
4.0,150,142.182137
4.0,180,852.567175
4.1,0,556.479356
4.1,30,211.091646
4.1,60,-36.016549
4.1,90,-45.501567
4.1,120,-49.214748
4.1,150,52.900748
4.1,180,556.479313
4.2,0,345.785006
4.2,30,134.145895
4.2,60,-36.231497
4.2,90,-42.535702
4.2,120,-50.683762
4.2,150,-7.397592
4.2,180,345.785018
4.3,0,198.127999
4.3,30,79.714044
4.3,60,-35.13271
4.3,90,-39.248796
4.3,120,-50.143801
4.3,150,-46.529476
4.3,180,198.12799
4.4,0,96.536766
4.4,30,41.817719
4.4,60,-33.254675
4.4,90,-35.871582
4.4,120,-48.349639
4.4,150,-70.478801
4.4,180,96.536757
4.5,0,28.219828
4.5,30,15.932225
4.5,60,-30.957693
4.5,90,-32.554507
4.5,120,-45.820515
4.5,150,-83.751966
4.5,180,28.219843
4.6,0,-16.371212
4.6,30,-1.330439
4.6,60,-28.481231
4.6,90,-29.39407
4.6,120,-42.908762
4.6,150,-89.68999
4.6,180,-16.371225
4.7,0,-44.277771
4.7,30,-12.482771
4.7,60,-25.98187
4.7,90,-26.450255
4.7,120,-39.850035
4.7,150,-90.736148
4.7,180,-44.277772
4.8,0,-60.625234
4.8,30,-19.369202
4.8,60,-23.559752
4.8,90,-23.758222
4.8,120,-36.799311
4.8,150,-88.652526
4.8,180,-60.625235
4.9,0,-69.102968
4.9,30,-23.325508
4.9,60,-21.276539
4.9,90,-21.335264
4.9,120,-33.8555
4.9,150,-84.686482
4.9,180,-69.10293
5.0,0,-72.342491
5.0,30,-25.302412
5.0,60,-19.167682
5.0,90,-19.171937
5.0,120,-31.078645
5.0,150,-79.696259
5.0,180,-72.342485
5.1,0,-72.201234
5.1,30,-25.964573
5.1,60,-17.250686
5.1,90,-17.286332
5.1,120,-28.501665
5.1,150,-74.250658
5.1,180,-72.20124
5.2,0,-69.968558
5.2,30,-25.770366
5.2,60,-15.530442
5.2,90,-15.645967
5.2,120,-26.138855
5.2,150,-68.711301
5.2,180,-69.968523
5.3,0,-66.518888
5.3,30,-25.034044
5.3,60,-14.003142
5.3,90,-14.226116
5.3,120,-23.99196
5.3,150,-63.29885
5.3,180,-66.518854
5.4,0,-62.431039
5.4,30,-23.970976
5.4,60,-12.658591
5.4,90,-12.99876
5.4,120,-22.054288
5.4,150,-58.143077
5.4,180,-62.431038
5.5,0,-58.080234
5.5,30,-22.728957
5.5,60,-11.482239
5.5,90,-11.93566
5.5,120,-20.313679
5.5,150,-53.315146
5.5,180,-58.08025
5.6,0,-53.70681
5.6,30,-21.39612
5.6,60,-10.4569
5.6,90,-11.010938
5.6,120,-18.754385
5.6,150,-48.848918
5.6,180,-53.706817
5.7,0,-49.461973
5.7,30,-20.066313
5.7,60,-9.564369
5.7,90,-10.202423
5.7,120,-17.358967
5.7,150,-44.752872
5.7,180,-49.461992
5.8,0,-45.437092
