R	0	30	60	90	120	150	180
2.5	51042.174027	18775.238798	3835.688732	2295.82976	3835.688754	18775.23875	51042.174074
2.6	46095.029336	15900.593706	2917.836134	1631.196966	2917.836191	15900.593729	46095.029451
2.7	43000.261263	13202.080756	2191.142769	1138.909027	2191.142771	13202.080808	43000.261128
2.8	36441.898565	10747.127459	1622.41299	778.126718	1622.412997	10747.127467	36441.898586
2.9	28291.688128	8635.396381	1182.879545	516.812573	1182.879526	8635.396372	28291.688132
3.0	21671.330383	6824.87889	847.117908	330.013925	847.117911	6824.87894	21671.330414
3.1	16393.238846	5308.66728	593.811605	198.459921	593.811564	5308.667311	16393.238974
3.2	12344.943175	4068.220379	405.147053	107.415925	405.147068	4068.220309	12344.943159
3.3	9222.347988	3073.038538	266.557716	45.748218	266.557745	3073.038572	9222.347884
3.4	6825.513366	2287.770627	166.303831	5.111647	166.303819	2287.770604	6825.513403
3.5	5001.202733	1677.194334	95.045984	-20.650074	95.045984	1677.194352	5001.202739
3.6	3623.993298	1208.74917	45.442352	-36.059164	45.442306	1208.749136	3623.993293
3.7	2592.711372	854.051459	11.786293	-44.403442	11.786261	854.051492	2592.711376
3.8	1826.927332	588.876983	-10.304683	-48.042501	-10.304682	588.876961	1826.927333
3.9	1263.332821	393.347855	-24.151376	-48.638135	-24.151386	393.347852	1263.33285
4.0	852.567184	251.258064	-32.232129	-47.333238	-32.232151	251.258068	852.567175
4.1	556.479356	149.651308	-36.365548	-44.896515	-36.365524	149.651298	556.479313
4.2	345.785005	78.314612	-37.86207	-41.836899	-37.86204	78.314568	345.785018
4.3	198.127999	29.310302	-37.647947	-38.489019	-37.647968	29.310322	198.12799
4.4	96.536766	-3.442456	-36.366352	-35.072815	-36.366301	-3.442485	96.536757
4.5	28.219828	-24.536435	-34.456211	-31.731916	-34.456198	-24.536408	28.219843
4.6	-16.371212	-37.396401	-32.213543	-28.558922	-32.213553	-37.396385	-16.371225
4.7	-44.277771	-44.548304	-29.835834	-25.61183	-29.835808	-44.548341	-44.277772
4.8	-60.625234	-47.834388	-27.453515	-22.924917	-27.453502	-47.834434	-60.625235
4.9	-69.102968	-48.577085	-25.139516	-20.514962	-25.139511	-48.577084	-69.10293
5.0	-72.342491	-47.704939	-22.971241	-18.384391	-22.971266	-47.704916	-72.342485
5.1	-72.201234	-45.8528	-20.965916	-16.523518	-20.96593	-45.852792	-72.20124
5.2	-69.968558	-43.44495	-19.13827	-14.912752	-19.138318	-43.444955	-69.968523
5.3	-66.518888	-40.760725	-17.491792	-13.525889	-17.491844	-40.760757	-66.518854
5.4	-62.431039	-37.983166	-16.021648	-12.333187	-16.021659	-37.983161	-62.431038
5.5	-58.080234	-35.230691	-14.717118	-11.3051	-14.717126	-35.230713	-58.08025
5.6	-53.70681	-32.578357	-13.563923	-10.414938	-13.563884	-32.578356	-53.706817
5.7	-49.461973	-30.070608	-12.545542	-9.639621	-12.545549	-30.070626	-49.461992
5.8	-45.437092	-27.731237	-11.645207	-8.960522	-11.645184	-27.73124	-45.437088
5.9	-41.682508	-25.569927	-10.846875	-8.362947	-10.846851	-25.569946	-41.682538
6.0	-38.220264	-23.576308	-10.136156	-7.834673	-10.136167	-23.576322	-38.220258
6.2	-32.171698	-20.128162	-8.930149	-6.947799	-8.930151	-20.128179	-32.171669
6.4	-27.186679	-17.295892	-7.949937	-6.233448	-7.949907	-17.295867	-27.186682
6.6	-23.121541	-14.976794	-7.140618	-5.640074	-7.140619	-14.97683	-23.121543
6.8	-19.791392	-13.068134	-6.461368	-5.132089	-6.461361	-13.06816	-19.791364
7.0	-17.051975	-11.485293	-5.881908	-4.690185	-5.881908	-11.485306	-17.051968
7.2	-14.790465	-10.164041	-5.38102	-4.306139	-5.38102	-10.164009	-14.790472
7.4	-12.916743	-9.054642	-4.945174	-3.976045	-4.945192	-9.054638	-12.916736
7.6	-11.356306	-8.117183	-4.56556	-3.695284	-4.565559	-8.117191	-11.356295
7.8	-10.048599	-7.319626	-4.23578	-3.45729	-4.235794	-7.319604	-10.048582
