R	0	30	60	90	120	150	180
2.5	51042.174027	17707.04403	3462.079673	2353.474757	4325.228083	19350.481954	51042.174074
2.6	46095.029336	15399.50696	2620.33899	1673.514589	3282.900068	15803.096545	46095.029451
2.7	43000.261263	12978.535881	1955.778306	1169.819619	2461.79438	12915.572639	43000.261128
2.8	36441.898565	10715.335791	1438.050318	800.60503	1821.742333	10403.843533	36441.898586
2.9	28291.688128	8667.030858	1039.6975	533.06753	1327.817779	8271.262172	28291.688134
3.0	21671.330383	6883.88548	737.283721	341.690688	950.701133	6503.983843	21671.330414
3.1	16393.238846	5381.93978	510.633216	206.784916	665.947523	5031.193215	16393.238973
3.2	12344.943175	4148.916446	343.13425	113.300807	453.50083	3827.194302	12344.943159
3.3	9222.347988	3156.952568	221.175546	49.857719	297.099137	2862.225641	9222.347884
3.4	6825.513366	2372.10615	133.835962	7.944447	183.693277	2102.2011	6825.513403
3.5	5001.202733	1759.989622	72.480512	-18.738973	102.908733	1513.015422	5001.202739
3.6	3623.993298	1288.595081	30.371094	-34.813445	46.571212	1063.019774	3623.993293
3.7	2592.711372	929.958265	2.312342	-43.636164	8.3012	724.456104	2592.711376
3.8	1826.927332	660.176524	-15.653601	-47.615809	-16.823321	473.565934	1826.927333
3.9	1263.332821	459.639777	-26.494052	-48.449801	-32.548424	290.769037	1263.33285
4.0	852.567184	312.345858	-32.430745	-47.308472	-41.679786	160.090967	852.567175
4.1	556.479356	205.500241	-35.053433	-44.981771	-46.282385	68.743093	556.479313
4.2	345.785006	129.022467	-35.50549	-41.994914	-47.848818	6.631636	345.785018
4.3	198.127999	75.081949	-34.58641	-38.694601	-47.438901	-34.094063	198.12799
4.4	96.536766	37.678353	-32.844713	-35.30882	-45.792341	-59.445211	96.536757
4.5	28.219828	12.270866	-30.651167	-31.986505	-43.417388	-73.950233	28.219843
4.6	-16.371212	-4.539176	-28.252741	-28.823419	-40.658585	-80.969027	-16.371225
4.7	-44.277771	-15.271021	-25.811765	-25.878994	-37.746533	-82.961989	-44.277772
4.8	-60.625234	-21.772689	-23.432451	-23.18853	-34.833378	-81.706718	-60.625235
4.9	-69.102968	-25.381253	-21.180051	-20.757761	-32.016924	-78.464297	-69.10293
5.0	-72.342491	-27.046953	-19.092513	-18.613693	-29.357304	-74.105201	-72.342485
5.1	-72.201234	-27.432354	-17.189604	-16.734716	-26.888126	-69.209092	-72.20124
5.2	-69.968558	-26.992797	-15.477937	-15.102285	-24.62477	-64.147286	-69.968523
5.3	-66.518888	-26.039225	-13.955095	-13.691169	-22.569743	-59.149766	-66.518854
5.4	-62.431039	-24.783992	-12.611885	-12.472923	-20.717231	-54.354306	-62.431038
5.5	-58.080234	-23.371709	-11.434713	-11.418967	-19.055447	-49.839689	-58.08025
5.6	-53.70681	-21.900327	-10.406962	-10.50321	-17.569173	-45.646276	-53.706817
5.7	-49.461973	-20.423493	-9.510827	-9.703209	-16.229057	-41.78839	-49.461992
5.8	-45.437092	-19.006842	-8.728573	-9.000603	-15.042668	-38.263502	-45.437088
5.9	-41.682508	-17.662648	-8.0438	-8.38065	-13.979326	-35.058688	-41.682538
6.0	-38.220264	-16.405363	-7.442006	-7.831355	-13.023465	-32.155411	-38.220258
6.2	-32.171698	-14.174569	-6.439472	-6.905728	-11.380658	-27.154588	-32.171669
6.4	-27.186679	-12.313808	-5.644567	-6.156778	-10.025633	-23.108477	-27.186682
6.6	-23.121541	-10.775718	-5.003651	-5.532238	-8.892954	-19.820413	-23.121543
6.8	-19.791392	-9.499906	-4.477554	-4.99627	-7.933205	-17.130085	-19.791364
7.0	-17.051975	-8.434789	-4.037447	-4.529254	-7.109094	-14.909925	-17.051968
7.2	-14.790465	-7.541073	-3.663396	-4.122899	-6.393815	-13.064153	-14.790472
7.4	-12.916743	-6.787989	-3.342504	-3.773158	-5.769712	-11.520075	-12.916736
7.6	-11.356306	-6.149611	-3.066546	-3.475186	-5.224839	-10.219966	-11.356295
7.8	-10.048599	-5.604305	-2.829579	-3.222183	-4.750096	-9.118608	-10.048582
8.0	-8.946496	-5.135226	-2.626072	-3.006144	-4.33732	-8.180629	-8.946532
8.2	-8.014323	-4.729229	-2.450738	-2.819626	-3.97815	-7.378349	-8.014328
8.4	-7.223847	-4.376448	-2.298479	-2.656487	-3.664443	-6.689626	-7.22381
8.6	-6.551559	-4.068483	-2.164779	-2.512291	-3.388917	-6.095937	-6.551548
8.8	-5.976874	-3.798732	-2.046146	-2.383818	-3.145319	-5.581717	-5.976901
9.0	-5.482202	-3.561161	-1.939781	-2.268768	-2.928702	-5.134046	-5.482199
9.5	-4.506577	-3.076325	-1.71566	-2.028848	-2.481166	-4.24001	-4.506614
