R	0	30	60	90	120	150	180
4.9	-103.59839	-61.398593	-23.40045	-19.295233	-23.40046	-61.398579	-103.598369
5.0	-103.190239	-59.558875	-21.469148	-17.269958	-21.469145	-59.558822	-103.190209
5.1	-99.746978	-56.766045	-19.667071	-15.498811	-19.667061	-56.766047	-99.746958
5.2	-94.547454	-53.471993	-18.012955	-13.965134	-18.01297	-53.471996	-94.547449
5.3	-88.453247	-49.972706	-16.514024	-12.646757	-16.51404	-49.97269	-88.453246
5.4	-82.026553	-46.458301	-15.158014	-11.518074	-15.158011	-46.458306	-82.026569
5.5	-75.620677	-43.047267	-13.962109	-10.552543	-13.962103	-43.047276	-75.620653
5.6	-69.448093	-39.809611	-12.902689	-9.724731	-12.902686	-39.809605	-69.448093
5.7	-63.629044	-36.781857	-11.966417	-9.012138	-11.966384	-36.781881	-63.62901
5.8	-58.223966	-33.978729	-11.138798	-8.395518	-11.138771	-33.978715	-58.223983
5.9	-53.25468	-31.401204	-10.405429	-7.859163	-10.405449	-31.401205	-53.254696
6.0	-48.718487	-29.042612	-9.752996	-7.389941	-9.752993	-29.042623	-48.718492
6.2	-40.868672	-24.938064	-8.644667	-6.610008	-8.644648	-24.938048	-40.86866
6.4	-34.465033	-21.548228	-7.737436	-5.982302	-7.737461	-21.548203	-34.46502
6.6	-29.263797	-18.777772	-6.976984	-5.45138	-6.976952	-18.777775	-29.263796
6.8	-25.015926	-16.491389	-6.324217	-4.981749	-6.324186	-16.491382	-25.015919
7.0	-21.539155	-14.588156	-5.75225	-4.55847	-5.752253	-14.588145	-21.539138
7.2	-18.661502	-12.990975	-5.24466	-4.180368	-5.244649	-12.990977	-18.661496
7.4	-16.263294	-11.641151	-4.792967	-3.850552	-4.792967	-11.641184	-16.263314
7.6	-14.251518	-10.492457	-4.393207	-3.56961	-4.393194	-10.492461	-14.251545
7.8	-12.553651	-9.50864	-4.042473	-3.333323	-4.042498	-9.508651	-12.553659
8.0	-11.114686	-8.66197	-3.736908	-3.134325	-3.736887	-8.661977	-11.11468
8.2	-9.893113	-7.931055	-3.471316	-2.964731	-3.471268	-7.931052	-9.893126
8.4	-8.855865	-7.298737	-3.239561	-2.817791	-3.239589	-7.298756	-8.855863
8.6	-7.974257	-6.750426	-3.035848	-2.688476	-3.035881	-6.750439	-7.974249
8.8	-7.222336	-6.273288	-2.855305	-2.573593	-2.855314	-6.273292	-7.222338
9.0	-6.576896	-5.856112	-2.693963	-2.470871	-2.693969	-5.856138	-6.576906
9.5	-5.310187	-5.017951	-2.357717	-2.257393	-2.3577	-5.017935	-5.310189
10.0	-4.391349	-4.39511	-2.095554	-2.091131	-2.095564	-4.395085	-4.391349
10.5	-3.710873	-3.923741	-1.887731	-1.957272	-1.887698	-3.923749	-3.710869
11.0	-3.199988	-3.561362	-1.719069	-1.84527	-1.719065	-3.561369	-3.199991
11.5	-2.809711	-3.277713	-1.578622	-1.74841	-1.578643	-3.277707	-2.809689
12.0	-2.505312	-3.050916	-1.458937	-1.662661	-1.458905	-3.050939	-2.505332
12.5	-2.262694	-2.865767	-1.354857	-1.585325	-1.354892	-2.865781	-2.262703
13.0	-2.065315	-2.711561	-1.263063	-1.514824	-1.263054	-2.711571	-2.065321
13.5	-1.901778	-2.580933	-1.181062	-1.450002	-1.181062	-2.58093	-1.901777
14.0	-1.764022	-2.468657	-1.107224	-1.390004	-1.107221	-2.468679	-1.764026
14.5	-1.64639	-2.370903	-1.040133	-1.334264	-1.040155	-2.370925	-1.646367
15.0	-1.544568	-2.284898	-0.978774	-1.282211	-0.978772	-2.284907	-1.544565
16.0	-1.376813	-2.140001	-0.870262	-1.187849	-0.870272	-2.139982	-1.376804
17.0	-1.243655	-2.021938	-0.776948	-1.104457	-0.77694	-2.021946	-1.243647
18.0	-1.13474	-1.923341	-0.695582	-1.030122	-0.695575	-1.923341	-1.134734
19.0	-1.043526	-1.839302	-0.623828	-0.963507	-0.623807	-1.839321	-1.043514
20.0	-0.964444	-1.76553	-0.559994	-0.903528	-0.559994	-1.765532	-0.964435
21.0	-0.895511	-1.700684	-0.501692	-0.847561	-0.501688	-1.700691	-0.895513
22.0	-0.836302	-1.643628	-0.449768	-0.798875	-0.449756	-1.643637	-0.836305
23.0	-0.783595	-1.593609	-0.403234	-0.753905	-0.403247	-1.593614	-0.7836
24.0	-0.736916	-1.548432	-0.360801	-0.712614	-0.360795	-1.548436	-0.736924
25.0	-0.694701	-1.507425	-0.321829	-0.674652	-0.32183	-1.507416	-0.6947
50.0	-0.222775	-1.040564	0.135408	-0.221835	0.135417	-1.040563	-0.222772
100.0	-7e-06	-0.817999	0.357522	5.1e-05	0.357524	-0.818016	0.0
