R,phi,E
22.0,30,-0.836305
22.0,60,-0.836305
22.0,90,-0.836306
23.0,0,-0.7836
23.0,30,-0.7836
23.0,60,-0.7836
23.0,90,-0.7836
24.0,0,-0.736924
24.0,30,-0.736924
24.0,60,-0.736924
24.0,90,-0.736924
25.0,0,-0.6947
25.0,30,-0.6947
25.0,60,-0.6947
25.0,90,-0.6947
50.0,0,-0.222772
50.0,30,-0.222772
50.0,60,-0.222772
50.0,90,-0.222772
100.0,0,0.0
100.0,30,0.0
100.0,60,0.0
100.0,90,0.0
