R	0	30	60	90	120	150	180
2.5	51042.174027	17483.746853	3414.301401	2372.289951	4410.254261	19435.16272	51042.174074
2.6	46095.029336	15264.438519	2580.411149	1687.061406	3343.787282	15749.899198	46095.029451
2.7	43000.261263	12909.157657	1922.781484	1179.603878	2505.238922	12820.988363	43000.261128
2.8	36441.898565	10677.98013	1411.070147	807.563803	1852.378728	10317.250593	36441.898586
2.9	28291.688128	8646.003979	1017.855974	537.950995	1349.015486	8181.827521	28291.688132
3.0	21671.330383	6872.767548	719.77799	345.053145	964.898413	6426.925538	21671.330414
3.1	16393.238846	5377.270404	496.737302	209.036304	674.95796	4966.621126	16393.238974
3.2	12344.943175	4148.551756	332.206825	114.743484	458.693269	3772.813482	12344.943159
3.3	9222.347988	3159.465852	212.657325	50.713771	299.516057	2816.016302	9222.347884
3.4	6825.513366	2376.50569	127.24749	8.375861	184.130202	2062.570184	6825.513403
3.5	5001.202733	1765.564736	67.419018	-18.614475	101.969944	1478.734366	5001.202739
3.6	3623.993298	1294.82942	26.504361	-34.909408	44.711605	1033.158935	3623.993293
3.7	2592.711372	936.473748	-0.62866	-43.889004	5.858831	698.303107	2592.711376
3.8	1826.927332	666.698938	-17.875989	-47.978278	-19.601694	450.572153	1826.927333
3.9	1263.332821	465.972562	-28.184764	-48.887191	-35.486863	270.496195	1263.33285
4.0	852.567184	318.352685	-33.707265	-47.795698	-44.656248	142.182137	852.567175
4.1	556.479356	211.091646	-36.016549	-45.501567	-49.214748	52.900748	556.479313
4.2	345.785006	134.145895	-36.231497	-42.535702	-50.683762	-7.397592	345.785018
4.3	198.127999	79.714044	-35.13271	-39.248796	-50.143801	-46.529476	198.12799
4.4	96.536766	41.817719	-33.254675	-35.871582	-48.349639	-70.478801	96.536757
4.5	28.219828	15.932225	-30.957693	-32.554507	-45.820515	-83.751966	28.219843
4.6	-16.371212	-1.330439	-28.481231	-29.39407	-42.908762	-89.68999	-16.371225
4.7	-44.277771	-12.482771	-25.98187	-26.450255	-39.850035	-90.736148	-44.277772
4.8	-60.625234	-19.369202	-23.559752	-23.758222	-36.799311	-88.652526	-60.625235
4.9	-69.102968	-23.325508	-21.276539	-21.335264	-33.8555	-84.686482	-69.10293
5.0	-72.342491	-25.302412	-19.167682	-19.171937	-31.078645	-79.696259	-72.342485
5.1	-72.201234	-25.964573	-17.250686	-17.286332	-28.501665	-74.250658	-72.20124
5.2	-69.968558	-25.770366	-15.530442	-15.645967	-26.138855	-68.711301	-69.968523
5.3	-66.518888	-25.034044	-14.003142	-14.226116	-23.99196	-63.29885	-66.518854
5.4	-62.431039	-23.970976	-12.658591	-12.99876	-22.054288	-58.143077	-62.431038
5.5	-58.080234	-22.728957	-11.482239	-11.93566	-20.313679	-53.315146	-58.08025
5.6	-53.70681	-21.39612	-10.4569	-11.010938	-18.754385	-48.848918	-53.706817
5.7	-49.461973	-20.066313	-9.564369	-10.202423	-17.358967	-44.752872	-49.461992
5.8	-45.437092	-18.768369	-8.786564	-9.491669	-16.09736	-41.019667	-45.437088
5.9	-41.682508	-17.529715	-8.106901	-8.864082	-14.977468	-37.632015	-41.682538
6.0	-38.220264	-16.366682	-7.510602	-8.307593	-13.969736	-34.567706	-38.220258
6.2	-32.171698	-14.295718	-6.520139	-7.36894	-12.235825	-29.311152	-32.171669
6.4	-27.186679	-12.563764	-5.737916	-6.608293	-10.804078	-25.040609	-27.186682
6.6	-23.121541	-11.129952	-5.109886	-5.973256	-9.606351	-21.584164	-23.121543
6.8	-19.791392	-9.939288	-4.596643	-5.427849	-8.590996	-18.757834	-19.791364
7.0	-17.051975	-8.944136	-4.16907	-4.952421	-7.718948	-16.426908	-17.051968
7.2	-14.790465	-8.108415	-3.807108	-4.538578	-6.96228	-14.490208	-14.790472
7.4	-12.916743	-7.403838	-3.497608	-4.18225	-6.302128	-12.87085	-12.916736
7.6	-11.356306	-6.806322	-3.232454	-3.878505	-5.725891	-11.508325	-11.356295
7.8	-10.048599	-6.295727	-3.005316	-3.620464	-5.224019	-10.354939	-10.048582
8.0	-8.946496	-5.856075	-2.810728	-3.400112	-4.787571	-9.373491	-8.946532
8.2	-8.014323	-5.475137	-2.643436	-3.209758	-4.407792	-8.534751	-8.014328
8.4	-7.223847	-5.143644	-2.498438	-3.043308	-4.076214	-7.815227	-7.22381
8.6	-6.551559	-4.854117	-2.371269	-2.896178	-3.785139	-7.195506	-6.551548
8.8	-5.976874	-4.600161	-2.258466	-2.765138	-3.52799	-6.659167	-5.976901
9.0	-5.482203	-4.376107	-2.157342	-2.647777	-3.299463	-6.19251	-5.482199
9.5	-4.506577	-3.917963	-1.94411	-2.40318	-2.828155	-5.261828	-4.506614
10.0	-3.793262	-3.565862	-1.773543	-2.211544	-2.465683	-4.576693	-3.793277
10.5	-3.258978	-3.288964	-1.633875	-2.05664	-2.181701	-4.061496	-3.259009
11.0	-2.852533	-3.067979	-1.516508	-1.927146	-1.954562	-3.667224	-2.852555
11.5	-2.538153	-2.888893	-1.415213	-1.816059	-1.768724	-3.359851	-2.538144
12.0	-2.290054	-2.740742	-1.325747	-1.718612	-1.613526	-3.115329	-2.290033
12.5	-2.090016	-2.615573	-1.245369	-1.631833	-1.481511	-2.916644	-2.090018
13.0	-1.925262	-2.507737	-1.172247	-1.553514	-1.367434	-2.752106	-1.925278
13.5	-1.787027	-2.413386	-1.105235	-1.482324	-1.26761	-2.613523	-1.787006
14.0	-1.669194	-2.329771	-1.04334	-1.417054	-1.179402	-2.494966	-1.669202
14.5	-1.56728	-2.254913	-0.985996	-1.356931	-1.100597	-2.392257	-1.567266
15.0	-1.478121	-2.187245	-0.932571	-1.301266	-1.029663	-2.302251	-1.478114
16.0	-1.328815	-2.069395	-0.835972	-1.201348	-0.906752	-2.15151	-1.328802
17.0	-1.208042	-1.969633	-0.750845	-1.113978	-0.803423	-2.029619	-1.208053
18.0	-1.107669	-1.883706	-0.67526	-1.036816	-0.714926	-1.928325	-1.107673
19.0	-1.022412	-1.808667	-0.607692	-0.968091	-0.638041	-1.842459	-1.022432
20.0	-0.9479	-1.741602	-0.546867	-0.906493	-0.570484	-1.767594	-0.947913
21.0	-0.882317	-1.681691	-0.4913	-0.850134	-0.509899	-1.701977	-0.882308
22.0	-0.825372	-1.628413	-0.441233	-0.80039	-0.455896	-1.64429	-0.825361
23.0	-0.774566	-1.580935	-0.395866	-0.754589	-0.407657	-1.593581	-0.774564
24.0	-0.729122	-1.537702	-0.354274	-0.712683	-0.363833	-1.547906	-0.729145
25.0	-0.687891	-1.498147	-0.316038	-0.674238	-0.323852	-1.506485	-0.687902
50.0	-0.220026	-1.037753	0.138149	-0.219304	0.137914	-1.037997	-0.220017
100.0	0.002607	-0.815389	0.36013	0.002649	0.360158	-0.815426	0.002594
