R,theta2,E
2.5,0,4136.643775
2.5,30,3835.688732
2.5,60,3286.225165
2.5,90,3034.718008
2.6,0,3159.527486
2.6,30,2917.836134
2.6,60,2473.800135
2.6,90,2269.414929
2.7,0,2384.271639
2.7,30,2191.142769
2.7,60,1833.716674
2.7,90,1668.628068
2.8,0,1776.375022
2.8,30,1622.41299
2.8,60,1336.413863
2.8,90,1203.933
2.9,0,1304.929705
2.9,30,1182.879545
2.9,60,955.464779
2.9,90,849.900345
3.0,0,943.423197
3.0,30,847.117908
3.0,60,667.286552
3.0,90,583.698467
3.1,0,669.376345
3.1,30,593.811605
3.1,60,452.521933
3.1,90,386.779726
3.2,0,464.108787
3.2,30,405.147053
3.2,60,294.722262
3.2,90,243.308406
3.3,0,312.326769
3.3,30,266.557716
3.3,60,180.673359
3.3,90,140.660093
3.4,0,201.676641
3.4,30,166.303831
3.4,60,99.729404
3.4,90,68.676781
3.5,0,122.299446
3.5,30,95.045984
3.5,60,43.498446
3.5,90,19.396203
3.6,0,66.413497
3.6,30,45.442352
3.6,60,5.459832
3.6,90,-13.319965
3.7,0,27.942208
3.7,30,11.786293
3.7,60,-19.38323
3.7,90,-34.12964
3.8,0,2.193518
3.8,30,-10.304683
3.8,60,-34.805916
3.8,90,-46.513887
3.9,0,-14.410041
3.9,30,-24.151376
3.9,60,-43.60651
3.9,90,-53.023485
4.0,0,-24.557557
4.0,30,-32.232129
4.0,60,-47.883027
4.0,90,-55.54292
4.1,0,-30.23847
4.1,30,-36.365548
4.1,60,-49.107127
4.1,90,-55.404566
4.2,0,-32.899331
4.2,30,-37.86207
4.2,60,-48.345904
4.2,90,-53.563222
4.3,0,-33.572371
4.3,30,-37.647947
4.3,60,-46.349285
4.3,90,-50.691346
4.4,0,-32.980651
4.4,30,-36.366352
4.4,60,-43.637026
4.4,90,-47.257362
4.5,0,-31.621111
4.5,30,-34.456211
4.5,60,-40.563471
4.5,90,-43.582699
4.6,0,-29.829768
4.6,30,-32.213543
4.6,60,-37.365327
4.6,90,-39.88289
4.7,0,-27.830696
4.7,30,-29.835834
4.7,60,-34.19702
4.7,90,-36.297482
4.8,0,-25.77107
4.8,30,-27.453515
4.8,60,-31.155601
4.8,90,-32.911814
4.9,0,-23.745864
4.9,30,-25.139516
4.9,60,-28.299059
4.9,90,-29.773151
5.0,0,-21.814525
5.0,30,-22.971241
5.0,60,-25.658969
5.0,90,-26.902473
5.1,0,-20.012441
5.1,30,-20.965916
5.1,60,-23.248724
5.1,90,-24.302844
5.2,0,-18.358364
5.2,30,-19.13827
5.2,60,-21.069813
5.2,90,-21.965822
5.3,0,-16.859418
5.3,30,-17.491792
5.3,60,-19.115028
5.3,90,-19.875856
5.4,0,-15.503417
5.4,30,-16.021648
5.4,60,-17.371576
5.4,90,-18.013556
5.5,0,-14.307521
5.5,30,-14.717118
5.5,60,-15.822982
5.5,90,-16.357768
5.6,0,-13.24807
5.6,30,-13.563923
5.6,60,-14.450575
5.6,90,-14.887308
5.7,0,-12.311742
5.7,30,-12.545542
5.7,60,-13.235303
5.7,90,-13.581952
