    1     0.000000000000
    2     0.161000000000
    3     0.483000000000
    4     0.966000000000
    5     1.610000000000
    6     2.415000000000
    7     3.381000000000
    8     4.508000000000
    9     5.796000000000
   10     7.245000000000
   11     8.855000000000
   12    10.626000000000
   13    12.558000000000
   14    14.651000000000
   15    16.905000000000
   16    19.320000000000
   17    21.896000000000
   18    24.633000000000
   19    27.531000000000
   20    30.590000000000
   21    33.810000000000
   22    37.191000000000
