2.50,0.00,3789.8951347202960278
2.60,0.00,2564.2091845228983402
2.70,0.00,1725.2063123034949967
2.80,0.00,1151.9474288953454106
2.90,0.00,761.3469898135276708
3.00,0.00,496.2431041685555897
3.10,0.00,317.2676511634055601
3.20,0.00,197.2909630874807760
3.30,0.00,117.6157306425678399
3.40,0.00,65.3627928020438276
3.50,0.00,31.6714010730554101
3.60,0.00,10.4576414060376699
3.70,0.00,-2.4435877611170431
3.80,0.00,-9.8723425649754635
3.90,0.00,-13.7549099919130491
4.00,0.00,-15.3887977618283767
4.10,0.00,-15.6401822659882779
4.20,0.00,-15.0805935301418792
4.30,0.00,-14.0813899836071155
4.40,0.00,-12.8789029327759330
4.50,0.00,-11.6192071646653883
4.60,0.00,-10.3887533084389485
4.70,0.00,-9.2352063318898132
4.80,0.00,-8.1815172928032176
4.90,0.00,-7.2353365496419340
5.00,0.00,-6.3952349029472799
5.10,0.00,-5.6547507310943983
5.20,0.00,-5.0049678745402195
5.30,0.00,-4.4361102605764824
5.40,0.00,-3.9384867300052804
5.50,0.00,-3.5030134107514921
5.60,0.00,-3.1214673862081113
5.70,0.00,-2.7865745724217614
5.80,0.00,-2.4919997931360518
5.90,0.00,-2.2322832074540444
6.00,0.00,-2.0027511168610399
6.20,0.00,-1.6188925454094549
6.40,0.00,-1.3151327692310602
6.60,0.00,-1.0730639721989206
6.80,0.00,-0.8791258011170610
7.00,0.00,-0.7231545599792317
7.20,0.00,-0.5973882079025955
7.40,0.00,-0.4957950353128245
7.60,0.00,-0.4136205528979759
7.80,0.00,-0.3470772335305728
8.00,0.00,-0.2931266048418661
8.20,0.00,-0.2493212120248310
8.40,0.00,-0.2136860965162597
8.60,0.00,-0.1846271955028320
8.80,0.00,-0.1608588539971486
9.00,0.00,-0.1413455167590967
9.50,0.00,-0.1061083713841882
10.00,0.00,-0.0835750717937099
10.50,0.00,-0.0685009931067958
11.00,0.00,-0.0578846936461888
11.50,0.00,-0.0500043957253586
12.00,0.00,-0.0438643088478807
12.50,0.00,-0.0388804054837254
13.00,0.00,-0.0347032285975543
13.50,0.00,-0.0311180756308617
14.00,0.00,-0.0279885875730583
14.50,0.00,-0.0252246612803528
15.00,0.00,-0.0227640348079435
16.00,0.00,-0.0185831576383017
17.00,0.00,-0.0151948231364215
18.00,0.00,-0.0124332498053713
19.00,0.00,-0.0101768410433148
20.00,0.00,-0.0083311233291482
21.00,0.00,-0.0068205908977490
22.00,0.00,-0.0055840967084027
23.00,0.00,-0.0045718236117519
24.00,0.00,-0.0037430749038541
25.00,0.00,-0.0030645640306091
50.00,0.00,-0.0000206488342609
100.00,0.00,-0.0000000009374556
2.50,5.00,3719.1625639008670987
2.60,5.00,2521.1278006708398607
2.70,5.00,1699.3239726572310246
2.80,5.00,1136.6346525335895876
2.90,5.00,752.4408261516234688
3.00,5.00,491.1593246275756428
3.10,5.00,314.4232449573404438
3.20,5.00,195.7311936267896897
3.30,5.00,116.7752771676049548
3.40,5.00,64.9142183979091385
3.50,5.00,31.4300795181341890
3.60,5.00,10.3228809696791366
3.70,5.00,-2.5244386885770407
3.80,5.00,-9.9253642081076912
3.90,5.00,-13.7921474718456718
4.00,5.00,-15.4153570676356590
4.10,5.00,-15.6580802797709868
4.20,5.00,-15.0907218398705574
4.30,5.00,-14.0844207086506596
4.40,5.00,-12.8756302458747314
4.50,5.00,-11.6106105836060696
4.60,5.00,-10.3759422233825642
4.70,5.00,-9.2193297236347398
4.80,5.00,-8.1636788670197564
4.90,5.00,-7.2165312051121839
5.00,5.00,-6.3763097526103945
5.10,5.00,-5.6363879284144058
5.20,5.00,-4.9876842758913273
5.30,5.00,-4.4202686851066284
5.40,5.00,-3.9243142187986688
5.50,5.00,-3.4906228549067526
5.60,5.00,-3.1108798840325025
5.70,5.00,-2.7777407470187980
5.80,5.00,-2.4848190021214354
5.90,5.00,-2.2266201033623534
6.00,5.00,-1.9984493897345519
6.20,5.00,-1.6168132990328652
6.40,5.00,-1.3146287869096192
6.60,5.00,-1.0735708638968662
6.80,5.00,-0.8801909948068390
7.00,5.00,-0.7244392674259198
7.20,5.00,-0.5986551521427388
7.40,5.00,-0.4968903404868673
7.60,5.00,-0.4144547790173089
7.80,5.00,-0.3476081612276151
8.00,5.00,-0.2933448628713059
8.20,5.00,-0.2492389604706075
8.40,5.00,-0.2133285220075230
8.60,5.00,-0.1840263805509690
8.80,5.00,-0.1600495386638127
9.00,5.00,-0.1403623044149690
9.50,5.00,-0.1048272759297704
10.00,5.00,-0.0821516140768165
10.50,5.00,-0.0670409171173400
11.00,5.00,-0.0564540375082131
11.50,5.00,-0.0486411978596072
12.00,5.00,-0.0425881831638670
12.50,5.00,-0.0376994090360145
13.00,5.00,-0.0336184646310742
13.50,5.00,-0.0301266542876125
14.00,5.00,-0.0270854760547424
14.50,5.00,-0.0244038126522625
15.00,5.00,-0.0220190601086036
16.00,5.00,-0.0179711627615874
17.00,5.00,-0.0146930032011996
18.00,5.00,-0.0120221138922841
19.00,5.00,-0.0098401281105832
20.00,5.00,-0.0080554080598780
21.00,5.00,-0.0065948403287031
22.00,5.00,-0.0053992626236686
23.00,5.00,-0.0044204923669854
24.00,5.00,-0.0036191746625229
25.00,5.00,-0.0029631228361653
50.00,5.00,-0.0000199653274587
100.00,5.00,-0.0000000009064245
2.50,10.00,3696.7129563738285469
2.60,10.00,2497.8334657718874041
2.70,10.00,1678.8410911111768655
2.80,10.00,1120.1916095087306076
2.90,10.00,740.0416687811207339
3.00,10.00,482.2675791299342336
3.10,10.00,308.3322876551957279
3.20,10.00,191.7501801035434141
3.30,10.00,114.3101303203615942
3.40,10.00,63.4917475459940164
3.50,10.00,30.6935900086560949
3.60,10.00,10.0154519493919736
3.70,10.00,-2.5802190959120161
3.80,10.00,-9.8467905709462240
3.90,10.00,-13.6530043184377590
4.00,10.00,-15.2591973733508368
4.10,10.00,-15.5083214553901225
4.20,10.00,-14.9580069867416334
4.30,10.00,-13.9717806364474040
4.40,10.00,-12.7819604968930740
4.50,10.00,-11.5329081352225558
4.60,10.00,-10.3106622305840219
4.70,10.00,-9.1631409400226076
4.80,10.00,-8.1138250912474454
4.90,10.00,-7.1709477909892376
5.00,10.00,-6.3335986764857477
5.10,10.00,-5.5957206222711422
5.20,10.00,-4.9486764551488527
5.30,10.00,-4.3828537680689239
5.40,10.00,-3.8886298990379826
5.50,10.00,-3.4569174845995425
5.60,10.00,-3.0794403863725734
5.70,10.00,-2.7488408983919865
5.80,10.00,-2.4586854358296102
5.90,10.00,-2.2034127958273846
6.00,10.00,-1.9782533497948931
6.20,10.00,-1.6025999800539408
6.40,10.00,-1.3059279731761622
6.60,10.00,-1.0695604435164840
6.80,10.00,-0.8798714032289650
7.00,10.00,-0.7267787009133783
7.20,10.00,-0.6026920676043418
7.40,10.00,-0.5017944661032347
7.60,10.00,-0.4195544407264311
7.80,10.00,-0.3523934747626665
8.00,10.00,-0.2974555924348414
8.20,10.00,-0.2524440786187468
8.40,10.00,-0.2155025505261036
8.60,10.00,-0.1851258528640116
8.80,10.00,-0.1600915500608956
9.00,10.00,-0.1394061198483514
9.50,10.00,-0.1017846779366437
10.00,10.00,-0.0776885510348399
10.50,10.00,-0.0617576056265905
11.00,10.00,-0.0508108395337712
11.50,10.00,-0.0429573506575396
12.00,10.00,-0.0370677433150629
12.50,10.00,-0.0324620219519669
13.00,10.00,-0.0287260304687956
13.50,10.00,-0.0256035815356404
14.00,10.00,-0.0229329607428685
14.50,10.00,-0.0206094238351035
15.00,10.00,-0.0185629445539039
16.00,10.00,-0.0151202967335353
17.00,10.00,-0.0123509815229213
18.00,10.00,-0.0101016851346631
19.00,10.00,-0.0082667252460883
20.00,10.00,-0.0067668128878575
21.00,10.00,-0.0055396797021818
22.00,10.00,-0.0045353156091015
23.00,10.00,-0.0037131322908462
24.00,10.00,-0.0030400298220744
25.00,10.00,-0.0024889564244803
50.00,10.00,-0.0000167704043485
100.00,10.00,-0.0000000007613752
2.50,15.00,3598.9703817346667165
2.60,15.00,2427.8172128711644291
2.70,15.00,1629.3709226836024300
2.80,15.00,1085.7466677930458445
2.90,15.00,716.4429455793012949
3.00,15.00,466.3961408325718594
3.10,15.00,297.8908963534537406
3.20,15.00,185.0682691440375152
3.30,15.00,110.1882323125720262
3.40,15.00,61.0798765352671822
3.50,15.00,29.3977640562386924
3.60,15.00,9.4269000616111072
3.70,15.00,-2.7379562009409946
3.80,15.00,-9.7568942319440595
3.90,15.00,-13.4338309641208760
4.00,15.00,-14.9847669031293904
4.10,15.00,-15.2228853829294568
4.20,15.00,-14.6862686874434250
4.30,15.00,-13.7259601498094650
4.40,15.00,-12.5665967909408192
4.50,15.00,-11.3480594928308722
4.60,15.00,-10.1539879389709764
4.70,15.00,-9.0312135838895973
4.80,15.00,-8.0029229579472609
4.90,15.00,-7.0775033570892445
