R	phi	theta2	theta1	E
2.50	90	30	60	2577.580577
2.50	90	30	90	1897.291628
2.50	90	30	120	2577.580575
2.50	90	30	150	3407.382691
2.50	90	60	0	-885.865022
2.50	90	60	30	-5680.281435
2.50	90	60	60	2445.649846
2.50	90	60	90	1858.732897
2.50	90	60	120	2445.649864
2.50	90	60	150	-5680.281436
2.50	90	60	180	-885.86502
2.50	90	90	0	-858.141393
2.50	90	90	30	-5914.764929
2.50	90	90	60	2382.170627
2.50	90	90	90	1840.343471
2.50	90	90	120	2382.170629
2.50	90	90	150	-5914.764924
2.50	90	90	180	-858.141394
2.60	0	0	0	960.245639
2.60	0	0	30	2394.7134
2.60	0	0	60	1850.438004
2.60	0	0	90	1290.9784
2.60	0	0	120	1850.438008
2.60	0	0	150	2394.713394
2.60	0	0	180	960.245638
2.60	0	30	0	682.270037
2.60	0	30	30	2074.069499
2.60	0	30	60	1655.869537
2.60	0	30	90	1330.887317
2.60	0	30	120	2033.860022
2.60	0	30	150	2678.66309
2.60	0	30	180	682.270048
2.60	0	60	0	72.400469
2.60	0	60	30	2055.449647
2.60	0	60	60	1643.10942
2.60	0	60	90	1400.140779
2.60	0	60	120	2003.493757
2.60	0	60	150	2610.443131
2.60	0	60	180	72.400473
2.60	0	90	0	-294.352587
2.60	0	90	30	2303.246909
2.60	0	90	60	1808.316317
2.60	0	90	90	1429.531517
2.60	0	90	120	1808.316316
2.60	0	90	150	2303.246913
2.60	0	90	180	-294.352591
2.60	30	0	0	960.245639
2.60	30	0	30	2394.791039
2.60	30	0	60	1850.359286
2.60	30	0	90	1291.227094
2.60	30	0	120	1850.3593
2.60	30	0	150	2394.791039
2.60	30	0	180	960.245638
2.60	30	30	0	682.270037
2.60	30	30	30	2100.569941
2.60	30	30	60	1670.505353
2.60	30	30	90	1320.934357
2.60	30	30	120	1998.060531
2.60	30	30	150	2627.605118
2.60	30	30	180	682.270048
2.60	30	60	0	72.400469
2.60	30	60	30	2053.571717
2.60	30	60	60	1638.757807
2.60	30	60	90	1372.238074
2.60	30	60	120	1951.301762
2.60	30	60	150	2540.358211
2.60	30	60	180	72.400473
2.60	30	90	0	-294.352587
2.60	30	90	30	2256.185776
2.60	30	90	60	1772.430141
2.60	30	90	90	1393.769608
2.60	30	90	120	1772.430152
2.60	30	90	150	2256.185774
2.60	30	90	180	-294.352591
2.60	60	0	0	960.245639
2.60	60	0	30	2394.799324
2.60	60	0	60	1850.511666
2.60	60	0	90	1291.249727
2.60	60	0	120	1850.516468
2.60	60	0	150	2394.799329
2.60	60	0	180	960.245638
2.60	60	30	0	682.270037
2.60	60	30	30	2186.191466
2.60	60	30	60	1718.802671
2.60	60	30	90	1300.614683
2.60	60	30	120	1908.191269
2.60	60	30	150	2493.551841
2.60	60	30	180	682.270048
2.60	60	60	0	72.400469
2.60	60	60	30	2078.978962
2.60	60	60	60	1648.322134
2.60	60	60	90	1316.335356
2.60	60	60	120	1829.272941
2.60	60	60	150	2366.923533
2.60	60	60	180	72.400473
2.60	60	90	0	-294.352587
2.60	60	90	30	2159.101491
2.60	60	90	60	1701.182436
2.60	60	90	90	1322.597943
2.60	60	90	120	1701.187272
2.60	60	90	150	2159.101476
2.60	60	90	180	-294.352591
2.60	90	0	0	960.245639
2.60	90	0	30	2394.828757
2.60	90	0	60	1850.537933
2.60	90	0	90	1291.343346
2.60	90	0	120	1850.537926
2.60	90	0	150	2394.828764
2.60	90	0	180	960.245638
2.60	90	30	0	682.270037
2.60	90	30	30	2327.195144
2.60	90	30	60	1803.037701
2.60	90	30	90	1290.577013
2.60	90	30	120	1803.037695
2.60	90	30	150	2327.195135
2.60	90	30	180	682.270048
2.60	90	60	0	72.400469
2.60	90	60	30	2185.328273
2.60	90	60	60	1710.604106
2.60	90	60	90	1288.694168
2.60	90	60	120	1710.604105
2.60	90	60	150	2185.328266
2.60	90	60	180	72.400473
2.60	90	90	0	-294.352587
2.60	90	90	30	2109.09643
2.60	90	90	60	1665.575437
2.60	90	90	90	1287.501148
2.60	90	90	120	1665.575439
2.60	90	90	150	2109.096426
2.60	90	90	180	-294.352591
2.70	0	0	0	996.6139
2.70	0	0	30	1744.478447
2.70	0	0	60	1275.493066
2.70	0	0	90	841.273201
2.70	0	0	120	1275.493069
2.70	0	0	150	1744.478445
2.70	0	0	180	996.613904
2.70	0	30	0	746.639318
2.70	0	30	30	1411.738428
2.70	0	30	60	1108.201254
2.70	0	30	90	887.557795
2.70	0	30	120	1446.49257
2.70	0	30	150	1951.926111
2.70	0	30	180	746.639315
2.70	0	60	0	235.600936
2.70	0	60	30	1310.217967
2.70	0	60	60	1111.375135
2.70	0	60	90	969.146431
2.70	0	60	120	1432.020809
2.70	0	60	150	1816.326449
2.70	0	60	180	235.60092
2.70	0	90	0	-24.084345
2.70	0	90	30	1503.384144
2.70	0	90	60	1264.920286
2.70	0	90	90	1004.800538
2.70	0	90	120	1264.920295
2.70	0	90	150	1503.38415
2.70	0	90	180	-24.084346
2.70	30	0	0	996.6139
2.70	30	0	30	1744.553207
2.70	30	0	60	1275.416959
2.70	30	0	90	841.502856
2.70	30	0	120	1275.416951
2.70	30	0	150	1744.553203
2.70	30	0	180	996.613904
2.70	30	30	0	746.639318
2.70	30	30	30	1439.50164
2.70	30	30	60	1122.21575
2.70	30	30	90	879.341354
2.70	30	30	120	1415.217618
2.70	30	30	150	1908.974898
2.70	30	30	180	746.639315
2.70	30	60	0	235.600936
2.70	30	60	30	1317.997038
2.70	30	60	60	1109.673277
2.70	30	60	90	946.237686
2.70	30	60	120	1387.574263
2.70	30	60	150	1759.716562
2.70	30	60	180	235.60092
2.70	30	90	0	-24.084345
2.70	30	90	30	1470.603661
2.70	30	90	60	1235.670688
2.70	30	90	90	975.541269
2.70	30	90	120	1235.670695
2.70	30	90	150	1470.603639
2.70	30	90	180	-24.084346
2.70	60	0	0	996.6139
2.70	60	0	30	1744.561187
2.70	60	0	60	1275.564267
2.70	60	0	90	841.523767
2.70	60	0	120	1275.568936
2.70	60	0	150	1744.56118
2.70	60	0	180	996.613904
2.70	60	30	0	746.639318
2.70	60	30	30	1522.446579
2.70	60	30	60	1167.038613
2.70	60	30	90	862.506108
2.70	60	30	120	1336.378808
2.70	60	30	150	1795.379561
2.70	60	30	180	746.639315
2.70	60	60	0	235.600936
2.70	60	60	30	1360.217641
2.70	60	60	60	1122.324422
2.70	60	60	90	900.253439
2.70	60	60	120	1283.026731
2.70	60	60	150	1619.191356
2.70	60	60	180	235.60092
2.70	60	90	0	-24.084345
2.70	60	90	30	1404.563265
2.70	60	90	60	1177.605581
2.70	60	90	90	917.197609
2.70	60	90	120	1177.61036
2.70	60	90	150	1404.563272
2.70	60	90	180	-24.084346
2.70	90	0	0	996.6139
2.70	90	0	30	1744.589566
2.70	90	0	60	1275.589659
2.70	90	0	90	841.610293
2.70	90	0	120	1275.589679
2.70	90	0	150	1744.589583
2.70	90	0	180	996.613904
2.70	90	30	0	746.639318
2.70	90	30	30	1651.299704
2.70	90	30	60	1243.157589
2.70	90	30	90	854.193771
2.70	90	30	120	1243.157571
2.70	90	30	150	1651.299695
2.70	90	30	180	746.639315
2.70	90	60	0	235.600936
2.70	90	60	30	1464.908783
2.70	90	60	60	1179.576138
2.70	90	60	90	877.51697
2.70	90	60	120	1179.576133
2.70	90	60	150	1464.908797
2.70	90	60	180	235.60092
2.70	90	90	0	-24.084345
2.70	90	90	30	1371.381107
2.70	90	90	60	1148.472275
2.70	90	90	90	888.408018
2.70	90	90	120	1148.472275
2.70	90	90	150	1371.381104
2.70	90	90	180	-24.084346
2.80	0	0	0	932.60301
2.80	0	0	30	1285.670638
2.80	0	0	60	861.386761
2.80	0	0	90	522.203484
2.80	0	0	120	861.386761
2.80	0	0	150	1285.670644
2.80	0	0	180	932.603005
2.80	0	30	0	717.256714
2.80	0	30	30	977.015268
2.80	0	30	60	719.443137
2.80	0	30	90	571.558525
2.80	0	30	120	1017.156893
2.80	0	30	150	1436.234176
2.80	0	30	180	717.256716
2.80	0	60	0	286.081703
2.80	0	60	30	840.487027
2.80	0	60	60	733.67328
2.80	0	60	90	659.697856
2.80	0	60	120	1014.716894
2.80	0	60	150	1275.973097
2.80	0	60	180	286.081703
2.80	0	90	0	72.776547
2.80	0	90	30	986.289137
2.80	0	90	60	873.666223
2.80	0	90	90	698.992545
2.80	0	90	120	873.66622
2.80	0	90	150	986.28914
2.80	0	90	180	72.776546
2.80	30	0	0	932.60301
2.80	30	0	30	1285.734865
2.80	30	0	60	861.314459
2.80	30	0	90	522.416469
2.80	30	0	120	861.314458
2.80	30	0	150	1285.734868
2.80	30	0	180	932.603005
2.80	30	30	0	717.256714
2.80	30	30	30	1002.207205
2.80	30	30	60	732.258265
2.80	30	30	90	564.744522
2.80	30	30	120	990.09538
2.80	30	30	150	1400.790118
2.80	30	30	180	717.256716
2.80	30	60	0	286.081703
2.80	30	60	30	851.777006
2.80	30	60	60	733.432908
2.80	30	60	90	640.744198
2.80	30	60	120	976.915848
2.80	30	60	150	1230.803915
2.80	30	60	180	286.081703
2.80	30	90	0	72.776547
2.80	30	90	30	963.265759
2.80	30	90	60	849.614278
2.80	30	90	90	674.831233
2.80	30	90	120	849.614269
2.80	30	90	150	963.265763
2.80	30	90	180	72.776546
2.80	60	0	0	932.60301
2.80	60	0	30	1285.741713
2.80	60	0	60	861.454389
2.80	60	0	90	522.43588
2.80	60	0	120	861.458809
2.80	60	0	150	1285.741708
2.80	60	0	180	932.603005
2.80	60	30	0	717.256714
2.80	60	30	30	1075.566529
2.80	60	30	60	772.761872
2.80	60	30	90	550.728688
2.80	60	30	120	921.708557
2.80	60	30	150	1306.675205
2.80	60	30	180	717.256716
2.80	60	60	0	286.081703
2.80	60	60	30	896.552572
2.80	60	60	60	746.995906
2.80	60	60	90	602.628866
2.80	60	60	120	887.686915
2.80	60	60	150	1117.614983
2.80	60	60	180	286.081702
2.80	60	90	0	72.776547
2.80	60	90	30	916.987003
2.80	60	90	60	801.8841
2.80	60	90	90	626.55953
2.80	60	90	120	801.888742
2.80	60	90	150	916.987
2.80	60	90	180	72.776546
2.80	90	0	0	932.60301
2.80	90	0	30	1285.766084
2.80	90	0	60	861.47853
2.80	90	0	90	522.516176
2.80	90	0	120	861.478523
2.80	90	0	150	1285.766076
2.80	90	0	180	932.603005
2.80	90	30	0	717.256714
2.80	90	30	30	1185.926607
2.80	90	30	60	840.194892
2.80	90	30	90	543.811991
2.80	90	30	120	840.194894
2.80	90	30	150	1185.92659
2.80	90	30	180	717.256716
2.80	90	60	0	286.081703
2.80	90	60	30	989.851953
2.80	90	60	60	798.339
2.80	90	60	90	583.775988
2.80	90	60	120	798.338997
2.80	90	60	150	989.851971
2.80	90	60	180	286.081702
2.80	90	90	0	72.776547
2.80	90	90	30	893.678632
2.80	90	90	60	777.894139
2.80	90	90	90	602.727516
2.80	90	90	120	777.894142
2.80	90	90	150	893.678635
2.80	90	90	180	72.776546
2.90	0	0	0	812.926153
2.90	0	0	30	945.11566
2.90	0	0	60	564.737441
2.90	0	0	90	299.126718
2.90	0	0	120	564.737451
2.90	0	0	150	945.115655
2.90	0	0	180	812.926166
2.90	0	30	0	627.59144
2.90	0	30	30	671.330063
2.90	0	30	60	445.695687
2.90	0	30	90	349.196838
2.90	0	30	120	704.595591
2.90	0	30	150	1056.302641
2.90	0	30	180	627.59144
2.90	0	60	0	259.300725
2.90	0	60	30	527.40237
2.90	0	60	60	467.576241
2.90	0	60	90	439.521638
2.90	0	60	120	711.391281
2.90	0	60	150	894.913362
2.90	0	60	180	259.300731
2.90	0	90	0	78.431668
2.90	0	90	30	638.046065
2.90	0	90	60	593.753266
2.90	0	90	90	480.343686
2.90	0	90	120	593.753266
2.90	0	90	150	638.046065
2.90	0	90	180	78.431674
2.90	30	0	0	812.926153
2.90	30	0	30	945.170429
2.90	30	0	60	564.669069
2.90	30	0	90	299.325657
2.90	30	0	120	564.669063
2.90	30	0	150	945.170431
2.90	30	0	180	812.926166
2.90	30	30	0	627.59144
2.90	30	30	30	693.175198
2.90	30	30	60	457.129436
2.90	30	30	90	343.525439
2.90	30	30	120	681.34239
2.90	30	30	150	1027.076602
2.90	30	30	180	627.59144
2.90	30	60	0	259.300725
2.90	30	60	30	539.195231
2.90	30	60	60	468.100621
2.90	30	60	90	423.727842
2.90	30	60	120	679.291802
2.90	30	60	150	858.621114
2.90	30	60	180	259.300731
2.90	30	90	0	78.431668
2.90	30	90	30	621.416716
2.90	30	90	60	573.796908
2.90	30	90	90	460.213755
2.90	30	90	120	573.796921
2.90	30	90	150	621.416719
2.90	30	90	180	78.431674
2.90	60	0	0	812.926153
2.90	60	0	30	945.176278
2.90	60	0	60	564.801452
2.90	60	0	90	299.343802
2.90	60	0	120	564.805633
2.90	60	0	150	945.176272
2.90	60	0	180	812.926166
2.90	60	30	0	627.59144
2.90	60	30	30	755.987626
2.90	60	30	60	492.954034
2.90	60	30	90	331.810859
2.90	60	30	120	622.511757
2.90	60	30	150	949.301117
2.90	60	30	180	627.591439
2.90	60	60	0	259.300725
2.90	60	60	30	581.255631
2.90	60	60	60	481.356751
2.90	60	60	90	391.903673
2.90	60	60	120	603.339921
2.90	60	60	150	766.997314
2.90	60	60	180	259.300731
2.90	60	90	0	78.431668
2.90	60	90	30	587.770798
2.90	60	90	60	534.178962
2.90	60	90	90	419.918238
2.90	60	90	120	534.183409
2.90	60	90	150	587.770811
2.90	60	90	180	78.431674
2.90	90	0	0	812.926153
2.90	90	0	30	945.197069
2.90	90	0	60	564.824285
2.90	90	0	90	299.418865
2.90	90	0	120	564.824289
2.90	90	0	150	945.197078
2.90	90	0	180	812.926166
2.90	90	30	0	627.59144
2.90	90	30	30	848.953864
2.90	90	30	60	551.893524
2.90	90	30	90	326.034786
2.90	90	30	120	551.893529
2.90	90	30	150	848.953855
2.90	90	30	180	627.59144
2.90	90	60	0	259.300725
2.90	90	60	30	661.6891
2.90	90	60	60	526.625492
2.90	90	60	90	376.162356
2.90	90	60	120	526.625517
2.90	90	60	150	661.689103
2.90	90	60	180	259.300731
2.90	90	90	0	78.431668
2.90	90	90	30	570.836845
2.90	90	90	60	514.307143
2.90	90	90	90	400.016642
2.90	90	90	120	514.307143
2.90	90	90	150	570.836836
2.90	90	90	180	78.431674
3.00	0	0	0	672.683749
3.00	0	0	30	686.912275
3.00	0	0	60	353.806034
3.00	0	0	90	146.093866
3.00	0	0	120	353.806052
3.00	0	0	150	686.91228
3.00	0	0	180	672.683742
3.00	0	30	0	513.147396
3.00	0	30	30	449.600304
3.00	0	30	60	255.015675
3.00	0	30	90	195.180307
3.00	0	30	120	478.489052
3.00	0	30	150	771.461088
3.00	0	30	180	513.147397
3.00	0	60	0	198.026308
3.00	0	60	30	312.64763
3.00	0	60	60	282.083721
3.00	0	60	90	284.417097
3.00	0	60	120	492.199805
3.00	0	60	150	620.896842
3.00	0	60	180	198.026318
3.00	0	90	0	43.87005
3.00	0	90	30	398.251726
3.00	0	90	60	395.045834
3.00	0	90	90	325.128392
3.00	0	90	120	395.045832
3.00	0	90	150	398.251727
3.00	0	90	180	43.870058
3.00	30	0	0	672.683749
3.00	30	0	30	686.960234
3.00	30	0	60	353.741054
3.00	30	0	90	146.28137
3.00	30	0	120	353.741061
3.00	30	0	150	686.960245
3.00	30	0	180	672.683742
3.00	30	30	0	513.147396
3.00	30	30	30	468.218517
3.00	30	30	60	265.055619
3.00	30	30	90	190.443375
3.00	30	30	120	458.589361
3.00	30	30	150	747.261252
3.00	30	30	180	513.147397
3.00	30	60	0	198.026308
3.00	30	60	30	323.748287
3.00	30	60	60	282.970851
3.00	30	60	90	271.164755
3.00	30	60	120	465.027614
3.00	30	60	150	591.487183
3.00	30	60	180	198.026318
3.00	30	90	0	43.87005
3.00	30	90	30	385.791802
3.00	30	90	60	378.35534
3.00	30	90	90	308.213243
3.00	30	90	120	378.355354
3.00	30	90	150	385.791803
3.00	30	90	180	43.870058
3.00	60	0	0	672.683749
3.00	60	0	30	686.965364
3.00	60	0	60	353.866878
3.00	60	0	90	146.298467
3.00	60	0	120	353.870868
3.00	60	0	150	686.965366
3.00	60	0	180	672.683742
3.00	60	30	0	513.147397
3.00	60	30	30	521.358438
3.00	60	30	60	296.341767
3.00	60	30	90	180.613039
3.00	60	30	120	408.155225
3.00	60	30	150	682.817445
3.00	60	30	180	513.147397
3.00	60	60	0	198.026308
3.00	60	60	30	361.316486
3.00	60	60	60	295.291587
3.00	60	60	90	244.405412
3.00	60	60	120	400.415699
3.00	60	60	150	516.710694
3.00	60	60	180	198.026318
3.00	60	90	0	43.87005
3.00	60	90	30	360.601687
3.00	60	90	60	345.271468
3.00	60	90	90	274.286508
3.00	60	90	120	345.275749
3.00	60	90	150	360.601676
3.00	60	90	180	43.870058
3.00	90	0	0	672.683749
3.00	90	0	30	686.983576
3.00	90	0	60	353.88857
3.00	90	0	90	146.369245
3.00	90	0	120	353.888571
3.00	90	0	150	686.983572
3.00	90	0	180	672.683742
3.00	90	30	0	513.147396
3.00	90	30	30	599.321107
3.00	90	30	60	347.383248
3.00	90	30	90	175.770979
3.00	90	30	120	347.383246
3.00	90	30	150	599.321108
3.00	90	30	180	513.147397
3.00	90	60	0	198.026308
3.00	90	60	30	429.679348
3.00	90	60	60	334.731394
3.00	90	60	90	231.170316
3.00	90	60	120	334.731383
3.00	90	60	150	429.679354
3.00	90	60	180	198.026318
3.00	90	90	0	43.87005
3.00	90	90	30	347.945052
3.00	90	90	60	328.723944
3.00	90	90	90	257.526736
3.00	90	90	120	328.723932
3.00	90	90	150	347.94505
3.00	90	90	180	43.870058
3.10	0	0	0	534.400374
3.10	0	0	30	490.711425
3.10	0	0	60	205.673636
3.10	0	0	90	43.672549
3.10	0	0	120	205.673641
3.10	0	0	150	490.711417
3.10	0	0	180	534.400374
3.10	0	30	0	397.559828
3.10	0	30	30	287.559018
3.10	0	30	60	124.247074
3.10	0	30	90	90.581889
3.10	0	30	120	316.244358
3.10	0	30	150	557.027517
3.10	0	30	180	397.559825
3.10	0	60	0	128.959032
3.10	0	60	30	164.245291
3.10	0	60	60	154.540463
3.10	0	60	90	176.370877
3.10	0	60	120	335.056357
3.10	0	60	150	422.644948
3.10	0	60	180	128.959023
3.10	0	90	0	-1.991947
3.10	0	90	30	232.212283
3.10	0	90	60	255.213605
3.10	0	90	90	215.783571
3.10	0	90	120	255.213598
3.10	0	90	150	232.212274
3.10	0	90	180	-1.991957
3.10	30	0	0	534.400374
3.10	30	0	30	490.754812
3.10	30	0	60	205.611439
3.10	30	0	90	43.850901
3.10	30	0	120	205.611432
3.10	30	0	150	490.754817
3.10	30	0	180	534.400374
3.10	30	30	0	397.559828
3.10	30	30	30	303.327652
3.10	30	30	60	132.979589
3.10	30	30	90	86.609663
3.10	30	30	120	299.30338
3.10	30	30	150	536.887502
3.10	30	30	180	397.559825
3.10	30	60	0	128.959032
3.10	30	60	30	174.260343
3.10	30	60	60	155.562612
3.10	30	60	90	165.174979
3.10	30	60	120	311.878604
3.10	30	60	150	398.473573
3.10	30	60	180	128.959023
3.10	30	90	0	-1.991947
3.10	30	90	30	222.631475
3.10	30	90	60	241.161918
3.10	30	90	90	201.45622
3.10	30	90	120	241.161926
3.10	30	90	150	222.63148
3.10	30	90	180	-1.991957
3.10	60	0	0	534.400374
3.10	60	0	30	490.759455
3.10	60	0	60	205.731882
3.10	60	0	90	43.86717
3.10	60	0	120	205.735702
3.10	60	0	150	490.759448
3.10	60	0	180	534.400374
3.10	60	30	0	397.559828
3.10	60	30	30	348.133033
3.10	60	30	60	160.097043
3.10	60	30	90	78.321126
3.10	60	30	120	256.134686
3.10	60	30	150	483.171597
3.10	60	30	180	397.559826
3.10	60	60	0	128.959032
3.10	60	60	30	207.022905
3.10	60	60	60	166.687073
3.10	60	60	90	142.516653
3.10	60	60	120	256.968979
3.10	60	60	150	337.02
3.10	60	60	180	128.959023
3.10	60	90	0	-1.991947
3.10	60	90	30	203.271172
3.10	60	90	60	213.358304
3.10	60	90	90	172.661458
3.10	60	90	120	213.362417
3.10	60	90	150	203.271161
3.10	60	90	180	-1.991957
3.10	90	0	0	534.400374
3.10	90	0	30	490.775944
3.10	90	0	60	205.752676
3.10	90	0	90	43.934527
3.10	90	0	120	205.752673
3.10	90	0	150	490.775941
3.10	90	0	180	534.400374
3.10	90	30	0	397.559828
3.10	90	30	30	413.503063
3.10	90	30	60	204.054475
3.10	90	30	90	74.243637
3.10	90	30	120	204.054469
3.10	90	30	150	413.503071
3.10	90	30	180	397.559826
3.10	90	60	0	128.959032
3.10	90	60	30	264.798279
3.10	90	60	60	200.799767
3.10	90	60	90	131.311103
3.10	90	60	120	200.79977
3.10	90	60	150	264.798283
3.10	90	60	180	128.959023
3.10	90	90	0	-1.991947
3.10	90	90	30	193.55859
3.10	90	90	60	199.421445
3.10	90	90	90	158.435647
3.10	90	90	120	199.421447
3.10	90	90	150	193.558589
3.10	90	90	180	-1.991957
3.20	0	0	0	410.402481
3.20	0	0	30	342.494651
3.20	0	0	60	103.390033
3.20	0	0	90	-22.645152
3.20	0	0	120	103.390025
3.20	0	0	150	342.494643
3.20	0	0	180	410.40248
3.20	0	30	0	293.671126
3.20	0	30	30	169.959506
3.20	0	30	60	36.513872
3.20	0	30	90	21.31478
3.20	0	30	120	201.240741
3.20	0	30	150	396.20331
3.20	0	30	180	293.671118
3.20	0	60	0	65.855768
3.20	0	60	30	62.628875
3.20	0	60	60	68.425137
3.20	0	60	90	102.087224
3.20	0	60	120	223.353289
3.20	0	60	150	279.664119
3.20	0	60	180	65.855769
3.20	0	90	0	-44.772899
3.20	0	90	30	118.111979
3.20	0	90	60	157.846593
3.20	0	90	90	139.408362
3.20	0	90	120	157.846593
3.20	0	90	150	118.111981
3.20	0	90	180	-44.772911
3.20	30	0	0	410.402481
3.20	30	0	30	342.535171
3.20	30	0	60	103.329992
3.20	30	0	90	-22.474024
3.20	30	0	120	103.329995
3.20	30	0	150	342.53518
3.20	30	0	180	410.40248
3.20	30	30	0	293.671126
3.20	30	30	30	183.297347
3.20	30	30	60	44.071356
3.20	30	30	90	17.967775
3.20	30	30	120	186.721584
3.20	30	30	150	379.445316
3.20	30	30	180	293.671118
3.20	30	60	0	65.855768
3.20	30	60	30	71.412422
3.20	30	60	60	69.458857
3.20	30	60	90	92.566427
3.20	30	60	120	203.646957
3.20	30	60	150	259.662801
3.20	30	60	180	65.855769
3.20	30	90	0	-44.772899
3.20	30	90	30	110.585879
3.20	30	90	60	145.953625
3.20	30	90	90	127.185658
3.20	30	90	120	145.953632
3.20	30	90	150	110.585866
3.20	30	90	180	-44.772911
3.20	60	0	0	410.402481
3.20	60	0	30	342.539511
3.20	60	0	60	103.446245
3.20	60	0	90	-22.458411
3.20	60	0	120	103.449932
3.20	60	0	150	342.539508
3.20	60	0	180	410.40248
3.20	60	30	0	293.671126
3.20	60	30	30	221.075973
3.20	60	30	60	67.491607
3.20	60	30	90	10.93909
3.20	60	30	120	149.856684
3.20	60	30	150	334.449241
3.20	60	30	180	293.671118
3.20	60	60	0	65.855768
3.20	60	60	30	99.713855
3.20	60	60	60	79.341857
3.20	60	60	90	73.249532
3.20	60	60	120	156.776311
3.20	60	60	150	208.705694
3.20	60	60	180	65.855769
3.20	60	90	0	-44.772899
3.20	60	90	30	95.379962
3.20	60	90	60	122.457251
3.20	60	90	90	102.567659
3.20	60	90	120	122.461216
3.20	60	90	150	95.379963
3.20	60	90	180	-44.772911
3.20	90	0	0	410.402481
3.20	90	0	30	342.554904
3.20	90	0	60	103.46632
3.20	90	0	90	-22.393703
3.20	90	0	120	103.466315
3.20	90	0	150	342.554907
3.20	90	0	180	410.40248
3.20	90	30	0	293.671126
3.20	90	30	30	275.985242
3.20	90	30	60	105.266797
3.20	90	30	90	7.486223
3.20	90	30	120	105.26681
3.20	90	30	150	275.985239
3.20	90	30	180	293.671118
3.20	90	60	0	65.855768
3.20	90	60	30	148.517317
3.20	90	60	60	108.762519
3.20	90	60	90	63.69795
3.20	90	60	120	108.762524
3.20	90	60	150	148.51731
3.20	90	60	180	65.855769
3.20	90	90	0	-44.772899
3.20	90	90	30	87.762249
3.20	90	90	60	110.678352
3.20	90	90	90	90.405389
3.20	90	90	120	110.678346
3.20	90	90	150	87.762238
3.20	90	90	180	-44.772911
3.30	0	0	0	305.890923
3.30	0	0	30	231.921128
3.30	0	0	60	34.392473
3.30	0	0	90	-63.76024
3.30	0	0	120	34.39248
3.30	0	0	150	231.921137
3.30	0	0	180	305.890919
3.30	0	30	0	206.851889
3.30	0	30	30	86.073232
3.30	0	30	60	-20.536338
3.30	0	30	90	-23.012366
3.30	0	30	120	120.854086
3.30	0	30	150	276.760895
3.30	0	30	180	206.851887
3.30	0	60	0	14.618004
3.30	0	60	30	-5.34781
3.30	0	60	60	11.662583
3.30	0	60	90	51.838829
3.30	0	60	120	144.870225
3.30	0	60	150	177.508228
3.30	0	60	180	14.618002
3.30	0	90	0	-78.329032
