R	Gamma	E
1.00	0	-92.572484886922
1.00	10	-93.015451709059
1.00	20	-93.886035509106
1.00	30	-94.599388340492
1.00	40	-95.01288438367
1.00	50	-95.203195226496
1.00	60	-95.26365314972
1.00	70	-95.254714471904
1.00	80	-95.214633469518
1.00	90	-95.24867140094
1.00	100	-95.322544623369
1.00	110	-95.361647503587
1.00	120	-95.347740760169
1.00	130	-95.251202796836
1.00	140	-95.02319559328
1.00	150	-94.59916750438
1.00	160	-93.944367592607
1.00	170	-93.188299788132
1.00	180	-92.657993292771
1.10	0	-94.011461424969
1.10	10	-94.208878611785
1.10	20	-94.618343664012
1.10	30	-94.979819385934
1.10	40	-95.202754485636
1.10	50	-95.310290023203
1.10	60	-95.347486128899
1.10	70	-95.348850594014
1.10	80	-95.344402135425
1.10	90	-95.373224394917
1.10	100	-95.41797196715
1.10	110	-95.444716957428
1.10	120	-95.435693763456
1.10	130	-95.368863790185
1.10	140	-95.2119942597
1.10	150	-94.926049566584
1.10	160	-94.490617844217
1.10	170	-93.977312535163
1.10	180	-93.606220264861
1.20	0	-94.677245564474
1.20	10	-94.775293860768
1.20	20	-94.985252545514
1.20	30	-95.182122270031
1.20	40	-95.314619690681
1.20	50	-95.388678729351
1.20	60	-95.425090255113
1.20	70	-95.44202071684
1.20	80	-95.455387395415
1.20	90	-95.477007214045
1.20	100	-95.501412958144
1.20	110	-95.514731541472
1.20	120	-95.502967668304
1.20	130	-95.447809225487
1.20	140	-95.323257692504
1.20	150	-95.097710660159
1.20	160	-94.74437594101
1.20	170	-94.27776058957
1.20	180	-93.936357578761
1.30	0	-94.979860878758
1.30	10	-95.037505506351
1.30	20	-95.164305060839
1.30	30	-95.292441069845
1.30	40	-95.390531020768
1.30	50	-95.456380930142
1.30	60	-95.497729500501
1.30	70	-95.523397183889
1.30	80	-95.541499744739
1.30	90	-95.557221043689
1.30	100	-95.569857856184
1.30	110	-95.573509544629
1.30	120	-95.557984564013
1.30	130	-95.506892393794
1.30	140	-95.395718774818
1.30	150	-95.191729467491
1.30	160	-94.852851287798
1.30	170	-94.301279410466
1.30	180	-93.78564631532
1.40	0	-95.105232107457
1.40	10	-95.153441332685
