R	Gamma	E
2.50	0	403904.557126
2.50	5	339189.929281
2.50	10	219132.660864
2.50	15	131716.813394
2.50	20	88239.607692
2.50	25	67197.869775
2.50	30	36966.635868
2.50	35	23676.325628
2.50	40	15114.675584
2.50	45	9617.703831
2.50	50	6123.552157
2.50	55	3895.012334
2.50	60	2513.028331
2.50	65	1679.340328
2.50	70	1180.012791
2.50	75	884.32839
2.50	80	714.980612
2.50	85	628.108984
2.50	90	601.425649
2.60	0	374577.623495
2.60	5	307824.313016
2.60	10	194676.418181
2.60	15	118721.725832
2.60	20	78929.908377
2.60	25	59379.500961
2.60	30	33915.138104
2.60	35	20519.364196
2.60	40	12500.678316
2.60	45	7672.747968
2.60	50	4730.5439
2.60	55	2923.069695
2.60	60	1831.354976
2.60	65	1185.458073
2.60	70	805.214584
2.60	75	583.466383
2.60	80	458.096915
2.60	85	394.411181
2.60	90	374.953682
2.70	0	452604.267833
2.70	5	339409.111336
2.70	10	187042.824897
2.70	15	106754.898702
2.70	20	69447.617785
2.70	25	51760.930271
2.70	30	30653.711242
2.70	35	17616.539361
2.70	40	10292.136993
2.70	45	6101.303307
2.70	50	3639.309438
2.70	55	2179.067191
2.70	60	1320.995227
2.70	65	824.156961
2.70	70	537.244109
2.70	75	372.786164
2.70	80	281.178899
2.70	85	235.164171
2.70	90	221.193488
2.80	0	676791.834475
2.80	5	438181.394078
2.80	10	191647.452345
2.80	15	95648.407764
2.80	20	59873.487966
2.80	25	44555.696906
2.80	30	26710.576103
2.80	35	14928.003399
2.80	40	8431.78657
2.80	45	4832.108081
2.80	50	2786.3578
2.80	55	1612.3775
2.80	60	941.66686
2.80	65	562.264687
2.80	70	347.780412
2.80	75	227.206158
2.80	80	161.173998
2.80	85	128.43622
2.80	90	118.566351
2.90	0	1178837.447014
2.90	5	629557.255756
2.90	10	206244.313922
2.90	15	85513.761577
2.90	20	50785.86538
2.90	25	37985.323948
2.90	30	22627.34655
2.90	35	12491.942636
2.90	40	6866.79384
2.90	45	3808.849624
2.90	50	2121.264939
2.90	55	1182.838091
2.90	60	661.768114
2.90	65	374.260912
2.90	70	215.469068
2.90	75	128.140158
2.90	80	81.245664
2.90	85	58.349041
2.90	90	51.50566
3.00	0	2329783.354208
3.00	5	934995.35628
3.00	10	225587.333549
3.00	15	76424.728796
3.00	20	42667.956753
3.00	25	32195.299059
3.00	30	18968.343241
3.00	35	10362.993504
3.00	40	5558.293667
3.00	45	2986.241271
3.00	50	1604.321194
3.00	55	858.919915
3.00	60	456.80862
3.00	65	240.711295
3.00	70	124.371073
3.00	75	61.964623
3.00	80	29.218449
3.00	85	13.527543
3.00	90	8.88725
3.10	0	5619747.695884
3.10	5	1306775.926878
3.10	10	239636.321355
3.10	15	68002.811798
3.10	20	35740.102325
3.10	25	27234.700702
3.10	30	15810.984658
3.10	35	8539.716984
3.10	40	4472.631251
3.10	45	2327.421166
3.10	50	1207.286383
3.10	55	616.014552
3.10	60	307.951607
3.10	65	146.959097
3.10	70	62.693643
3.10	75	18.777604
3.10	80	-3.625035
3.10	85	-14.105821
3.10	90	-17.159181
3.20	5	1543784.808026
3.20	10	237684.537063
3.20	15	59795.940725
3.20	20	36328.258309
3.20	25	23060.090001
3.20	30	13163.97357
3.20	35	7003.074343
3.20	40	3578.839454
3.20	45	1802.170576
3.20	50	897.825922
3.20	55	434.985576
3.20	60	200.82851
3.20	65	82.049491
3.20	70	21.806582
3.20	75	-8.533852
3.20	80	-23.460709
3.20	85	-30.212618
3.20	90	-32.13868
3.30	5	1429119.076596
3.30	10	215557.481093
3.30	15	51704.740372
3.30	20	31514.426864
3.30	25	19615.22592
3.30	30	10966.968966
3.30	35	5723.056167
3.30	40	2848.060943
3.30	45	1385.544022
3.30	50	660.643447
3.30	55	301.01828
3.30	60	124.544054
3.30	65	37.858884
3.30	70	-4.553243
3.30	75	-25.022279
3.30	80	-34.60359
3.30	85	-38.720844
3.30	90	-39.855002
3.40	0	4070261.759172
3.40	5	1060332.700301
3.40	10	178662.444938
3.40	15	44057.619716
3.40	20	27644.849054
3.40	25	16799.477301
3.40	30	9153.320293
3.40	35	4664.146191
3.40	40	2254.158542
3.40	45	1056.889403
3.40	50	479.940467
3.40	55	202.660838
3.40	60	70.890383
3.40	65	8.413273
3.40	70	-20.872959
3.40	75	-34.233672
3.40	80	-40.031649
3.40	85	-42.30906
3.40	90	-42.892204
3.50	0	1769012.307121
3.50	5	685335.683977
3.50	10	137488.420707
3.50	15	37378.254599
3.50	20	24580.300188
3.50	25	14482.024374
3.50	30	7655.699094
3.50	35	3791.378288
3.50	40	1774.130483
3.50	45	799.138801
3.50	50	343.170577
3.50	55	131.104237
3.50	60	33.718698
3.50	65	-10.637807
3.50	70	-30.341308
3.50	75	-38.626407
3.50	80	-41.776491
3.50	85	-42.78824
3.50	90	-42.997774
3.60	0	858024.969526
3.60	5	414012.157637
3.60	10	100952.180035
3.60	15	32116.993496
3.60	20	22108.360037
3.60	25	12545.513725
3.60	30	6412.354486
3.60	35	3073.070419
3.60	40	1387.958929
3.60	45	599.599088
3.60	50	240.40616
3.60	55	79.597622
3.60	60	8.456637
3.60	65	-22.437327
3.60	70	-35.193251
3.60	75	-39.885539
3.60	80	-41.211199
3.60	85	-41.371988
3.60	90	-41.334397
3.70	0	438841.34097
3.70	5	244573.830034
3.70	10	73369.640936
3.70	15	34017.733973
3.70	20	20023.416217
3.70	25	10883.865754
3.70	30	5370.632773
3.70	35	2481.948627
3.70	40	1078.650319
3.70	45	443.797251
3.70	50	163.812688
3.70	55	42.992172
3.70	60	-8.266755
3.70	65	-29.227318
3.70	70	-36.984153
3.70	75	-39.165809
3.70	80	-39.261004
3.70	85	-38.866724
3.70	90	-38.672008
3.80	0	235386.709735
3.80	5	146548.972563
3.80	10	55068.18536
3.80	15	31133.302062
3.80	20	18150.013199
3.80	25	9412.648333
3.80	30	4488.25644
3.80	35	1995.298646
3.80	40	831.976206
3.80	45	324.248981
3.80	50	107.245313
3.80	55	17.387121
3.80	60	-18.9181
3.80	65	-32.598979
3.80	70	-36.792497
3.80	75	-37.251946
3.80	80	-36.543623
3.80	85	-35.807399
3.80	90	-35.517636
3.90	0	134926.114846
3.90	5	93029.221161
3.90	10	44298.306458
3.90	15	28909.941706
3.90	20	16364.136494
3.90	25	8112.586212
3.90	30	3733.885947
3.90	35	1594.951648
3.90	40	638.344861
3.90	45	232.316148
3.90	50	65.907451
3.90	55	-0.153678
3.90	60	-25.286346
3.90	65	-33.672411
3.90	70	-35.362678
3.90	75	-34.673739
3.90	80	-33.471381
3.90	85	-32.542321
3.90	90	-32.201918
4.00	0	86193.115579
4.00	5	65737.257566
4.00	10	43531.99239
4.00	15	26819.944067
4.00	20	14601.410905
4.00	25	6960.485389
4.00	30	3085.117579
4.00	35	1265.868887
4.00	40	483.003371
4.00	45	162.501371
4.00	50	36.07349
4.00	55	-11.824478
4.00	60	-28.666093
4.00	65	-33.238986
4.00	70	-33.20975
4.00	75	-31.793373
4.00	80	-30.314601
4.00	85	-29.295794
4.00	90	-28.937025
4.10	0	64105.867463
4.10	5	53168.43767
4.10	10	39763.203889
4.10	15	24517.118289
4.10	20	12842.127778
4.10	25	5918.309058
4.10	30	2526.689041
4.10	35	996.249748
4.10	40	360.965568
4.10	45	110.003753
4.10	50	14.873958
4.10	55	-19.254611
4.10	60	-29.987048
4.10	65	-31.855049
4.10	70	-30.686366
4.10	75	-28.845123
4.10	80	-27.243751
4.10	85	-26.203299
4.10	90	-25.84622
4.20	0	60866.743325
4.20	5	51903.897271
4.20	10	36368.639107
4.20	15	21924.529447
4.20	20	11078.821419
4.20	25	4969.932914
4.20	30	2047.975032
4.20	35	778.678926
4.20	40	265.652569
4.20	45	70.905972
4.20	50	0.112102
4.20	55	-23.643379
4.20	60	-29.918033
4.20	65	-29.911745
4.20	70	-28.030487
4.20	75	-25.982885
4.20	80	-24.3583
4.20	85	-23.343227
4.20	90	-22.99924
4.30	0	59183.088242
4.30	5	46844.295975
4.30	10	32449.675532
4.30	15	19141.755016
4.30	20	9381.239351
4.30	25	4112.287947
4.30	30	1642.510461
4.30	35	599.765225
4.30	40	191.834409
4.30	45	42.114392
4.30	50	-9.88709
4.30	55	-25.878681
4.30	60	-28.940161
4.30	65	-27.681137
4.30	70	-25.402973
4.30	75	-23.29256
4.30	80	-21.711285
4.30	85	-20.746122
4.30	90	-20.421401
4.40	0	61600.164906
4.40	10	28381.63721
4.40	15	16310.578722
4.40	20	7824.590421
4.40	25	3349.515503
4.40	30	1299.554606
4.40	35	456.19513
4.40	40	135.13438
4.40	45	21.200404
4.40	50	-16.382799
4.40	55	-26.609126
4.40	60	-27.401505
4.40	65	-25.354905
4.40	70	-22.898115
4.40	75	-20.820246
4.40	80	-19.317737
4.40	85	-18.416272
