R	0	30	60	90	120	150	180
6.4	4.502148	-29.850649	-17.717015	-13.577045	-17.716482	-29.850311	4.502412
6.6	-4.572025	-25.007117	-15.56697	-12.248965	-15.566834	-25.007388	-4.571336
6.8	-8.01954	-20.924559	-13.808849	-11.148439	-13.808892	-20.924668	-8.019266
7.0	-8.863588	-17.57301	-12.365092	-10.22059	-12.365303	-17.572779	-8.863496
7.2	-8.566458	-14.861445	-11.172106	-9.431069	-11.171861	-14.86168	-8.566159
7.4	-7.818456	-12.685034	-10.176749	-8.752609	-10.176624	-12.685197	-7.819101
7.6	-6.951671	-10.94494	-9.339934	-8.162515	-9.340382	-10.944784	-6.951882
7.8	-6.123732	-9.555599	-8.628437	-7.646517	-8.628588	-9.555563	-6.1229
8.0	-5.403071	-8.443041	-8.018371	-7.192757	-8.01855	-8.443367	-5.402955
8.2	-4.80951	-7.552528	-7.491877	-6.791899	-7.492071	-7.552409	-4.809315
8.4	-4.334453	-6.837276	-7.035281	-6.435335	-7.035695	-6.836994	-4.334208
8.6	-3.962998	-6.261154	-6.636925	-6.115136	-6.637186	-6.261259	-3.962897
8.8	-3.679009	-5.79423	-6.287957	-5.828952	-6.288366	-5.794338	-3.678834
9.0	-3.465564	-5.412337	-5.979321	-5.570388	-5.979087	-5.412497	-3.465519
9.5	-3.134989	-4.708346	-5.348442	-5.024015	-5.348393	-4.708129	-3.135092
10.0	-2.945819	-4.234882	-4.863027	-4.58621	-4.862996	-4.235132	-2.94604
10.5	-2.815586	-3.896962	-4.476224	-4.228315	-4.476211	-3.896902	-2.815112
11.0	-2.710726	-3.634677	-4.162574	-3.929133	-4.162518	-3.634964	-2.710715
11.5	-2.613783	-3.421945	-3.901138	-3.67439	-3.901008	-3.422158	-2.613986
12.0	-2.517486	-3.241211	-3.680586	-3.4557	-3.680992	-3.240753	-2.517621
12.5	-2.423764	-3.087127	-3.49208	-3.264849	-3.492015	-3.08739	-2.42384
13.0	-2.335022	-2.952748	-3.326421	-3.095615	-3.326749	-2.95255	-2.335025
13.5	-2.251433	-2.834358	-3.180253	-2.945574	-3.180169	-2.83401	-2.251385
14.0	-2.172292	-2.727079	-3.04942	-2.81167	-3.049785	-2.727317	-2.172383
14.5	-2.096595	-2.629992	-2.932391	-2.690044	-2.931982	-2.629933	-2.096662
15.0	-2.024745	-2.540365	-2.825334	-2.579172	-2.825288	-2.540334	-2.025007
16.0	-1.889618	-2.379596	-2.637784	-2.386722	-2.637879	-2.379613	-1.889634
17.0	-1.7665	-2.238712	-2.478515	-2.221615	-2.478532	-2.238735	-1.766421
18.0	-1.653453	-2.115178	-2.340493	-2.080556	-2.340025	-2.115141	-1.653873
19.0	-1.550364	-2.003653	-2.219693	-1.956225	-2.219962	-2.003671	-1.550354
20.0	-1.455634	-1.904781	-2.11339	-1.847672	-2.113533	-1.904547	-1.455868
21.0	-1.370783	-1.81453	-2.018622	-1.75143	-2.018936	-1.814502	-1.37046
22.0	-1.291495	-1.733172	-1.933819	-1.66538	-1.933407	-1.733073	-1.291594
23.0	-1.219317	-1.65884	-1.856494	-1.586213	-1.856429	-1.658915	-1.21964
24.0	-1.154075	-1.592473	-1.784799	-1.514785	-1.785046	-1.592215	-1.154052
25.0	-1.09284	-1.529323	-1.720423	-1.448691	-1.720186	-1.529271	-1.093155
50.0	-0.360352	-0.791118	-0.97278	-0.69643	-0.97252	-0.791175	-0.360652
100.0	0.0	-0.430122	-0.61151	-0.335553	-0.611474	-0.430306	-7e-05
