R,theta2,E
2.5,0,6467.625757
2.5,30,6150.070862
2.5,60,5751.933488
2.5,90,5677.651553
2.6,0,4935.846043
2.6,30,4684.947636
2.6,60,4379.969449
2.6,90,4337.216219
2.7,0,3732.030864
2.7,30,3534.233826
2.7,60,3298.723098
2.7,90,3277.551133
2.8,0,2793.058434
2.8,30,2637.914515
2.8,60,2455.62787
2.8,90,2445.401007
2.9,0,2066.260624
2.9,30,1945.532638
2.9,60,1804.055307
2.9,90,1799.170274
3.0,0,1508.192904
3.0,30,1415.253947
3.0,60,1305.04337
3.0,90,1301.804247
3.1,0,1083.340267
3.1,30,1012.763092
3.1,60,926.453823
3.1,90,922.597455
3.2,0,762.902466
3.2,30,710.179318
3.2,60,642.056803
3.2,90,636.381228
3.3,0,523.693964
3.3,30,485.049185
3.3,60,430.67015
3.3,90,422.709294
3.4,0,347.181146
3.4,30,319.449937
3.4,60,275.36413
3.4,90,265.119758
3.5,0,218.64832
3.5,30,199.202703
3.5,60,162.749473
3.5,90,150.483102
3.6,0,126.493794
3.6,30,113.190118
3.6,60,82.339748
3.6,90,68.439666
3.7,0,61.637219
3.7,30,52.776163
3.7,60,25.99972
3.7,90,10.894365
3.8,0,17.035467
3.8,30,11.307992
3.8,60,-12.522614
3.8,90,-28.416655
3.9,0,-12.72212
3.9,30,-16.295104
3.9,60,-37.986108
3.9,90,-54.300514
4.0,0,-31.744786
4.0,30,-33.877936
4.0,60,-53.983823
4.0,90,-70.413455
4.1,0,-43.124505
4.1,30,-44.324251
4.1,60,-63.200475
4.1,90,-79.515097
4.2,0,-49.164004
4.2,30,-49.773289
4.2,60,-67.624657
4.2,90,-83.663611
4.3,0,-51.558185
4.3,30,-51.793195
4.3,60,-68.721505
4.3,90,-84.380586
4.4,0,-51.539257
4.4,30,-51.518532
4.4,60,-67.562927
4.4,90,-82.779402
4.5,0,-49.982884
4.5,30,-49.763198
4.5,60,-64.929272
4.5,90,-79.667567
4.6,0,-47.501064
4.6,30,-47.098438
4.6,60,-61.386145
4.6,90,-75.625774
4.7,0,-44.510554
4.7,30,-43.929375
4.7,60,-57.342602
4.7,90,-71.070963
4.8,0,-41.293067
4.8,30,-40.532242
4.8,60,-53.089193
4.8,90,-66.296718
4.9,0,-38.035179
4.9,30,-37.096826
4.9,60,-48.82678
4.9,90,-61.507067
5.0,0,-34.859895
5.0,30,-33.751628
5.0,60,-44.694556
5.0,90,-56.839259
5.1,0,-31.846978
5.1,30,-30.575759
5.1,60,-40.777495
5.1,90,-52.381703
5.2,0,-29.042025
5.2,30,-27.621897
5.2,60,-37.129065
5.2,90,-48.188617
5.3,0,-26.472525
5.3,30,-24.914746
5.3,60,-33.771184
5.3,90,-44.288577
5.4,0,-24.148211
5.4,30,-22.46709
5.4,60,-30.708297
5.4,90,-40.692527
5.5,0,-22.067032
5.5,30,-20.277542
5.5,60,-27.935675
5.5,90,-37.398619
5.6,0,-20.220619
5.6,30,-18.336959
5.6,60,-25.437694
5.6,90,-34.398046
5.7,0,-18.593303
5.7,30,-16.628419
5.7,60,-23.194732
5.7,90,-31.673446
5.8,0,-17.166247
5.8,30,-15.131744
5.8,60,-21.188117
5.8,90,-29.207763
5.9,0,-15.917842
5.9,30,-13.826198
5.9,60,-19.394525
5.9,90,-26.979865
6.0,0,-14.827207
6.0,30,-12.686598
6.0,60,-17.794776
6.0,90,-24.967896
6.2,0,-13.036285
6.2,30,-10.825678
6.2,60,-15.098168
6.2,90,-21.512669
6.4,0,-11.644052
6.4,30,-9.400766
6.4,60,-12.959572
6.4,90,-18.694211
6.6,0,-10.541481
6.6,30,-8.3017
6.6,60,-11.26294
6.6,90,-16.389068
6.8,0,-9.649101
6.8,30,-7.448607
6.8,60,-9.913582
6.8,90,-14.496762
7.0,0,-8.905544
7.0,30,-6.77966
7.0,60,-8.836865
7.0,90,-12.936585
7.2,0,-8.270413
7.2,30,-6.24598
7.2,60,-7.972629
7.2,90,-11.64144
7.4,0,-7.715681
7.4,30,-5.813163
7.4,60,-7.272217
7.4,90,-10.557253
7.6,0,-7.223921
7.6,30,-5.455179
7.6,60,-6.69903
7.6,90,-9.641347
7.8,0,-6.787229
7.8,30,-5.154057
7.8,60,-6.22203
7.8,90,-8.861428
8.0,0,-6.398426
8.0,30,-4.898296
8.0,60,-5.82123
8.0,90,-8.191779
8.2,0,-6.053451
8.2,30,-4.67967
8.2,60,-5.481906
8.2,90,-7.613555
8.4,0,-5.745141
8.4,30,-4.489078
8.4,60,-5.191036
8.4,90,-7.111788
8.6,0,-5.470201
8.6,30,-4.322792
8.6,60,-4.940408
8.6,90,-6.673451
8.8,0,-5.222832
8.8,30,-4.175587
8.8,60,-4.722458
8.8,90,-6.289127
9.0,0,-4.999515
9.0,30,-4.043964
9.0,60,-4.53099
9.0,90,-5.950886
9.5,0,-4.526971
9.5,30,-3.769083
9.5,60,-4.143413
9.5,90,-5.259298
10.0,0,-4.155054
10.0,30,-3.550742
10.0,60,-3.843387
10.0,90,-4.729875
10.5,0,-3.854755
10.5,30,-3.369147
10.5,60,-3.601245
10.5,90,-4.312237
11.0,0,-3.605621
11.0,30,-3.212922
11.0,60,-3.399339
11.0,90,-3.97383
11.5,0,-3.397653
11.5,30,-3.075781
11.5,60,-3.226787
11.5,90,-3.695547
12.0,0,-3.217791
12.0,30,-2.95274
12.0,60,-3.076542
12.0,90,-3.461264
12.5,0,-3.062104
12.5,30,-2.841747
12.5,60,-2.942953
12.5,90,-3.261236
13.0,0,-2.922946
13.0,30,-2.73914
13.0,60,-2.822171
13.0,90,-3.087134
13.5,0,-2.798578
