R,phi,E
2.5,0,6467.625757
2.5,30,6467.004251
2.5,60,6467.293796
2.5,90,6467.787278
2.6,0,4935.846043
2.6,30,4935.314624
2.6,60,4935.574506
2.6,90,4936.05294
2.7,0,3732.030864
2.7,30,3731.567737
2.7,60,3731.804797
2.7,90,3732.272797
2.8,0,2793.058434
2.8,30,2792.648863
2.8,60,2792.867061
2.8,90,2793.326726
2.9,0,2066.260624
2.9,30,2065.889105
2.9,60,2066.094429
2.9,90,2066.549801
3.0,0,1508.192904
3.0,30,1507.850483
3.0,60,1508.046216
3.0,90,1508.496169
3.1,0,1083.340267
3.1,30,1083.020766
3.1,60,1083.2096
3.1,90,1083.656145
3.2,0,762.902466
3.2,30,762.598597
3.2,60,762.782571
3.2,90,763.226025
3.3,0,523.693964
3.3,30,523.402708
3.3,60,523.58253
3.3,90,524.024351
3.4,0,347.181146
3.4,30,346.897592
3.4,60,347.074328
3.4,90,347.515924
3.5,0,218.64832
3.5,30,218.371183
3.5,60,218.54662
3.5,90,218.985697
3.6,0,126.493794
3.6,30,126.22135
3.6,60,126.394068
3.6,90,126.83394
3.7,0,61.637219
3.7,30,61.366865
3.7,60,61.539635
3.7,90,61.979215
3.8,0,17.035467
3.8,30,16.766831
3.8,60,16.938821
3.8,90,17.378554
3.9,0,-12.72212
3.9,30,-12.988783
3.9,60,-12.817235
3.9,90,-12.377264
4.0,0,-31.744786
4.0,30,-32.011779
4.0,60,-31.839882
4.0,90,-31.401041
4.1,0,-43.124505
4.1,30,-43.391423
4.1,60,-43.220054
4.1,90,-42.781111
4.2,0,-49.164004
4.2,30,-49.430389
4.2,60,-49.258997
4.2,90,-48.819276
4.3,0,-51.558185
4.3,30,-51.825497
4.3,60,-51.653999
4.3,90,-51.214298
4.4,0,-51.539257
4.4,30,-51.806924
4.4,60,-51.634862
4.4,90,-51.194442
4.5,0,-49.982884
4.5,30,-50.251412
4.5,60,-50.07902
4.5,90,-49.638953
4.6,0,-47.501064
4.6,30,-47.770022
4.6,60,-47.597913
4.6,90,-47.1573
4.7,0,-44.510554
4.7,30,-44.780684
4.7,60,-44.608013
4.7,90,-44.166434
4.8,0,-41.293067
4.8,30,-41.563426
4.8,60,-41.39033
4.8,90,-40.94962
4.9,0,-38.035179
4.9,30,-38.306317
