R,phi,E
4.9,60,-38.132743
4.9,90,-37.691776
5.0,0,-34.859895
5.0,30,-35.131197
5.0,60,-34.957872
5.0,90,-34.517129
5.1,0,-31.846978
5.1,30,-32.11885
5.1,60,-31.94511
5.1,90,-31.502929
5.2,0,-29.042025
5.2,30,-29.314343
5.2,60,-29.141051
5.2,90,-28.69932
5.3,0,-26.472525
5.3,30,-26.74474
5.3,60,-26.572041
5.3,90,-26.129056
5.4,0,-24.148211
5.4,30,-24.420557
5.4,60,-24.247255
5.4,90,-23.805484
5.5,0,-22.067032
5.5,30,-22.340586
5.5,60,-22.166633
5.5,90,-21.724474
5.6,0,-20.220619
5.6,30,-20.493614
5.6,60,-20.319782
5.6,90,-19.877683
5.7,0,-18.593303
5.7,30,-18.866945
5.7,60,-18.692357
5.7,90,-18.250287
5.8,0,-17.166247
5.8,30,-17.439871
5.8,60,-17.265317
5.8,90,-16.822951
5.9,0,-15.917842
5.9,30,-16.19287
5.9,60,-16.018033
5.9,90,-15.575367
6.0,0,-14.827207
6.0,30,-15.101575
6.0,60,-14.927686
6.0,90,-14.485174
6.2,0,-13.036285
6.2,30,-13.310119
6.2,60,-13.135608
6.2,90,-12.693505
6.4,0,-11.644052
6.4,30,-11.9192
6.4,60,-11.74448
6.4,90,-11.302575
6.6,0,-10.541481
6.6,30,-10.816667
6.6,60,-10.642066
6.6,90,-10.199384
6.8,0,-9.649101
6.8,30,-9.92345
6.8,60,-9.748764
6.8,90,-9.306005
7.0,0,-8.905544
7.0,30,-9.180353
7.0,60,-9.005786
7.0,90,-8.563236
7.2,0,-8.270413
7.2,30,-8.545865
7.2,60,-8.371335
7.2,90,-7.928361
7.4,0,-7.715681
7.4,30,-7.991028
7.4,60,-7.81653
7.4,90,-7.37387
7.6,0,-7.223921
7.6,30,-7.49956
7.6,60,-7.324583
7.6,90,-6.882262
7.8,0,-6.787229
7.8,30,-7.062389
7.8,60,-6.888427
7.8,90,-6.444931
8.0,0,-6.398426
8.0,30,-6.673959
8.0,60,-6.499351
8.0,90,-6.05575
8.2,0,-6.053451
8.2,30,-6.328934
8.2,60,-6.154059
8.2,90,-5.7113
8.4,0,-5.745141
8.4,30,-6.021333
8.4,60,-5.846368
8.4,90,-5.403702
8.6,0,-5.470201
8.6,30,-5.747086
8.6,60,-5.571264
8.6,90,-5.12912
8.8,0,-5.222832
8.8,30,-5.499077
8.8,60,-5.323774
8.8,90,-4.88068
9.0,0,-4.999515
9.0,30,-5.274902
9.0,60,-5.100478
9.0,90,-4.657363
9.5,0,-4.526971
9.5,30,-4.80321
9.5,60,-4.628641
9.5,90,-4.185263
10.0,0,-4.155054
10.0,30,-4.431396
10.0,60,-4.25609
10.0,90,-3.813066
10.5,0,-3.854755
10.5,30,-4.130336
10.5,60,-3.956164
10.5,90,-3.512967
11.0,0,-3.605621
11.0,30,-3.882068
11.0,60,-3.707406
11.0,90,-3.264854
11.5,0,-3.397653
11.5,30,-3.673338
11.5,60,-3.498307
11.5,90,-3.055802
12.0,0,-3.217791
12.0,30,-3.494225
12.0,60,-3.319892
12.0,90,-2.876237
12.5,0,-3.062104
12.5,30,-3.337593
12.5,60,-3.162689
12.5,90,-2.720354
13.0,0,-2.922946
13.0,30,-3.199305
13.0,60,-3.024368
13.0,90,-2.581448
13.5,0,-2.798578
13.5,30,-3.074088
13.5,60,-2.900484
13.5,90,-2.457043
14.0,0,-2.685538
14.0,30,-2.961866
14.0,60,-2.786649
14.0,90,-2.343635
14.5,0,-2.582198
14.5,30,-2.858118
14.5,60,-2.683188
14.5,90,-2.240469
15.0,0,-2.486907
15.0,30,-2.762701
15.0,60,-2.587766
15.0,90,-2.145688
16.0,0,-2.316612
16.0,30,-2.593057
16.0,60,-2.418517
16.0,90,-1.975116
17.0,0,-2.16979
17.0,30,-2.445843
17.0,60,-2.270706
17.0,90,-1.827283
18.0,0,-2.039592
18.0,30,-2.316183
18.0,60,-2.141193
18.0,90,-1.697793
19.0,0,-1.925367
19.0,30,-2.201226
19.0,60,-2.026476
19.0,90,-1.583636
20.0,0,-1.822291
20.0,30,-2.098154
20.0,60,-1.923216
20.0,90,-1.480442
21.0,0,-1.728972
21.0,30,-2.005277
21.0,60,-1.829969
21.0,90,-1.387662
22.0,0,-1.644823
22.0,30,-1.921305
22.0,60,-1.746278
22.0,90,-1.303596
23.0,0,-1.569821
23.0,30,-1.845617
23.0,60,-1.671036
23.0,90,-1.228067
24.0,0,-1.501818
24.0,30,-1.776987
24.0,60,-1.602721
24.0,90,-1.159829
25.0,0,-1.437528
25.0,30,-1.714401
25.0,60,-1.539723
25.0,90,-1.096389
50.0,0,-0.696623
50.0,30,-0.972123
50.0,60,-0.797715
50.0,90,-0.354738
100.0,0,-0.335672
100.0,30,-0.611477
100.0,60,-0.437153
100.0,90,0.005813
