R,theta2,E
2.5,0,1036677.989937
2.5,30,968322.299467
2.5,60,852293.735265
2.5,90,802306.750313
2.6,0,888807.982437
2.6,30,871408.320147
2.6,60,841136.020901
2.6,90,827884.476782
2.7,0,1156733.159075
2.7,30,1024550.13659
2.7,60,813738.495163
2.7,90,728085.105232
2.8,0,2187662.092959
2.8,30,1395906.222668
2.8,60,734932.751623
2.8,90,554315.532643
2.9,30,1700664.694904
2.9,60,586328.611916
2.9,90,377388.370214
3.0,30,1451541.224115
3.0,60,413633.372495
3.0,90,236546.263838
3.1,0,2879314.763871
3.1,30,948553.355405
3.1,60,266941.153538
3.1,90,138941.64633
3.2,0,1214744.570557
3.2,30,566995.850687
3.2,60,162886.213243
3.2,90,77306.366029
3.3,0,626589.771544
3.3,30,332286.596505
3.3,60,96738.639828
3.3,90,41604.296327
3.4,0,348269.587737
3.4,30,196324.04126
3.4,60,58193.826668
3.4,90,23333.959489
3.5,0,204742.186936
3.5,30,119947.918453
3.5,60,38024.057975
3.5,90,16278.986507
3.6,0,128861.169215
3.6,30,78446.616822
3.6,60,29483.614762
3.6,90,16147.779882
3.7,0,88973.310886
3.7,30,57094.929162
3.7,60,27984.452436
3.7,90,20052.714404
3.8,0,68889.788161
3.8,30,47174.734025
3.8,60,30454.357418
3.8,90,26073.657764
3.9,0,59818.032
3.9,30,43186.961266
3.9,60,34833.719013
3.9,90,32915.100556
4.0,0,56824.974271
4.0,30,40776.275683
4.0,60,39320.657065
4.0,90,39804.65916
4.1,0,57072.38663
4.1,30,34394.734351
4.1,60,35586.748834
4.1,90,46123.904139
4.2,0,26468.264894
4.2,30,26622.489346
4.2,60,27418.585668
4.2,90,51835.249589
4.3,0,20151.682382
4.3,30,20354.927132
4.3,60,20938.151984
4.3,90,21312.034674
4.4,0,15181.753243
4.4,30,15378.291252
4.4,60,15872.664324
4.4,90,16101.79213
4.5,0,11353.079306
4.5,30,11566.614755
4.5,60,11943.11373
4.5,90,12094.868222
4.6,0,8439.492919
4.6,30,8624.375638
4.6,60,8922.145676
4.6,90,9033.508706
4.7,0,6207.297154
4.7,30,6367.485889
4.7,60,6617.701728
4.7,90,6708.886334
4.8,0,4509.747542
4.8,30,4651.388678
4.8,60,4872.289596
4.8,90,4953.699237
4.9,0,3229.940782
4.9,30,3357.308963
4.9,60,3559.167147
4.9,90,3635.846784
5.0,0,2273.4468
5.0,30,2389.526121
5.0,60,2577.887586
5.0,90,2651.995146
5.1,0,1565.216012
5.1,30,1671.993372
5.1,60,1849.611443
5.1,90,1921.871506
5.2,0,1046.162732
5.2,30,1144.902971
5.2,60,1312.968875
5.2,90,1383.42553
5.3,0,670.155956
5.3,30,761.65477
5.3,60,920.534541
5.3,90,988.874535
5.4,0,401.501245
5.4,30,486.248747
5.4,60,635.872194
5.4,90,701.59496
5.5,0,212.76991
5.5,30,291.057662
5.5,60,431.155562
5.5,90,493.707759
5.6,0,82.983515
5.6,30,154.998222
5.6,60,285.269363
5.6,90,344.166837
5.7,0,-3.831323
5.7,30,62.078711
5.7,60,182.327378
5.7,90,237.222056
5.8,0,-59.751226
5.8,30,0.259622
5.8,60,110.483969
5.8,90,161.188191
5.9,0,-93.819215
5.9,30,-39.435254
5.9,60,60.983284
5.9,90,107.458166
6.0,0,-112.719253
6.0,30,-63.623894
6.0,60,27.403533
6.0,90,69.734441
6.2,0,-123.105296
6.2,30,-83.400764
6.2,60,-9.388825
6.2,90,25.277132
6.4,0,-115.376724
6.4,30,-83.425192
6.4,60,-23.663249
6.4,90,4.502148
6.6,0,-101.467821
6.6,30,-75.742023
6.6,60,-27.45659
6.6,90,-4.572025
6.8,0,-86.728657
6.8,30,-65.901991
6.8,60,-26.685062
6.8,90,-8.01954
7.0,0,-73.266392
7.0,30,-56.269334
7.0,60,-24.185308
7.0,90,-8.863588
7.2,0,-61.723679
7.2,30,-47.731859
7.2,60,-21.253434
7.2,90,-8.566458
7.4,0,-52.113218
7.4,30,-40.495772
7.4,60,-18.433321
7.4,90,-7.818456
7.6,0,-44.207362
7.6,30,-34.469475
7.6,60,-15.918349
7.6,90,-6.951671
7.8,0,-37.724379
7.8,30,-29.477984
7.8,60,-13.755829
7.8,90,-6.123732
8.0,0,-32.403989
8.0,30,-25.350413
8.0,60,-11.935846
8.0,90,-5.403071
8.2,0,-28.022872
8.2,30,-21.942602
8.2,60,-10.424032
8.2,90,-4.80951
8.4,0,-24.398341
8.4,30,-19.127963
8.4,60,-9.182015
8.4,90,-4.334453
8.6,0,-21.38267
8.6,30,-16.799042
8.6,60,-8.166839
