R	0	30	60	90
2.5	6150.070862	6129.963483	6100.278606	6116.505876
2.6	4684.947636	4670.195078	4649.571702	4665.323115
2.7	3534.233826	3523.510353	3509.487959	3524.169302
2.8	2637.914515	2630.172635	2620.807378	2633.898022
2.9	1945.532638	1939.957226	1933.761228	1944.89807
3.0	1415.253947	1411.225982	1407.091185	1416.087457
3.1	1012.763092	1009.821611	1006.960259	1013.794341
3.2	710.179318	707.98992	705.87136	710.66434
3.3	485.049185	483.378857	481.670114	484.644681
3.4	319.449937	318.140199	316.65516	318.095664
3.5	199.202703	198.149808	196.794481	197.005067
3.6	113.190118	112.325804	111.063739	110.33592
3.7	52.776163	52.05556	50.875167	49.465993
3.8	11.307992	10.699806	9.602468	7.721565
3.9	-16.295104	-16.815172	-17.826944	-20.012395
4.0	-33.877936	-34.328672	-35.255089	-37.618058
4.1	-44.324251	-44.719826	-45.565628	-48.01126
4.2	-49.773289	-50.130166	-50.903354	-53.364862
4.3	-51.793195	-52.124137	-52.840085	-55.275213
4.4	-51.518532	-51.835813	-52.512693	-54.900052
4.5	-49.763198	-50.076759	-50.731247	-53.063763
4.6	-47.098438	-47.418331	-48.065344	-50.344217
4.7	-43.929375	-44.260295	-44.910122	-47.137424
4.8	-40.532242	-40.877684	-41.536485	-43.711941
4.9	-37.096826	-37.45815	-38.130267	-40.251563
5.0	-33.751628	-34.128387	-34.811706	-36.879361
5.1	-30.575759	-30.967838	-31.662005	-33.672789
5.2	-27.621897	-28.027939	-28.72894	-30.680841
5.3	-24.914746	-25.33376	-26.040911	-27.931684
5.4	-22.46709	-22.898161	-23.606472	-25.436456
5.5	-20.277542	-20.718573	-21.427589	-23.196813
5.6	-18.336959	-18.786659	-19.493914	-21.201771
5.7	-16.628419	-17.086434	-17.791032	-19.437662
5.8	-15.131744	-15.597582	-16.29635	-17.882029
5.9	-13.826198	-14.297411	-14.99034	-16.516239
6.0	-12.686598	-13.16235	-13.848214	-15.315144
6.2	-10.825678	-11.308284	-11.973528	-13.323462
6.4	-9.400766	-9.886073	-10.524408	-11.75773
6.6	-8.3017	-8.785564	-9.39122	-10.510741
6.8	-7.448607	-7.928412	-8.495031	-9.503306
7.0	-6.77966	-7.251712	-7.776907	-8.676055
7.2	-6.24598	-6.710138	-7.190196	-7.983409
7.4	-5.813163	-6.265249	-6.700941	-7.392006
7.6	-5.455179	-5.895702	-6.287051	-6.879512
7.8	-5.154057	-5.584735	-5.930834	-6.431663
8.0	-4.898296	-5.317984	-5.621905	-6.037256
8.2	-4.67967	-5.087912	-5.352977	-5.690599
8.4	-4.489078	-4.887975	-5.115769	-5.381884
8.6	-4.322792	-4.711008	-4.905706	-5.107432
8.8	-4.175587	-4.55492	-4.71836	-4.862367
9.0	-4.043964	-4.415447	-4.550206	-4.640121
9.5	-3.769083	-4.123775	-4.196696	-4.176921
10.0	-3.550742	-3.889527	-3.915113	-3.809678
10.5	-3.369147	-3.696208	-3.684033	-3.512188
11.0	-3.212922	-3.530702	-3.488862	-3.266577
11.5	-3.075781	-3.387263	-3.321078	-3.057274
12.0	-2.95274	-3.258136	-3.173786	-2.879033
12.5	-2.841747	-3.14253	-3.042837	-2.722336
13.0	-2.73914	-3.035422	-2.924206	-2.583188
13.5	-2.644179	-2.936817	-2.815147	-2.458423
14.0	-2.554566	-2.845284	-2.715258	-2.344584
14.5	-2.47078	-2.759329	-2.622578	-2.24
15.0	-2.391829	-2.67773	-2.535858	-2.14495
16.0	-2.246073	-2.5297	-2.379953	-1.974757
17.0	-2.115373	-2.398287	-2.240237	-1.827207
18.0	-1.999042	-2.279786	-2.118639	-1.696591
19.0	-1.892537	-2.172603	-2.008045	-1.582093
20.0	-1.796467	-2.074884	-1.909192	-1.478857
21.0	-1.707885	-1.986782	-1.818139	-1.385868
22.0	-1.6293	-1.90663	-1.737486	-1.303104
23.0	-1.556679	-1.83369	-1.663244	-1.227069
24.0	-1.489385	-1.766807	-1.595371	-1.158513
25.0	-1.428633	-1.706043	-1.533229	-1.095067
50.0	-0.693468	-0.969887	-0.79507	-0.352465
100.0	-0.332985	-0.609347	-0.434846	0.008253
