R,phi,E
7.0,0,-73.266392
7.0,30,-73.266392
7.0,60,-73.266392
7.0,90,-73.266392
7.2,0,-61.723679
7.2,30,-61.723679
7.2,60,-61.723679
7.2,90,-61.723679
7.4,0,-52.113218
7.4,30,-52.113218
7.4,60,-52.113218
7.4,90,-52.113218
7.6,0,-44.207362
7.6,30,-44.207362
7.6,60,-44.207362
7.6,90,-44.207362
7.8,0,-37.724379
7.8,30,-37.724379
7.8,60,-37.724379
7.8,90,-37.724379
8.0,0,-32.403989
8.0,30,-32.403989
8.0,60,-32.403989
8.0,90,-32.403989
8.2,0,-28.022872
8.2,30,-28.022872
8.2,60,-28.022872
8.2,90,-28.022872
8.4,0,-24.398341
8.4,30,-24.398341
8.4,60,-24.398341
8.4,90,-24.398341
8.6,0,-21.38267
8.6,30,-21.38267
8.6,60,-21.38267
8.6,90,-21.38267
8.8,0,-18.854946
8.8,30,-18.854946
8.8,60,-18.854946
8.8,90,-18.854946
9.0,0,-16.721259
9.0,30,-16.721259
9.0,60,-16.721259
9.0,90,-16.721259
9.5,0,-12.689017
9.5,30,-12.689017
9.5,60,-12.689017
9.5,90,-12.689017
10.0,0,-9.966668
10.0,30,-9.966668
10.0,60,-9.966668
10.0,90,-9.966668
10.5,0,-8.064034
10.5,30,-8.064034
10.5,60,-8.064034
10.5,90,-8.064034
11.0,0,-6.68203
11.0,30,-6.68203
11.0,60,-6.68203
11.0,90,-6.682029
11.5,0,-5.65444
11.5,30,-5.65444
11.5,60,-5.65444
11.5,90,-5.65444
12.0,0,-4.878292
12.0,30,-4.878292
12.0,60,-4.878292
12.0,90,-4.878292
12.5,0,-4.283348
12.5,30,-4.283348
12.5,60,-4.283348
12.5,90,-4.283348
13.0,0,-3.818633
13.0,30,-3.818633
13.0,60,-3.818633
13.0,90,-3.818633
13.5,0,-3.448555
13.5,30,-3.448555
13.5,60,-3.448555
13.5,90,-3.448555
14.0,0,-3.147935
14.0,30,-3.147935
14.0,60,-3.147935
14.0,90,-3.147935
14.5,0,-2.899254
14.5,30,-2.899254
14.5,60,-2.899254
14.5,90,-2.899254
15.0,0,-2.69038
15.0,30,-2.69038
15.0,60,-2.690381
15.0,90,-2.69038
16.0,0,-2.357019
16.0,30,-2.357019
16.0,60,-2.357019
16.0,90,-2.357019
17.0,0,-2.103147
17.0,30,-2.103146
17.0,60,-2.103147
17.0,90,-2.103147
18.0,0,-1.901734
18.0,30,-1.901734
18.0,60,-1.901734
18.0,90,-1.901734
19.0,0,-1.735314
19.0,30,-1.735315
19.0,60,-1.735314
19.0,90,-1.735315
20.0,0,-1.596926
20.0,30,-1.596926
20.0,60,-1.596927
20.0,90,-1.596926
21.0,0,-1.478104
21.0,30,-1.478104
21.0,60,-1.478104
21.0,90,-1.478104
22.0,0,-1.376259
22.0,30,-1.376259
22.0,60,-1.376259
22.0,90,-1.376259
23.0,0,-1.285786
23.0,30,-1.285786
23.0,60,-1.285786
23.0,90,-1.285786
24.0,0,-1.206022
24.0,30,-1.206022
24.0,60,-1.206022
24.0,90,-1.206022
25.0,0,-1.135532
25.0,30,-1.135532
25.0,60,-1.135531
25.0,90,-1.135532
50.0,0,-0.362087
50.0,30,-0.362087
50.0,60,-0.362088
50.0,90,-0.362088
100.0,0,-0.000389
100.0,30,-0.000389
100.0,60,-0.000389
100.0,90,-0.000389
