R,phi,E
5.7,90,237.222217
5.8,0,161.188451
5.8,30,161.188451
5.8,60,161.188451
5.8,90,161.188451
5.9,0,107.45795
5.9,30,107.45795
5.9,60,107.45795
5.9,90,107.45795
6.0,0,69.734359
6.0,30,69.734359
6.0,60,69.734359
6.0,90,69.734359
6.2,0,25.27697
6.2,30,25.27697
6.2,60,25.27697
6.2,90,25.27697
6.4,0,4.502412
6.4,30,4.502412
6.4,60,4.502412
6.4,90,4.502412
6.6,0,-4.571336
6.6,30,-4.571336
6.6,60,-4.571336
6.6,90,-4.571336
6.8,0,-8.019266
6.8,30,-8.019266
6.8,60,-8.019266
6.8,90,-8.019266
7.0,0,-8.863496
7.0,30,-8.863496
7.0,60,-8.863496
7.0,90,-8.863496
7.2,0,-8.566159
7.2,30,-8.566159
7.2,60,-8.566159
7.2,90,-8.566159
7.4,0,-7.819101
7.4,30,-7.819101
7.4,60,-7.819101
7.4,90,-7.819101
7.6,0,-6.951882
7.6,30,-6.951882
7.6,60,-6.951882
7.6,90,-6.951882
7.8,0,-6.1229
7.8,30,-6.1229
7.8,60,-6.122901
7.8,90,-6.1229
8.0,0,-5.402955
8.0,30,-5.402955
8.0,60,-5.402954
8.0,90,-5.402955
8.2,0,-4.809315
8.2,30,-4.809315
8.2,60,-4.809315
8.2,90,-4.809315
8.4,0,-4.334208
8.4,30,-4.334208
8.4,60,-4.334209
8.4,90,-4.334209
8.6,0,-3.962897
8.6,30,-3.962897
8.6,60,-3.962897
8.6,90,-3.962897
8.8,0,-3.678834
8.8,30,-3.678834
8.8,60,-3.678834
8.8,90,-3.678834
9.0,0,-3.465519
9.0,30,-3.465519
9.0,60,-3.465519
9.0,90,-3.465519
9.5,0,-3.135092
9.5,30,-3.135092
9.5,60,-3.135092
9.5,90,-3.135092
10.0,0,-2.94604
10.0,30,-2.94604
10.0,60,-2.946039
10.0,90,-2.946039
10.5,0,-2.815112
10.5,30,-2.815112
10.5,60,-2.815112
10.5,90,-2.815112
11.0,0,-2.710715
11.0,30,-2.710715
11.0,60,-2.710715
11.0,90,-2.710715
11.5,0,-2.613986
11.5,30,-2.613986
11.5,60,-2.613986
11.5,90,-2.613986
12.0,0,-2.517621
12.0,30,-2.517621
12.0,60,-2.517621
12.0,90,-2.517621
12.5,0,-2.42384
12.5,30,-2.42384
12.5,60,-2.42384
12.5,90,-2.42384
13.0,0,-2.335025
13.0,30,-2.335025
13.0,60,-2.335025
13.0,90,-2.335025
13.5,0,-2.251385
13.5,30,-2.251385
13.5,60,-2.251385
13.5,90,-2.251385
14.0,0,-2.172383
14.0,30,-2.172383
14.0,60,-2.172383
14.0,90,-2.172383
14.5,0,-2.096662
14.5,30,-2.096662
14.5,60,-2.096662
14.5,90,-2.096662
15.0,0,-2.025007
15.0,30,-2.025007
15.0,60,-2.025007
15.0,90,-2.025007
16.0,0,-1.889634
16.0,30,-1.889634
16.0,60,-1.889634
16.0,90,-1.889634
17.0,0,-1.766421
17.0,30,-1.766421
17.0,60,-1.766421
17.0,90,-1.766421
18.0,0,-1.653873
18.0,30,-1.653873
18.0,60,-1.653873
18.0,90,-1.653873
19.0,0,-1.550354
19.0,30,-1.550354
19.0,60,-1.550354
19.0,90,-1.550354
20.0,0,-1.455868
20.0,30,-1.455868
20.0,60,-1.455868
20.0,90,-1.455868
21.0,0,-1.37046
21.0,30,-1.37046
21.0,60,-1.37046
21.0,90,-1.37046
22.0,0,-1.291595
22.0,30,-1.291594
22.0,60,-1.291595
22.0,90,-1.291595
23.0,0,-1.21964
23.0,30,-1.21964
23.0,60,-1.21964
23.0,90,-1.21964
24.0,0,-1.154052
24.0,30,-1.154052
24.0,60,-1.154052
24.0,90,-1.154052
25.0,0,-1.093154
25.0,30,-1.093155
25.0,60,-1.093155
25.0,90,-1.093155
50.0,0,-0.360652
50.0,30,-0.360652
50.0,60,-0.360652
50.0,90,-0.360652
100.0,0,-7e-05
100.0,30,-7e-05
100.0,60,-7e-05
100.0,90,-7e-05
