R,phi,E
2.5,0,802306.750595
2.5,30,802306.750596
2.5,60,802306.750595
2.5,90,802306.750595
2.6,0,827884.476414
2.6,30,827884.476414
2.6,60,827884.476415
2.6,90,827884.476415
2.7,0,728085.105155
2.7,30,728085.105156
2.7,60,728085.105156
2.7,90,728085.105156
2.8,0,554315.532757
2.8,30,554315.532757
2.8,60,554315.532757
2.8,90,554315.532757
2.9,0,377388.369888
2.9,30,377388.369888
2.9,60,377388.369888
2.9,90,377388.369888
3.0,0,236546.26391
3.0,30,236546.26391
3.0,60,236546.26391
3.0,90,236546.26391
3.1,0,138941.646027
3.1,30,138941.646027
3.1,60,138941.646027
3.1,90,138941.646027
3.2,0,77306.36582
3.2,30,77306.365821
3.2,60,77306.365821
3.2,90,77306.36582
3.3,0,41604.296426
3.3,30,41604.296426
3.3,60,41604.296426
3.3,90,41604.296426
3.4,0,23333.959275
3.4,30,23333.959276
3.4,60,23333.959275
3.4,90,23333.959275
3.5,0,16278.986566
3.5,30,16278.986566
3.5,60,16278.986566
3.5,90,16278.986566
3.6,0,16147.780035
3.6,30,16147.780035
3.6,60,16147.780034
3.6,90,16147.780035
3.7,0,20052.714055
3.7,30,20052.714055
3.7,60,20052.714055
3.7,90,20052.714055
3.8,0,26073.657559
3.8,30,26073.657559
3.8,60,26073.657559
3.8,90,26073.657559
3.9,0,32915.10032
3.9,30,32915.10032
3.9,60,32915.10032
3.9,90,32915.10032
4.0,0,39804.659376
4.0,30,39804.659376
4.0,60,39804.659376
4.0,90,39804.659376
4.1,0,46123.904327
4.1,30,46123.904327
4.1,60,46123.904327
4.1,90,46123.904327
4.2,0,51835.249402
4.2,30,51835.249402
4.2,60,51835.249402
4.2,90,51835.249402
4.3,0,21312.034993
4.3,30,21312.034993
4.3,60,21312.034993
4.3,90,21312.034993
4.4,0,16101.792237
4.4,30,16101.792237
4.4,60,16101.792237
4.4,90,16101.792237
4.5,0,12094.86852
4.5,30,12094.86852
4.5,60,12094.86852
4.5,90,12094.86852
4.6,0,9033.509005
4.6,30,9033.509005
4.6,60,9033.509005
4.6,90,9033.509005
4.7,0,6708.886099
4.7,30,6708.886099
4.7,60,6708.886099
4.7,90,6708.886099
4.8,0,4953.699036
4.8,30,4953.699036
4.8,60,4953.699036
4.8,90,4953.699036
4.9,0,3635.847298
4.9,30,3635.847298
4.9,60,3635.847298
4.9,90,3635.847298
5.0,0,2651.99494
5.0,30,2651.99494
5.0,60,2651.99494
5.0,90,2651.99494
5.1,0,1921.871393
5.1,30,1921.871393
5.1,60,1921.871393
5.1,90,1921.871393
5.2,0,1383.425695
5.2,30,1383.425695
5.2,60,1383.425695
5.2,90,1383.425695
5.3,0,988.874469
5.3,30,988.874469
5.3,60,988.874469
5.3,90,988.874469
5.4,0,701.595074
5.4,30,701.595074
5.4,60,701.595074
5.4,90,701.595074
5.5,0,493.708097
5.5,30,493.708097
5.5,60,493.708097
5.5,90,493.708097
5.6,0,344.16662
5.6,30,344.16662
5.6,60,344.16662
5.6,90,344.16662
5.7,0,237.222217
5.7,30,237.222217
5.7,60,237.222217
