R	0	30	60	90	120	150	180
2.5	1036677.989937	25061.536352	6467.004251	1928.257608	6467.004308	25061.536025	1036677.989494
2.6	888807.982437	21404.231916	4935.314624	1340.583791	4935.314498	21404.232165	888807.982288
2.7	1156733.159075	18662.277456	3731.567737	909.169677	3731.568186	18662.277372	1156733.1593
2.8	2187662.092959	16569.941444	2792.648863	596.710783	2792.647863	16569.941449	2187662.092468
2.9		14926.570234	2065.889105	373.853783	2065.889365	14926.570532	
3.0		13594.363012	1507.850483	217.725568	1507.850105	13594.362747	
3.1	2879314.763871	12416.410112	1083.020766	110.664353	1083.020011	12416.410195	2879314.764306
3.2	1214744.570557	11285.469083	762.598597	39.182348	762.598827	11285.46937	1214744.570483
3.3	626589.771544	10162.582209	523.402708	-6.898757	523.402378	10162.582071	626589.771548
3.4	348269.587737	9065.325842	346.897592	-35.163263	346.898405	9065.326201	348269.587445
3.5	204742.186936	7985.096745	218.371183	-51.177191	218.370853	7985.096521	204742.18764
3.6	128861.169215	6925.665719	126.22135	-58.970563	126.221232	6925.666154	128861.16961
3.7	88973.310886	5907.801775	61.366865	-61.409176	61.366913	5907.801639	88973.310847
3.8	68889.788161	4955.945577	16.766831	-60.496354	16.766971	4955.944702	68889.788543
3.9	59818.032	4090.102544	-12.988783	-57.594408	-12.988686	4090.102614	59818.031996
4.0	56824.974271	3322.538479	-32.011779	-53.612376	-32.011889	3322.538438	56824.973874
4.1	57072.38663	2658.133309	-43.391423	-49.142091	-43.391474	2658.133494	57072.386879
4.2	26468.264894	2093.727109	-49.430389	-44.560331	-49.430762	2093.726912	26468.265017
4.3	20151.682382	1623.463569	-51.825497	-40.104781	-51.82571	1623.4633	20151.682188
4.4	15181.753243	1238.024359	-51.806924	-35.914781	-51.807347	1238.023738	15181.753414
4.5	11353.079306	927.035143	-50.251412	-32.06913	-50.251601	927.034974	11353.079319
4.6	8439.492919	679.763559	-47.770022	-28.596818	-47.770089	679.763404	8439.4935
4.7	6207.297154	485.966406	-44.780684	-25.50315	-44.781128	485.9665	6207.297409
4.8	4509.747542	336.289325	-41.563426	-22.774727	-41.563304	336.288931	4509.747075
4.9	3229.940782	222.447153	-38.306317	-20.385697	-38.305976	222.447113	3229.940473
5.0	2273.4468	137.272283	-35.131197	-18.31392	-35.131123	137.272348	2273.446898
5.1	1565.216012	74.68898	-32.11885	-16.527662	-32.117869	74.688737	1565.216025
5.2	1046.162732	29.634596	-29.314343	-14.997066	-29.314071	29.634042	1046.162663
5.3	670.155956	-2.026486	-26.74474	-13.68946	-26.74499	-2.026327	670.156138
5.4	401.501245	-23.60726	-24.420557	-12.577296	-24.420999	-23.607658	401.501404
5.5	212.76991	-37.721525	-22.340586	-11.631266	-22.340625	-37.721372	212.770222
5.6	82.983515	-46.394632	-20.493614	-10.824916	-20.494018	-46.394725	82.983671
5.7	-3.831323	-51.176941	-18.866945	-10.138345	-18.866483	-51.176746	-3.83166
5.8	-59.751226	-53.236211	-17.439871	-9.551824	-17.440002	-53.236333	-59.75116
5.9	-93.819215	-53.438414	-16.19287	-9.04715	-16.192428	-53.438311	-93.819325
6.0	-112.719253	-52.413997	-15.101575	-8.610532	-15.101205	-52.413951	-112.719063
6.2	-123.105296	-48.344139	-13.310119	-7.898038	-13.309889	-48.343664	-123.105101
6.4	-115.376724	-43.221513	-11.9192	-7.325019	-11.918939	-43.22153	-115.376746
6.6	-101.467821	-38.08573	-10.816667	-6.835342	-10.816895	-38.085423	-101.468351
6.8	-86.728657	-33.385541	-9.92345	-6.394853	-9.923694	-33.38574	-86.728786
7.0	-73.266392	-29.270269	-9.180353	-5.9935	-9.17997	-29.269995	-73.266082
7.2	-61.723679	-25.747578	-8.545865	-5.63249	-8.546086	-25.747503	-61.723556
7.4	-52.113218	-22.764621	-7.991028	-5.312684	-7.991371	-22.764325	-52.113362
7.6	-44.207362	-20.242846	-7.49956	-5.036925	-7.499621	-20.243047	-44.207455
7.8	-37.724379	-18.10413	-7.062389	-4.80016	-7.062397	-18.104446	-37.724625
8.0	-32.403989	-16.278802	-6.673959	-4.595283	-6.67381	-16.278868	-32.404058
8.2	-28.022872	-14.71177	-6.328934	-4.41753	-6.329058	-14.711909	-28.022886
8.4	-24.398341	-13.358412	-6.021333	-4.260162	-6.021252	-13.358793	-24.398502
8.6	-21.38267	-12.184617	-5.747086	-4.120705	-5.74677	-12.184887	-21.382669
8.8	-18.854946	-11.159199	-5.499077	-3.995456	-5.498854	-11.159572	-18.854897
9.0	-16.721259	-10.260772	-5.274902	-3.882768	-5.275035	-10.260412	-16.721136
9.5	-12.689017	-8.462651	-4.80321	-3.643683	-4.803277	-8.462381	-12.688987
10.0	-9.966668	-7.145407	-4.431396	-3.452047	-4.431321	-7.145227	-9.966573
10.5	-8.064034	-6.161226	-4.130336	-3.29278	-4.13052	-6.160984	-8.064181
11.0	-6.68203	-5.409105	-3.882068	-3.154554	-3.882263	-5.409449	-6.68191
11.5	-5.65444	-4.823328	-3.673338	-3.031503	-3.673344	-4.82323	-5.654236
12.0	-4.878292	-4.361666	-3.494225	-2.919361	-3.494135	-4.361748	-4.878432
12.5	-4.283348	-3.992528	-3.337593	-2.814902	-3.337663	-3.992643	-4.283036
13.0	-3.818633	-3.691459	-3.199305	-2.717106	-3.198963	-3.691477	-3.818766
13.5	-3.448555	-3.442196	-3.074088	-2.624937	-3.074368	-3.441945	-3.448663
14.0	-3.147935	-3.230594	-2.961866	-2.539305	-2.961688	-3.230484	-3.148105
14.5	-2.899254	-3.049681	-2.858118	-2.456594	-2.858314	-3.050019	-2.89935
15.0	-2.69038	-2.893743	-2.762701	-2.379872	-2.762263	-2.893367	-2.690056
16.0	-2.357019	-2.633267	-2.593057	-2.237042	-2.592952	-2.633262	-2.356992
17.0	-2.103146	-2.4255	-2.445843	-2.109224	-2.445386	-2.42593	-2.103385
18.0	-1.901734	-2.254225	-2.316183	-1.993593	-2.316556	-2.254226	-1.901381
19.0	-1.735315	-2.109587	-2.201226	-1.889393	-2.201322	-2.108969	-1.735215
20.0	-1.596926	-1.984459	-2.098154	-1.794784	-2.098312	-1.984366	-1.597078
21.0	-1.478104	-1.875791	-2.005277	-1.706202	-2.005	-1.875757	-1.477983
22.0	-1.376259	-1.780963	-1.921305	-1.62914	-1.921595	-1.781314	-1.376351
23.0	-1.285786	-1.696666	-1.845617	-1.556836	-1.845223	-1.696468	-1.286041
24.0	-1.206022	-1.621724	-1.776987	-1.489953	-1.776981	-1.621825	-1.206284
25.0	-1.135532	-1.553801	-1.714401	-1.429645	-1.714353	-1.554017	-1.135753
