R,phi,E
4.8,30,-63.140114
4.8,60,-56.313084
4.8,90,-52.617503
4.9,0,-61.507067
4.9,30,-58.507122
4.9,60,-51.97045
4.9,90,-48.412532
5.0,0,-56.839259
5.0,30,-54.003074
5.0,60,-47.771555
5.0,90,-44.358009
5.1,0,-52.381703
5.1,30,-49.713227
5.1,60,-43.792635
5.1,90,-40.528407
5.2,0,-48.188617
5.2,30,-45.686689
5.2,60,-40.081009
5.2,90,-36.966193
5.3,0,-44.288577
5.3,30,-41.951467
5.3,60,-36.656452
5.3,90,-33.690906
5.4,0,-40.692527
5.4,30,-38.516128
5.4,60,-33.525
5.4,90,-30.704589
5.5,0,-37.398619
5.5,30,-35.377562
5.5,60,-30.678805
5.5,90,-28.000835
5.6,0,-34.398046
5.6,30,-32.523597
5.6,60,-28.106719
5.6,90,-25.564394
5.7,0,-31.673446
5.7,30,-29.939512
5.7,60,-25.790636
5.7,90,-23.377445
5.8,0,-29.207763
5.8,30,-27.60536
5.8,60,-23.709065
5.8,90,-21.417475
5.9,0,-26.979865
5.9,30,-25.500019
5.9,60,-21.842089
5.9,90,-19.66684
6.0,0,-24.967896
6.0,30,-23.604224
6.0,60,-20.168422
6.0,90,-18.102598
6.2,0,-21.512669
6.2,30,-20.356412
6.2,60,-17.325817
6.2,90,-15.45772
6.4,0,-18.694211
6.4,30,-17.717015
6.4,60,-15.040023
6.4,90,-13.347286
6.6,0,-16.389068
6.6,30,-15.56697
6.6,60,-13.198321
6.6,90,-11.658138
6.8,0,-14.496762
6.8,30,-13.808849
6.8,60,-11.707286
6.8,90,-10.301036
7.0,0,-12.936585
7.0,30,-12.365092
7.0,60,-10.496537
7.0,90,-9.207003
7.2,0,-11.64144
7.2,30,-11.172106
7.2,60,-9.506939
7.2,90,-8.319478
7.4,0,-10.557253
7.4,30,-10.176749
7.4,60,-8.690927
7.4,90,-7.59277
7.6,0,-9.641347
7.6,30,-9.339934
7.6,60,-8.010236
7.6,90,-6.990769
7.8,0,-8.861428
7.8,30,-8.628437
7.8,60,-7.436358
7.8,90,-6.48526
8.0,0,-8.191779
8.0,30,-8.018371
8.0,60,-6.945219
8.0,90,-6.054813
8.2,0,-7.613555
8.2,30,-7.491877
8.2,60,-6.524521
8.2,90,-5.68505
8.4,0,-7.111788
8.4,30,-7.035281
8.4,60,-6.158069
8.4,90,-5.36435
8.6,0,-6.673451
8.6,30,-6.636925
8.6,60,-5.839017
8.6,90,-5.083976
8.8,0,-6.289127
8.8,30,-6.287957
8.8,60,-5.557969
8.8,90,-4.837808
9.0,0,-5.950886
9.0,30,-5.979321
9.0,60,-5.309684
9.0,90,-4.620069
9.5,0,-5.259298
9.5,30,-5.348442
9.5,60,-4.799014
9.5,90,-4.168644
10.0,0,-4.729875
10.0,30,-4.863027
10.0,60,-4.400084
10.0,90,-3.813184
10.5,0,-4.312237
10.5,30,-4.476224
10.5,60,-4.077688
10.5,90,-3.523104
11.0,0,-3.97383
11.0,30,-4.162574
11.0,60,-3.812133
11.0,90,-3.281172
11.5,0,-3.695547
11.5,30,-3.901138
11.5,60,-3.587075
11.5,90,-3.075238
12.0,0,-3.461264
12.0,30,-3.680586
12.0,60,-3.395254
12.0,90,-2.896427
12.5,0,-3.261236
12.5,30,-3.49208
12.5,60,-3.226505
12.5,90,-2.739124
13.0,0,-3.087134
13.0,30,-3.326421
13.0,60,-3.077878
13.0,90,-2.598364
13.5,0,-2.935
13.5,30,-3.180253
13.5,60,-2.944939
13.5,90,-2.471735
14.0,0,-2.79866
14.0,30,-3.04942
14.0,60,-2.824544
14.0,90,-2.356477
14.5,0,-2.676139
14.5,30,-2.932391
14.5,60,-2.715119
14.5,90,-2.251121
15.0,0,-2.566833
15.0,30,-2.825334
15.0,60,-2.615081
15.0,90,-2.154928
16.0,0,-2.374348
16.0,30,-2.637784
16.0,60,-2.438107
16.0,90,-1.981963
17.0,0,-2.21165
17.0,30,-2.478515
17.0,60,-2.284965
17.0,90,-1.832771
18.0,0,-2.0712
18.0,30,-2.340493
18.0,60,-2.152116
18.0,90,-1.701954
19.0,0,-1.948891
19.0,30,-2.219693
19.0,60,-2.034785
19.0,90,-1.587097
20.0,0,-1.841007
20.0,30,-2.11339
20.0,60,-1.930294
20.0,90,-1.483276
21.0,0,-1.745268
21.0,30,-2.018622
21.0,60,-1.837649
21.0,90,-1.391605
22.0,0,-1.66011
22.0,30,-1.933819
22.0,60,-1.753344
22.0,90,-1.308412
23.0,0,-1.581737
23.0,30,-1.856494
23.0,60,-1.677372
23.0,90,-1.232306
24.0,0,-1.510785
24.0,30,-1.784799
24.0,60,-1.607446
24.0,90,-1.162469
25.0,0,-1.446007
25.0,30,-1.720423
25.0,60,-1.543379
25.0,90,-1.099237
50.0,0,-0.696543
50.0,30,-0.97278
50.0,60,-0.797224
50.0,90,-0.354656
100.0,0,-0.33588
100.0,30,-0.61151
100.0,60,-0.436817
100.0,90,0.005672
