R,phi,E
2.5,0,5677.651553
2.5,30,5545.139614
2.5,60,5294.036381
2.5,90,5172.919632
2.6,0,4337.216219
2.6,30,4230.817511
2.6,60,4029.162602
2.6,90,3932.797046
2.7,0,3277.551133
2.7,30,3193.135162
2.7,60,3033.193029
2.7,90,2957.494505
2.8,0,2445.401007
2.8,30,2379.955901
2.8,60,2255.936717
2.8,90,2197.324965
2.9,0,1799.170274
2.9,30,1749.278425
2.9,60,1654.709817
2.9,90,1610.096757
3.0,0,1301.804247
3.0,30,1264.514712
3.0,60,1193.839951
3.0,90,1160.587476
3.1,0,922.597455
3.1,30,895.398853
3.1,60,843.896989
3.1,90,819.755991
3.2,0,636.381228
3.2,30,617.160171
3.2,60,580.846958
3.2,90,563.920297
3.3,0,422.709294
3.3,30,409.709097
3.3,60,385.25926
3.3,90,373.959849
3.4,0,265.119758
3.4,30,256.896229
3.4,60,241.571899
3.4,90,234.595676
3.5,0,150.483102
3.5,30,145.870212
3.5,60,137.454718
3.5,90,133.749713
3.6,0,68.439666
3.6,30,66.508509
3.6,60,63.228561
3.6,90,61.962335
3.7,0,10.894365
3.7,30,10.911372
3.7,60,11.379066
3.7,90,11.897012
3.8,0,-28.416655
3.8,30,-27.019548
3.8,60,-23.88698
3.8,90,-22.088487
3.9,0,-54.300514
3.9,30,-51.959861
3.9,60,-46.987701
3.9,90,-44.296089
4.0,0,-70.413455
4.0,30,-67.459677
4.0,60,-61.268848
4.0,90,-57.975811
4.1,0,-79.515097
4.1,30,-76.188916
4.1,60,-69.237427
4.1,90,-65.561902
4.2,0,-83.663611
4.2,30,-80.137619
4.2,60,-72.760036
4.2,90,-68.861755
4.3,0,-84.380586
4.3,30,-80.777307
4.3,60,-73.209015
4.3,90,-69.202418
4.4,0,-82.779402
4.4,30,-79.183221
4.4,60,-71.590282
4.4,90,-67.558952
4.5,0,-79.667567
4.5,30,-76.132647
4.5,60,-68.635495
4.5,90,-64.636252
4.6,0,-75.625774
4.6,30,-72.193905
4.6,60,-64.870653
4.6,90,-60.947212
4.7,0,-71.070963
4.7,30,-67.766543
4.7,60,-60.673974
4.7,90,-56.85472
4.8,0,-66.296718
