R,theta1,E
2.5,0,802306.750313
2.5,30,20682.35852
2.5,60,5172.919632
2.5,90,1056.728294
2.5,120,5172.919537
2.5,150,20682.358275
2.5,180,802306.750595
2.6,0,827884.476782
2.6,30,17678.661411
2.6,60,3932.797046
2.6,90,666.702763
2.6,120,3932.796954
2.6,150,17678.661453
2.6,180,827884.476415
2.7,0,728085.105232
2.7,30,15267.991444
2.7,60,2957.494505
2.7,90,389.764807
2.7,120,2957.494154
2.7,150,15267.991118
2.7,180,728085.105156
2.8,0,554315.532643
2.8,30,13374.370172
2.8,60,2197.324965
2.8,90,197.138339
2.8,120,2197.324947
2.8,150,13374.370252
2.8,180,554315.532757
2.9,0,377388.370214
2.9,30,11865.379027
2.9,60,1610.096757
2.9,90,66.408973
2.9,120,1610.096657
2.9,150,11865.378928
2.9,180,377388.369888
3.0,0,236546.263838
3.0,30,10635.82086
3.0,60,1160.587476
3.0,90,-19.583432
3.0,120,1160.587324
3.0,150,10635.820722
3.0,180,236546.26391
3.1,0,138941.64633
3.1,30,9670.306779
3.1,60,819.755991
3.1,90,-73.755953
3.1,120,819.75579
3.1,150,9670.306995
3.1,180,138941.646027
3.2,0,77306.366029
3.2,30,8826.403687
3.2,60,563.920297
3.2,90,-105.68843
3.2,120,563.920058
3.2,150,8826.403185
3.2,180,77306.36582
3.3,0,41604.296327
3.3,30,8021.672724
3.3,60,373.959849
3.3,90,-122.372091
3.3,120,373.959284
3.3,150,8021.672913
3.3,180,41604.296426
3.4,0,23333.959489
3.4,30,7216.314498
3.4,60,234.595676
3.4,90,-128.8375
3.4,120,234.595375
3.4,150,7216.314604
3.4,180,23333.959275
3.5,0,16278.986507
3.5,30,6399.062822
3.5,60,133.749713
3.5,90,-128.645316
3.5,120,133.749612
3.5,150,6399.062369
3.5,180,16278.986566
3.6,0,16147.779882
3.6,30,5578.806513
3.6,60,61.962335
3.6,90,-124.28116
3.6,120,61.962156
3.6,150,5578.806691
3.6,180,16147.780035
3.7,0,20052.714403
3.7,30,4775.866396
3.7,60,11.897012
3.7,90,-117.449086
3.7,120,11.897252
3.7,150,4775.86668
3.7,180,20052.714055
3.8,0,26073.657763
3.8,30,4013.752985
3.8,60,-22.088487
3.8,90,-109.304651
3.8,120,-22.089024
3.8,150,4013.753237
3.8,180,26073.657559
3.9,0,32915.100556
3.9,30,3312.954477
3.9,60,-44.296089
3.9,90,-100.618067
3.9,120,-44.295671
3.9,150,3312.954833
3.9,180,32915.10032
4.0,0,39804.65916
4.0,30,2687.512793
4.0,60,-57.975811
4.0,90,-91.892187
4.0,120,-57.97563
4.0,150,2687.51282
4.0,180,39804.659376
4.1,0,46123.904139
4.1,30,2144.195122
4.1,60,-65.561902
4.1,90,-83.445693
4.1,120,-65.562134
4.1,150,2144.19557
4.1,180,46123.904327
4.2,0,51835.249589
4.2,30,1683.410048
4.2,60,-68.861755
4.2,90,-75.468258
4.2,120,-68.861049
4.2,150,1683.409424
4.2,180,51835.249402
4.3,0,21312.034674
4.3,30,1300.884189
4.3,60,-69.202418
4.3,90,-68.064806
4.3,120,-69.202664
4.3,150,1300.883996
4.3,180,21312.034993
4.4,0,16101.79213
4.4,30,989.400833
4.4,60,-67.558952
4.4,90,-61.281256
4.4,120,-67.558981
4.4,150,989.401077
4.4,180,16101.792237
4.5,0,12094.868222
4.5,30,740.710845
4.5,60,-64.636252
4.5,90,-55.12594
4.5,120,-64.636163
4.5,150,740.711189
4.5,180,12094.86852
4.6,0,9033.508706
4.6,30,544.596126
4.6,60,-60.947212
4.6,90,-49.582833
4.6,120,-60.947359
4.6,150,544.596309
4.6,180,9033.509005
4.7,0,6708.886335
4.7,30,392.543997
4.7,60,-56.85472
4.7,90,-44.62211
4.7,120,-56.854849
4.7,150,392.544525
4.7,180,6708.886099
4.8,0,4953.699237
4.8,30,276.521182
4.8,60,-52.617503
4.8,90,-40.204359
4.8,120,-52.617375
4.8,150,276.521435
4.8,180,4953.699036
4.9,0,3635.846784
4.9,30,189.260391
4.9,60,-48.412532
4.9,90,-36.285715
4.9,120,-48.412339
4.9,150,189.260485
4.9,180,3635.847298
5.0,0,2651.995146
5.0,30,124.572856
5.0,60,-44.358009
5.0,90,-32.820766
5.0,120,-44.358171
5.0,150,124.572983
5.0,180,2651.99494
5.1,0,1921.871506
5.1,30,77.334858
5.1,60,-40.528407
5.1,90,-29.764007
5.1,120,-40.528669
5.1,150,77.335113
5.1,180,1921.871393
5.2,0,1383.42553
5.2,30,43.397996
