R	0	30	60	90	120	150	180
8.6	-21.38267	-11.747365	-5.12912	-3.785145	-5.129164	-11.747067	-21.382669
8.8	-18.854946	-10.722352	-4.88068	-3.660035	-4.880654	-10.722312	-18.854898
9.0	-16.721259	-9.823943	-4.657363	-3.546563	-4.657716	-9.823958	-16.721136
9.5	-12.689017	-8.025417	-4.185263	-3.308743	-4.184939	-8.025424	-12.688987
10.0	-9.966668	-6.708289	-3.813066	-3.116658	-3.812678	-6.707871	-9.966573
10.5	-8.064034	-5.723836	-3.512967	-2.957043	-3.513082	-5.724213	-8.064181
11.0	-6.682029	-4.972545	-3.264854	-2.818891	-3.264564	-4.972539	-6.68191
11.5	-5.65444	-4.387262	-3.055802	-2.696465	-3.055595	-4.387114	-5.654236
12.0	-4.878292	-3.924936	-2.876237	-2.584281	-2.876489	-3.925368	-4.878432
12.5	-4.283348	-3.556368	-2.720354	-2.478761	-2.719961	-3.556406	-4.283036
13.0	-3.818633	-3.254846	-2.581448	-2.381656	-2.581346	-3.254864	-3.818766
13.5	-3.448555	-3.005301	-2.457043	-2.290041	-2.456906	-3.005136	-3.448663
14.0	-3.147935	-2.794438	-2.343635	-2.203804	-2.343847	-2.79448	-3.148105
14.5	-2.899254	-2.613775	-2.240469	-2.121375	-2.240687	-2.613707	-2.89935
15.0	-2.69038	-2.456762	-2.145688	-2.044932	-2.145639	-2.456705	-2.690056
16.0	-2.357019	-2.196593	-1.975116	-1.9024	-1.974911	-2.196495	-2.356992
17.0	-2.103147	-1.988861	-1.827283	-1.774457	-1.827504	-1.988748	-2.103385
18.0	-1.901734	-1.8171	-1.697793	-1.658823	-1.698057	-1.816972	-1.901381
19.0	-1.735315	-1.672391	-1.583636	-1.554	-1.583561	-1.67235	-1.735215
20.0	-1.596926	-1.548135	-1.480442	-1.459938	-1.480177	-1.548305	-1.597078
21.0	-1.478104	-1.439866	-1.387662	-1.370853	-1.387724	-1.43978	-1.477983
22.0	-1.376259	-1.344892	-1.303596	-1.293403	-1.303716	-1.34432	-1.376351
23.0	-1.285786	-1.259772	-1.228067	-1.221813	-1.227973	-1.260044	-1.286041
24.0	-1.206022	-1.185171	-1.159829	-1.155471	-1.159797	-1.185323	-1.206284
25.0	-1.135532	-1.117589	-1.096389	-1.094059	-1.096711	-1.117369	-1.135753
50.0	-0.362088	-0.355029	-0.354738	-0.359969	-0.35458	-0.354993	-0.361601
100.0	-0.000389	0.005891	0.005813	0.000129	0.005736	0.00597	-3.2e-05
