R	0	30	60	90
2.5	6467.004251	6129.963483	5669.845286	5545.139614
2.6	4935.314624	4670.195078	4315.810733	4230.817511
2.7	3731.567737	3523.510353	3249.628248	3193.135162
2.8	2792.648863	2630.172635	2418.540651	2379.955901
2.9	2065.889105	1939.957226	1776.428882	1749.278425
3.0	1507.850483	1411.225982	1284.795203	1264.514712
3.1	1083.020766	1009.821611	911.900418	895.398853
3.2	762.598597	707.98992	631.856942	617.160171
3.3	523.402708	483.378857	423.765371	409.709097
3.4	346.897592	318.140199	270.930911	256.896229
3.5	218.371183	198.149808	160.148573	145.870212
3.6	126.22135	112.325804	81.082106	66.508509
3.7	61.366865	52.05556	25.713975	10.911372
3.8	16.766831	10.699806	-12.116393	-27.019548
3.9	-12.988783	-16.815172	-37.100346	-51.959861
4.0	-32.011779	-34.328672	-52.775885	-67.459677
4.1	-43.391423	-44.719826	-61.787808	-76.188916
4.2	-49.430389	-50.130166	-66.097264	-80.137619
4.3	-51.825497	-52.124137	-67.146129	-80.777307
4.4	-51.806924	-51.835813	-65.987864	-79.183221
4.5	-50.251412	-50.076759	-63.392062	-76.132647
4.6	-47.770022	-47.418331	-59.913704	-72.193905
4.7	-44.780684	-44.260295	-55.951778	-67.766543
4.8	-41.563426	-40.877684	-51.790222	-63.140114
4.9	-38.306317	-37.45815	-47.625262	-58.507122
5.0	-35.131197	-34.128387	-43.590707	-54.003074
5.1	-32.11885	-30.967838	-39.769273	-49.713227
5.2	-29.314343	-28.027939	-36.21294	-45.686689
5.3	-26.74474	-25.33376	-32.942211	-41.951467
5.4	-24.420557	-22.898161	-29.963943	-38.516128
5.5	-22.340586	-20.718573	-27.270757	-35.377562
5.6	-20.493614	-18.786659	-24.84746	-32.523597
5.7	-18.866945	-17.086434	-22.676941	-29.939512
5.8	-17.439871	-15.597582	-20.736973	-27.60536
5.9	-16.19287	-14.297411	-19.007022	-25.500019
6.0	-15.101575	-13.16235	-17.467481	-23.604224
6.2	-13.310119	-11.308284	-14.877687	-20.356412
6.4	-11.9192	-9.886073	-12.828247	-17.717015
6.6	-10.816667	-8.785564	-11.204397	-15.56697
6.8	-9.92345	-7.928412	-9.916265	-13.808849
7.0	-9.180353	-7.251712	-8.889093	-12.365092
7.2	-8.545865	-6.710138	-8.065585	-11.172106
7.4	-7.991028	-6.265249	-7.398468	-10.176749
7.6	-7.49956	-5.895702	-6.851996	-9.339934
7.8	-7.062389	-5.584735	-6.398615	-8.628437
8.0	-6.673959	-5.317984	-6.015273	-8.018371
8.2	-6.328934	-5.087912	-5.69171	-7.491877
8.4	-6.021333	-4.887975	-5.412734	-7.035281
8.6	-5.747086	-4.711008	-5.171885	-6.636925
8.8	-5.499077	-4.55492	-4.963302	-6.287957
9.0	-5.274902	-4.415447	-4.778561	-5.979321
9.5	-4.80321	-4.123775	-4.403257	-5.348442
10.0	-4.431396	-3.889527	-4.110233	-4.863027
10.5	-4.130336	-3.696208	-3.872767	-4.476224
11.0	-3.882068	-3.530702	-3.673435	-4.162574
11.5	-3.673338	-3.387263	-3.502956	-3.901138
12.0	-3.494225	-3.258136	-3.353845	-3.680586
12.5	-3.337593	-3.14253	-3.221129	-3.49208
13.0	-3.199305	-3.035422	-3.100038	-3.326421
13.5	-3.074088	-2.936817	-2.991015	-3.180253
14.0	-2.961866	-2.845284	-2.890267	-3.04942
14.5	-2.858118	-2.759329	-2.796825	-2.932391
15.0	-2.762701	-2.67773	-2.709833	-2.825334
16.0	-2.593057	-2.5297	-2.552538	-2.637784
17.0	-2.445843	-2.398287	-2.414328	-2.478515
18.0	-2.316183	-2.279786	-2.290738	-2.340493
19.0	-2.201226	-2.172603	-2.181517	-2.219693
20.0	-2.098154	-2.074884	-2.083388	-2.11339
21.0	-2.005277	-1.986782	-1.993784	-2.018622
22.0	-1.921305	-1.90663	-1.912886	-1.933819
23.0	-1.845617	-1.83369	-1.839354	-1.856494
24.0	-1.776987	-1.766807	-1.770924	-1.784799
25.0	-1.714401	-1.706043	-1.70883	-1.720423
50.0	-0.972123	-0.969887	-0.969803	-0.97278
100.0	-0.611477	-0.609347	-0.60897	-0.61151
