R	0	30	60	90	120	150	180
2.5	968322.299467	23417.07734	6116.505876	1691.209115	6116.505676	23417.077059	968322.299158
2.6	871408.320147	20139.831357	4665.323115	1157.57127	4665.323658	20139.831047	871408.320832
2.7	1024550.13659	17599.414582	3524.169302	768.296178	3524.16926	17599.414968	1024550.13545
2.8	1395906.222668	15606.218564	2633.898022	488.521957	2633.897305	15606.218848	1395906.222446
2.9	1700664.694905	14051.017145	1944.89807	290.836109	1944.898116	14051.017106	1700664.696064
3.0	1451541.224115	12772.374619	1416.087457	153.928392	1416.086925	12772.374574	1451541.224271
3.1	948553.355405	11636.981789	1013.794341	61.417821	1013.793921	11636.981162	948553.355754
3.2	566995.850687	10565.345721	710.66434	0.863437	710.664343	10565.345442	566995.850984
3.3	332286.596504	9542.022134	484.644681	-37.064374	484.645255	9542.022225	332286.596378
3.4	196324.04126	8538.640085	318.095664	-59.266427	318.095623	8538.640594	196324.041424
3.5	119947.918453	7537.795797	197.005067	-70.773782	197.004557	7537.79573	119947.917862
3.6	78446.616822	6548.605223	110.33592	-75.204728	110.33552	6548.605475	78446.617758
3.7	57094.929162	5593.308487	49.465993	-75.118347	49.466074	5593.308714	57094.928802
3.8	47174.734025	4696.401455	7.721565	-72.284194	7.721331	4696.400802	47174.733284
3.9	43186.961265	3877.958963	-20.012395	-67.897821	-20.012567	3877.95873	43186.962219
4.0	40776.275683	3150.762536	-37.618058	-62.738033	-37.618025	3150.762656	40776.276017
4.1	34394.734351	2519.984913	-48.01126	-57.304555	-48.011356	2519.98529	34394.735466
4.2	26622.489345	1984.419455	-53.364862	-51.908197	-53.36457	1984.419197	26622.488517
4.3	20354.927132	1538.813055	-55.275213	-46.739608	-55.274801	1538.812361	20354.927282
4.4	15378.291252	1173.379913	-54.900052	-41.908902	-54.900218	1173.379672	15378.29124
4.5	11566.614755	878.813303	-53.063763	-37.480272	-53.063814	878.813364	11566.615037
4.6	8624.375637	645.024005	-50.344217	-33.474583	-50.344257	645.024169	8624.37594
4.7	6367.485888	462.180494	-47.137424	-29.894069	-47.136997	462.180195	6367.485505
4.8	4651.388678	321.283027	-43.711941	-26.725443	-43.711731	321.28264	4651.388163
4.9	3357.308963	214.3598	-40.251563	-23.946979	-40.251117	214.359648	3357.308894
5.0	2389.526121	134.520251	-36.879361	-21.528157	-36.878526	134.519912	2389.525768
5.1	1671.993372	75.939013	-33.672789	-19.43543	-33.671984	75.938976	1671.993477
5.2	1144.902971	33.791819	-30.680841	-17.629481	-30.681175	33.791803	1144.902677
5.3	761.65477	4.15977	-27.931684	-16.075096	-27.931254	4.160052	761.654526
5.4	486.248747	-16.081738	-25.436456	-14.735772	-25.436194	-16.082084	486.249079
5.5	291.057662	-29.383909	-23.196813	-13.579694	-23.196986	-29.38378	291.057185
5.6	154.998222	-37.638743	-21.201771	-12.580543	-21.201817	-37.637994	154.998312
5.7	62.078711	-42.2881	-19.437662	-11.712616	-19.437652	-42.287495	62.078763
5.8	0.259622	-44.416497	-17.882029	-10.957798	-17.882501	-44.416878	0.259349
5.9	-39.435254	-44.824998	-16.516239	-10.299875	-16.516237	-44.824996	-39.43573
6.0	-63.623894	-44.09447	-15.315144	-9.722388	-15.315535	-44.094142	-63.623905
6.2	-83.400764	-40.737756	-13.323462	-8.76365	-13.323298	-40.73803	-83.401056
6.4	-83.425192	-36.365058	-11.75773	-7.993784	-11.757757	-36.36509	-83.424543
6.6	-75.742024	-31.937265	-10.510741	-7.351846	-10.511107	-31.937074	-75.741987
6.8	-65.901991	-27.869996	-9.503306	-6.7993	-9.503646	-27.869996	-65.901914
7.0	-56.269334	-24.313818	-8.676055	-6.316089	-8.67622	-24.313349	-56.268991
7.2	-47.731859	-21.281466	-7.983409	-5.891797	-7.983128	-21.28105	-47.731609
7.4	-40.495772	-18.728905	-7.392006	-5.522943	-7.391563	-18.728825	-40.495554
7.6	-34.469475	-16.587544	-6.879512	-5.203591	-6.879327	-16.587913	-34.469725
7.8	-29.477984	-14.783908	-6.431663	-4.926304	-6.43171	-14.783951	-29.477876
8.0	-25.350413	-13.257282	-6.037256	-4.686702	-6.037098	-13.257132	-25.349869
8.2	-21.942602	-11.957986	-5.690599	-4.474694	-5.690296	-11.958032	-21.942345
8.4	-19.127963	-10.844993	-5.381884	-4.287201	-5.38174	-10.845177	-19.128048
8.6	-16.799042	-9.885713	-5.107432	-4.120083	-5.10801	-9.886793	-16.799252
8.8	-14.862546	-9.057305	-4.862367	-3.969251	-4.862057	-9.057354	-14.86235
9.0	-13.239739	-8.332982	-4.640121	-3.834073	-4.640166	-8.333385	-13.239593
9.5	-10.195497	-6.897656	-4.176921	-3.546919	-4.176443	-6.897949	-10.195319
10.0	-8.146908	-5.84998	-3.809678	-3.314444	-3.809657	-5.849883	-8.146759
10.5	-6.71252	-5.067273	-3.512188	-3.121433	-3.512463	-5.066898	-6.712735
11.0	-5.666236	-4.46313	-3.266577	-2.955733	-3.26638	-4.463164	-5.666065
11.5	-4.88043	-3.987681	-3.057274	-2.810642	-3.057783	-3.988005	-4.880604
12.0	-4.278648	-3.608829	-2.879033	-2.678708	-2.87881	-3.608667	-4.278833
12.5	-3.811725	-3.301071	-2.722336	-2.55808	-2.722195	-3.300846	-3.81169
13.0	-3.442376	-3.048533	-2.583188	-2.448388	-2.583214	-3.047984	-3.442579
13.5	-3.14502	-2.835604	-2.458423	-2.346688	-2.457774	-2.835623	-3.144697
14.0	-2.900624	-2.653852	-2.344584	-2.250632	-2.344527	-2.654072	-2.900682
14.5	-2.695349	-2.496636	-2.24	-2.161895	-2.24013	-2.496651	-2.695295
15.0	-2.520208	-2.358076	-2.14495	-2.07894	-2.145043	-2.358175	-2.52021
16.0	-2.237086	-2.125884	-1.974757	-1.927365	-1.974753	-2.125753	-2.237035
17.0	-2.01602	-1.935975	-1.827207	-1.792434	-1.827209	-1.936108	-2.016258
18.0	-1.837158	-1.777493	-1.696591	-1.672385	-1.697181	-1.777351	-1.837173
19.0	-1.68632	-1.641642	-1.582093	-1.563941	-1.582401	-1.642047	-1.686163
20.0	-1.559346	-1.524869	-1.478857	-1.466729	-1.478984	-1.524848	-1.559602
21.0	-1.448472	-1.421377	-1.385868	-1.377559	-1.386056	-1.420959	-1.448419
22.0	-1.352601	-1.330244	-1.303104	-1.298517	-1.303401	-1.330017	-1.352784
23.0	-1.26682	-1.248588	-1.227069	-1.224973	-1.226671	-1.248567	-1.266935
24.0	-1.190927	-1.174787	-1.158513	-1.157887	-1.158342	-1.174607	-1.190868
25.0	-1.122265	-1.108766	-1.095067	-1.095361	-1.095206	-1.108485	-1.122209
50.0	-0.359049	-0.352814	-0.352465	-0.357977	-0.352514	-0.35248	-0.358992
100.0	0.002313	0.00817	0.008253	0.002122	0.008536	0.008353	0.002211
