R	0	30	60	90	120	150	180
2.5	802306.750313	45061.989279	5677.651553	956.440985	5677.651168	45061.989186	802306.750595
2.6	827884.476783	37345.025459	4337.216219	572.638935	4337.216791	37345.025842	827884.476414
2.7	728085.105232	30339.499783	3277.551133	303.97848	3277.551337	30339.49991	728085.105155
2.8	554315.532643	24356.422223	2445.401007	120.407469	2445.400608	24356.422659	554315.532757
2.9	377388.370214	19506.925493	1799.170274	-1.286812	1799.169631	19506.92511	377388.369888
3.0	236546.263838	15735.533758	1301.804247	-78.743663	1301.803993	15735.533679	236546.26391
3.1	138941.64633	12877.231801	922.597455	-125.146309	922.597545	12877.231781	138941.646027
3.2	77306.366029	10718.794532	636.381228	-150.186366	636.381726	10718.794502	77306.36582
3.3	41604.296327	9025.099798	422.709294	-160.876525	422.709429	9025.10058	41604.296426
3.4	23333.959489	7621.908693	265.119758	-162.204916	265.119326	7621.908375	23333.959275
3.5	16278.986507	6493.611209	150.483102	-157.656909	150.482762	6493.611318	16278.986566
3.6	16147.779882	5510.481175	68.439666	-149.620792	68.439165	5510.481189	16147.780035
3.7	20052.714403	4622.553947	10.894365	-139.701962	10.894321	4622.554239	20052.714055
3.8	26073.657764	3819.91388	-28.416655	-128.958409	-28.416823	3819.914418	26073.657559
3.9	32915.100556	3104.010372	-54.300514	-118.075175	-54.300171	3104.009654	32915.10032
4.0	39804.65916	2477.729938	-70.413455	-107.479764	-70.413853	2477.73027	39804.659376
4.1	46123.904139	1941.439139	-79.515097	-97.433236	-79.515061	1941.439314	46123.904327
4.2	51835.249589	1491.907369	-83.663611	-88.082638	-83.663173	1491.907353	51835.249402
4.3	21312.034674	1122.756005	-84.380586	-79.499288	-84.380991	1122.756198	21312.034993
4.4	16101.79213	825.532184	-82.779402	-71.704786	-82.779308	825.53164	16101.792237
4.5	12094.868222	591.262805	-79.667567	-64.683952	-79.667841	591.262269	12094.86852
4.6	9033.508706	408.943369	-75.625774	-58.398976	-75.626074	408.943571	9033.509005
4.7	6708.886334	270.301548	-71.070963	-52.795699	-71.070735	270.301581	6708.886099
