R,phi,E
2.5,0,968322.299467
2.5,30,968322.299467
2.5,60,968322.299467
2.5,90,968322.299467
2.6,0,871408.320147
2.6,30,871408.320147
2.6,60,871408.320147
2.6,90,871408.320147
2.7,0,1024550.13659
2.7,30,1024550.13659
2.7,60,1024550.13659
2.7,90,1024550.13659
2.8,0,1395906.222667
2.8,30,1395906.222668
2.8,60,1395906.222668
2.8,90,1395906.222668
2.9,0,1700664.694904
2.9,30,1700664.694904
2.9,60,1700664.694904
2.9,90,1700664.694905
3.0,0,1451541.224115
3.0,30,1451541.224115
3.0,60,1451541.224115
3.0,90,1451541.224115
3.1,0,948553.355405
3.1,30,948553.355405
3.1,60,948553.355405
3.1,90,948553.355405
3.2,0,566995.850687
3.2,30,566995.850687
3.2,60,566995.850687
3.2,90,566995.850687
3.3,0,332286.596504
3.3,30,332286.596505
3.3,60,332286.596504
3.3,90,332286.596504
3.4,0,196324.04126
3.4,30,196324.04126
3.4,60,196324.041261
3.4,90,196324.04126
3.5,0,119947.918453
3.5,30,119947.918453
3.5,60,119947.918453
3.5,90,119947.918453
3.6,0,78446.616822
3.6,30,78446.616822
3.6,60,78446.616822
3.6,90,78446.616822
3.7,0,57094.929163
3.7,30,57094.929162
3.7,60,57094.929163
3.7,90,57094.929162
3.8,0,47174.734025
3.8,30,47174.734025
3.8,60,47174.734025
3.8,90,47174.734025
3.9,0,43186.961265
3.9,30,43186.961266
3.9,60,43186.961265
3.9,90,43186.961265
4.0,0,40776.275683
4.0,30,40776.275683
4.0,60,40776.275683
4.0,90,40776.275683
4.1,0,34394.734351
4.1,30,34394.734351
4.1,60,34394.734351
4.1,90,34394.734351
4.2,0,26622.489346
4.2,30,26622.489346
4.2,60,26622.489345
4.2,90,26622.489345
4.3,0,20354.927132
4.3,30,20354.927132
4.3,60,20354.927132
4.3,90,20354.927132
4.4,0,15378.291252
4.4,30,15378.291252
4.4,60,15378.291253
4.4,90,15378.291252
4.5,0,11566.614755
4.5,30,11566.614755
4.5,60,11566.614755
4.5,90,11566.614755
4.6,0,8624.375638
4.6,30,8624.375638
4.6,60,8624.375638
4.6,90,8624.375637
4.7,0,6367.485888
4.7,30,6367.485889
4.7,60,6367.485888
4.7,90,6367.485888
4.8,0,4651.388678
4.8,30,4651.388678
4.8,60,4651.388678
4.8,90,4651.388678
4.9,0,3357.308963
4.9,30,3357.308963
4.9,60,3357.308963
4.9,90,3357.308963
5.0,0,2389.526121
5.0,30,2389.526121
5.0,60,2389.526121
5.0,90,2389.526121
5.1,0,1671.993372
5.1,30,1671.993372
5.1,60,1671.993372
5.1,90,1671.993372
5.2,0,1144.902972
5.2,30,1144.902971
5.2,60,1144.902972
5.2,90,1144.902971
5.3,0,761.65477
5.3,30,761.65477
5.3,60,761.65477
5.3,90,761.65477
5.4,0,486.248747
5.4,30,486.248747
5.4,60,486.248747
5.4,90,486.248747
5.5,0,291.057662
5.5,30,291.057662
5.5,60,291.057662
5.5,90,291.057662
5.6,0,154.998222
5.6,30,154.998222
5.6,60,154.998222
5.6,90,154.998222
5.7,0,62.078711
5.7,30,62.078711
5.7,60,62.078711
5.7,90,62.078711
5.8,0,0.259622
5.8,30,0.259622
5.8,60,0.259622
5.8,90,0.259622
5.9,0,-39.435254
5.9,30,-39.435254
5.9,60,-39.435254
5.9,90,-39.435254
6.0,0,-63.623894
6.0,30,-63.623894
6.0,60,-63.623893
6.0,90,-63.623894
6.2,0,-83.400764
6.2,30,-83.400764
6.2,60,-83.400764
6.2,90,-83.400764
6.4,0,-83.425192
6.4,30,-83.425192
6.4,60,-83.425192
6.4,90,-83.425192
6.6,0,-75.742024
6.6,30,-75.742023
6.6,60,-75.742024
6.6,90,-75.742024
6.8,0,-65.901991
6.8,30,-65.901991
6.8,60,-65.901991
6.8,90,-65.901991
7.0,0,-56.269334
7.0,30,-56.269334
7.0,60,-56.269334
7.0,90,-56.269334
7.2,0,-47.731859
7.2,30,-47.731859
7.2,60,-47.731859
7.2,90,-47.731859
7.4,0,-40.495772
7.4,30,-40.495772
7.4,60,-40.495772
7.4,90,-40.495772
7.6,0,-34.469475
7.6,30,-34.469475
7.6,60,-34.469475
7.6,90,-34.469475
7.8,0,-29.477984
7.8,30,-29.477984
7.8,60,-29.477984
7.8,90,-29.477984
8.0,0,-25.350413
8.0,30,-25.350413
8.0,60,-25.350413
8.0,90,-25.350413
8.2,0,-21.942602
8.2,30,-21.942602
8.2,60,-21.942602
8.2,90,-21.942602
8.4,0,-19.127963
8.4,30,-19.127963
8.4,60,-19.127963
8.4,90,-19.127963
8.6,0,-16.799042
8.6,30,-16.799042
8.6,60,-16.799042
8.6,90,-16.799042
8.8,0,-14.862546
8.8,30,-14.862546
8.8,60,-14.862546
8.8,90,-14.862546
9.0,0,-13.239739
9.0,30,-13.239739
9.0,60,-13.239739
9.0,90,-13.239739
9.5,0,-10.195497
9.5,30,-10.195497
9.5,60,-10.195497
9.5,90,-10.195497
10.0,0,-8.146908
10.0,30,-8.146908
10.0,60,-8.146908
10.0,90,-8.146908
10.5,0,-6.71252
10.5,30,-6.71252
10.5,60,-6.71252
10.5,90,-6.71252
11.0,0,-5.666236
11.0,30,-5.666236
11.0,60,-5.666236
11.0,90,-5.666236
11.5,0,-4.88043
11.5,30,-4.88043
11.5,60,-4.88043
11.5,90,-4.88043
12.0,0,-4.278648
12.0,30,-4.278649
12.0,60,-4.278648
12.0,90,-4.278648
12.5,0,-3.811725
12.5,30,-3.811725
12.5,60,-3.811725
12.5,90,-3.811725
13.0,0,-3.442376
13.0,30,-3.442376
13.0,60,-3.442376
13.0,90,-3.442376
13.5,0,-3.14502
13.5,30,-3.14502
13.5,60,-3.14502
13.5,90,-3.14502
14.0,0,-2.900624
14.0,30,-2.900624
14.0,60,-2.900624
14.0,90,-2.900624
14.5,0,-2.695349
14.5,30,-2.695349
14.5,60,-2.695349
14.5,90,-2.695349
15.0,0,-2.520208
15.0,30,-2.520208
15.0,60,-2.520208
15.0,90,-2.520208
16.0,0,-2.237086
16.0,30,-2.237086
16.0,60,-2.237086
16.0,90,-2.237086
17.0,0,-2.01602
17.0,30,-2.016021
17.0,60,-2.01602
