R,theta2,E
2.5,0,6467.787278
2.5,30,6116.505876
2.5,60,5470.422036
2.5,90,5172.919632
2.6,0,4936.05294
2.6,30,4665.323115
2.6,60,4164.475395
2.6,90,3932.797046
2.7,0,3732.272797
2.7,30,3524.169302
2.7,60,3137.167241
2.7,90,2957.494505
2.8,0,2793.326726
2.8,30,2633.898022
2.8,60,2336.026149
2.8,90,2197.324965
2.9,0,2066.549801
2.9,30,1944.89807
2.9,60,1716.648412
2.9,90,1610.096757
3.0,0,1508.496169
3.0,30,1416.087457
3.0,60,1242.030857
3.0,90,1160.587476
3.1,0,1083.656145
3.1,30,1013.794341
3.1,60,881.70965
3.1,90,819.755991
3.2,0,763.226025
3.2,30,710.66434
3.2,60,610.866948
3.2,90,563.920297
3.3,0,524.024351
3.3,30,484.644681
3.3,60,409.467039
3.3,90,373.959849
3.4,0,347.515924
3.4,30,318.095664
3.4,60,261.492106
3.4,90,234.595676
3.5,0,218.985697
3.5,30,197.005067
3.5,60,154.238895
3.5,90,133.749713
3.6,0,126.83394
3.6,30,110.33592
3.6,60,77.7436
3.6,90,61.962335
3.7,0,61.979215
3.7,30,49.465993
3.7,60,24.257628
3.7,90,11.897012
3.8,0,17.378554
3.8,30,7.721565
3.8,60,-12.185987
3.8,90,-22.088487
3.9,0,-12.377264
3.9,30,-20.012395
3.9,60,-36.146536
3.9,90,-44.296089
4.0,0,-31.401041
4.0,30,-37.618058
4.0,60,-51.075578
4.0,90,-57.975811
4.1,0,-42.781111
4.1,30,-48.01126
4.1,60,-59.564152
4.1,90,-65.561902
4.2,0,-48.819276
4.2,30,-53.364862
4.2,60,-63.536981
4.2,90,-68.861755
4.3,0,-51.214298
4.3,30,-55.275213
4.3,60,-64.410131
4.3,90,-69.202418
4.4,0,-51.194442
4.4,30,-54.900052
4.4,60,-63.213247
4.4,90,-67.558952
4.5,0,-49.638953
4.5,30,-53.063763
4.5,60,-60.687504
4.5,90,-64.636252
4.6,0,-47.1573
4.6,30,-50.344217
4.6,60,-57.357507
4.6,90,-60.947212
4.7,0,-44.166434
4.7,30,-47.137424
4.7,60,-53.596748
4.7,90,-56.85472
4.8,0,-40.94962
4.8,30,-43.711941
4.8,60,-49.662977
4.8,90,-52.617503
4.9,0,-37.691776
4.9,30,-40.251563
4.9,60,-45.732929
4.9,90,-48.412532
5.0,0,-34.517129
5.0,30,-36.879361
5.0,60,-41.924341
5.0,90,-44.358009
5.1,0,-31.502929
5.1,30,-33.672789
5.1,60,-38.312922
5.1,90,-40.528407
5.2,0,-28.69932
5.2,30,-30.680841
5.2,60,-34.942284
5.2,90,-36.966193
5.3,0,-26.129056
5.3,30,-27.931684
5.3,60,-31.836505
5.3,90,-33.690906
5.4,0,-23.805484
5.4,30,-25.436456
5.4,60,-29.005024
5.4,90,-30.704589
5.5,0,-21.724474
5.5,30,-23.196813
