R,phi,E
2.5,0,1036677.989494
2.5,30,1036677.989494
2.5,60,1036677.989495
2.5,90,1036677.989495
2.6,0,888807.982288
2.6,30,888807.982288
2.6,60,888807.982288
2.6,90,888807.982288
2.7,0,1156733.1593
2.7,30,1156733.1593
2.7,60,1156733.159301
2.7,90,1156733.1593
2.8,0,2187662.092468
2.8,30,2187662.092468
2.8,60,2187662.092468
2.8,90,2187662.092468
3.1,0,2879314.764306
3.1,30,2879314.764306
3.1,60,2879314.764306
3.1,90,2879314.764306
3.2,0,1214744.570483
3.2,30,1214744.570483
3.2,60,1214744.570483
3.2,90,1214744.570483
3.3,0,626589.771548
3.3,30,626589.771548
3.3,60,626589.771548
3.3,90,626589.771548
3.4,0,348269.587445
3.4,30,348269.587445
3.4,60,348269.587445
3.4,90,348269.587445
3.5,0,204742.18764
3.5,30,204742.18764
3.5,60,204742.18764
3.5,90,204742.18764
3.6,0,128861.16961
3.6,30,128861.16961
3.6,60,128861.16961
3.6,90,128861.16961
3.7,0,88973.310847
3.7,30,88973.310847
3.7,60,88973.310847
3.7,90,88973.310847
3.8,0,68889.788543
3.8,30,68889.788543
3.8,60,68889.788543
3.8,90,68889.788543
3.9,0,59818.031996
3.9,30,59818.031996
3.9,60,59818.031996
3.9,90,59818.031996
4.0,0,56824.973874
4.0,30,56824.973874
4.0,60,56824.973874
4.0,90,56824.973874
4.1,0,57072.386879
4.1,30,57072.386879
4.1,60,57072.386879
4.1,90,57072.386879
4.2,0,26468.265017
4.2,30,26468.265017
4.2,60,26468.265017
4.2,90,26468.265017
4.3,0,20151.682188
4.3,30,20151.682188
4.3,60,20151.682188
4.3,90,20151.682188
4.4,0,15181.753414
4.4,30,15181.753414
4.4,60,15181.753414
4.4,90,15181.753414
4.5,0,11353.079319
4.5,30,11353.079319
4.5,60,11353.079319
4.5,90,11353.079319
4.6,0,8439.4935
4.6,30,8439.4935
4.6,60,8439.4935
4.6,90,8439.4935
4.7,0,6207.297409
4.7,30,6207.297409
4.7,60,6207.297409
4.7,90,6207.297409
4.8,0,4509.747075
4.8,30,4509.747075
4.8,60,4509.747075
4.8,90,4509.747075
4.9,0,3229.940473
4.9,30,3229.940473
4.9,60,3229.940473
4.9,90,3229.940473
5.0,0,2273.446898
5.0,30,2273.446898
5.0,60,2273.446898
5.0,90,2273.446898
5.1,0,1565.216025
5.1,30,1565.216025
5.1,60,1565.216026
5.1,90,1565.216025
5.2,0,1046.162663
5.2,30,1046.162663
5.2,60,1046.162663
5.2,90,1046.162663
5.3,0,670.156138
5.3,30,670.156138
5.3,60,670.156138
5.3,90,670.156138
5.4,0,401.501404
5.4,30,401.501404
5.4,60,401.501404
5.4,90,401.501404
5.5,0,212.770222
5.5,30,212.770222
5.5,60,212.770222
5.5,90,212.770222
5.6,0,82.983671
5.6,30,82.983671
5.6,60,82.983671
5.6,90,82.983671
5.7,0,-3.83166
5.7,30,-3.83166
5.7,60,-3.83166
5.7,90,-3.83166
5.8,0,-59.75116
5.8,30,-59.75116
5.8,60,-59.75116
5.8,90,-59.751159
5.9,0,-93.819325
5.9,30,-93.819325
5.9,60,-93.819325
5.9,90,-93.819325
6.0,0,-112.719064
6.0,30,-112.719063
6.0,60,-112.719064
6.0,90,-112.719064
6.2,0,-123.1051
6.2,30,-123.105101
6.2,60,-123.1051
6.2,90,-123.1051
6.4,0,-115.376746
6.4,30,-115.376746
6.4,60,-115.376746
6.4,90,-115.376746
6.6,0,-101.468351
6.6,30,-101.468351
6.6,60,-101.468351
6.6,90,-101.468351
6.8,0,-86.728786
6.8,30,-86.728786
6.8,60,-86.728786
6.8,90,-86.728786
7.0,0,-73.266082
7.0,30,-73.266082
7.0,60,-73.266082
7.0,90,-73.266082
7.2,0,-61.723556
7.2,30,-61.723556
7.2,60,-61.723556
7.2,90,-61.723556
7.4,0,-52.113362
7.4,30,-52.113362
7.4,60,-52.113362
7.4,90,-52.113362
7.6,0,-44.207455
7.6,30,-44.207455
7.6,60,-44.207455
7.6,90,-44.207455
7.8,0,-37.724625
7.8,30,-37.724625
7.8,60,-37.724625
7.8,90,-37.724625
8.0,0,-32.404058
8.0,30,-32.404058
8.0,60,-32.404058
8.0,90,-32.404058
8.2,0,-28.022887
8.2,30,-28.022886
8.2,60,-28.022887
8.2,90,-28.022887
8.4,0,-24.398502
8.4,30,-24.398502
8.4,60,-24.398502
8.4,90,-24.398502
8.6,0,-21.382669
8.6,30,-21.382669
8.6,60,-21.382669
8.6,90,-21.382669
8.8,0,-18.854898
8.8,30,-18.854897
8.8,60,-18.854897
8.8,90,-18.854898
9.0,0,-16.721136
9.0,30,-16.721136
9.0,60,-16.721136
9.0,90,-16.721136
9.5,0,-12.688987
9.5,30,-12.688987
9.5,60,-12.688987
9.5,90,-12.688987
10.0,0,-9.966573
10.0,30,-9.966573
10.0,60,-9.966573
10.0,90,-9.966573
10.5,0,-8.064181
10.5,30,-8.064181
10.5,60,-8.064181
10.5,90,-8.064181
11.0,0,-6.68191
11.0,30,-6.68191
11.0,60,-6.68191
11.0,90,-6.68191
11.5,0,-5.654236
