R,phi,E
11.5,30,-5.654236
11.5,60,-5.654236
11.5,90,-5.654236
12.0,0,-4.878432
12.0,30,-4.878432
12.0,60,-4.878432
12.0,90,-4.878432
12.5,0,-4.283037
12.5,30,-4.283036
12.5,60,-4.283037
12.5,90,-4.283036
13.0,0,-3.818766
13.0,30,-3.818766
13.0,60,-3.818766
13.0,90,-3.818766
13.5,0,-3.448663
13.5,30,-3.448663
13.5,60,-3.448663
13.5,90,-3.448663
14.0,0,-3.148105
14.0,30,-3.148105
14.0,60,-3.148105
14.0,90,-3.148105
14.5,0,-2.89935
14.5,30,-2.89935
14.5,60,-2.89935
14.5,90,-2.89935
15.0,0,-2.690056
15.0,30,-2.690056
15.0,60,-2.690056
15.0,90,-2.690056
16.0,0,-2.356992
16.0,30,-2.356992
16.0,60,-2.356992
16.0,90,-2.356992
17.0,0,-2.103385
17.0,30,-2.103385
17.0,60,-2.103385
17.0,90,-2.103385
18.0,0,-1.901381
18.0,30,-1.901381
18.0,60,-1.901381
18.0,90,-1.901381
19.0,0,-1.735215
19.0,30,-1.735215
19.0,60,-1.735215
19.0,90,-1.735215
20.0,0,-1.597078
20.0,30,-1.597078
20.0,60,-1.597078
20.0,90,-1.597078
21.0,0,-1.477983
21.0,30,-1.477983
21.0,60,-1.477983
21.0,90,-1.477983
22.0,0,-1.376351
22.0,30,-1.376351
22.0,60,-1.376351
22.0,90,-1.376351
23.0,0,-1.286041
23.0,30,-1.286041
23.0,60,-1.286041
23.0,90,-1.286041
24.0,0,-1.206284
24.0,30,-1.206284
24.0,60,-1.206284
24.0,90,-1.206284
25.0,0,-1.135753
25.0,30,-1.135753
25.0,60,-1.135753
25.0,90,-1.135753
50.0,0,-0.361601
50.0,30,-0.361601
50.0,60,-0.361601
50.0,90,-0.361601
100.0,0,-3.2e-05
100.0,30,-3.2e-05
100.0,60,-3.3e-05
100.0,90,-3.2e-05
