R,phi,E
2.5,0,968322.299158
2.5,30,968322.299158
2.5,60,968322.299158
2.5,90,968322.299158
2.6,0,871408.320832
2.6,30,871408.320832
2.6,60,871408.320832
2.6,90,871408.320832
2.7,0,1024550.13545
2.7,30,1024550.13545
2.7,60,1024550.13545
2.7,90,1024550.13545
2.8,0,1395906.222447
2.8,30,1395906.222446
2.8,60,1395906.222446
2.8,90,1395906.222446
2.9,0,1700664.696063
2.9,30,1700664.696065
2.9,60,1700664.696063
2.9,90,1700664.696064
3.0,0,1451541.224271
3.0,30,1451541.224271
3.0,60,1451541.224271
3.0,90,1451541.224271
3.1,0,948553.355755
3.1,30,948553.355754
3.1,60,948553.355754
3.1,90,948553.355754
3.2,0,566995.850984
3.2,30,566995.850984
3.2,60,566995.850984
3.2,90,566995.850984
3.3,0,332286.596378
3.3,30,332286.596378
3.3,60,332286.596378
3.3,90,332286.596378
3.4,0,196324.041423
3.4,30,196324.041423
3.4,60,196324.041424
3.4,90,196324.041424
3.5,0,119947.917862
3.5,30,119947.917862
3.5,60,119947.917862
3.5,90,119947.917862
3.6,0,78446.617758
3.6,30,78446.617758
3.6,60,78446.617758
3.6,90,78446.617758
3.7,0,57094.928802
3.7,30,57094.928802
3.7,60,57094.928802
3.7,90,57094.928802
3.8,0,47174.733284
3.8,30,47174.733284
3.8,60,47174.733284
3.8,90,47174.733284
3.9,0,43186.962219
3.9,30,43186.962219
3.9,60,43186.962219
3.9,90,43186.962219
4.0,0,40776.276017
4.0,30,40776.276017
4.0,60,40776.276017
4.0,90,40776.276017
4.1,0,34394.735466
4.1,30,34394.735466
4.1,60,34394.735466
4.1,90,34394.735466
4.2,0,26622.488517
4.2,30,26622.488517
4.2,60,26622.488518
4.2,90,26622.488517
4.3,0,20354.927282
4.3,30,20354.927282
4.3,60,20354.927282
4.3,90,20354.927282
4.4,0,15378.29124
4.4,30,15378.29124
4.4,60,15378.29124
4.4,90,15378.29124
4.5,0,11566.615037
4.5,30,11566.615037
4.5,60,11566.615037
4.5,90,11566.615037
4.6,0,8624.375941
4.6,30,8624.37594
4.6,60,8624.375941
4.6,90,8624.37594
4.7,0,6367.485505
4.7,30,6367.485505
4.7,60,6367.485505
4.7,90,6367.485505
4.8,0,4651.388163
4.8,30,4651.388163
4.8,60,4651.388163
4.8,90,4651.388163
4.9,0,3357.308894
4.9,30,3357.308894
4.9,60,3357.308894
4.9,90,3357.308894
5.0,0,2389.525768
5.0,30,2389.525768
5.0,60,2389.525768
5.0,90,2389.525768
5.1,0,1671.993477
5.1,30,1671.993477
5.1,60,1671.993477
5.1,90,1671.993477
5.2,0,1144.902677
5.2,30,1144.902677
5.2,60,1144.902677
5.2,90,1144.902677
5.3,0,761.654526
5.3,30,761.654526
5.3,60,761.654526
5.3,90,761.654526
5.4,0,486.249079
5.4,30,486.249079
5.4,60,486.249079
5.4,90,486.249079
5.5,0,291.057185
5.5,30,291.057185
5.5,60,291.057185
5.5,90,291.057185
5.6,0,154.998312
5.6,30,154.998312
5.6,60,154.998312
5.6,90,154.998312
5.7,0,62.078763
5.7,30,62.078763
5.7,60,62.078763
5.7,90,62.078763
5.8,0,0.259349
5.8,30,0.259349
5.8,60,0.259349
5.8,90,0.259349
5.9,0,-39.435729
5.9,30,-39.435729
5.9,60,-39.43573
5.9,90,-39.43573
6.0,0,-63.623905
6.0,30,-63.623905
6.0,60,-63.623905
6.0,90,-63.623905
6.2,0,-83.401056
6.2,30,-83.401056
6.2,60,-83.401056
6.2,90,-83.401056
6.4,0,-83.424542
6.4,30,-83.424542
6.4,60,-83.424542
6.4,90,-83.424543
6.6,0,-75.741987
6.6,30,-75.741987
6.6,60,-75.741987
6.6,90,-75.741987
6.8,0,-65.901914
6.8,30,-65.901914
6.8,60,-65.901914
