R,theta1,E
2.5,0,968322.299467
2.5,30,21967.570512
2.5,60,6129.963483
2.5,90,1666.698155
2.5,120,6315.414749
2.5,150,32026.590642
2.5,180,968322.299158
2.6,0,871408.320147
2.6,30,18532.018952
2.6,60,4670.195078
2.6,90,1134.744204
2.6,120,4824.032956
2.6,150,28018.634841
2.6,180,871408.320832
2.7,0,1024550.13659
2.7,30,15775.483994
2.7,60,3523.510353
2.7,90,747.533412
2.7,120,3650.883811
2.7,150,24854.033362
2.7,180,1024550.13545
2.8,0,1395906.222668
2.8,30,13671.70584
2.8,60,2630.172635
2.8,90,469.933141
2.8,120,2734.407566
2.8,150,22177.181583
2.8,180,1395906.222446
2.9,0,1700664.694904
2.9,30,12061.945842
2.9,60,1939.957226
2.9,90,274.377033
2.9,120,2023.557351
2.9,150,19781.153469
2.9,180,1700664.696065
3.0,0,1451541.224115
3.0,30,10805.106417
3.0,60,1411.225982
3.0,90,139.467663
3.0,120,1476.38051
3.0,150,17608.303559
3.0,180,1451541.224271
3.1,0,948553.355405
3.1,30,9851.184813
3.1,60,1009.821611
3.1,90,48.780358
3.1,120,1058.656286
3.1,150,15591.93445
3.1,180,948553.355754
3.2,0,566995.850687
3.2,30,9037.79057
3.2,60,707.98992
3.2,90,-10.146232
3.2,120,742.655759
3.2,150,13713.133829
3.2,180,566995.850984
3.3,0,332286.596505
3.3,30,8266.821482
3.3,60,483.378857
3.3,90,-46.641938
3.3,120,506.053846
3.3,150,11963.285537
3.3,180,332286.596378
3.4,0,196324.04126
3.4,30,7488.148246
3.4,60,318.140199
3.4,90,-67.602187
3.4,120,330.971935
3.4,150,10316.707591
3.4,180,196324.041423
3.5,0,119947.918453
3.5,30,6686.108104
3.5,60,198.149808
3.5,90,-78.043143
3.5,120,203.163752
3.5,150,8773.488641
3.5,180,119947.917862
3.6,0,78446.616822
3.6,30,5869.424838
3.6,60,112.325804
3.6,90,-81.566178
3.6,120,111.335592
3.6,150,7408.930116
3.6,180,78446.617758
3.7,0,57094.929162
3.7,30,5060.360301
3.7,60,52.05556
3.7,90,-80.708171
3.7,120,46.608002
3.7,150,6191.029514
3.7,180,57094.928802
3.8,0,47174.734025
3.8,30,4284.932149
3.8,60,10.699806
3.8,90,-77.220295
3.8,120,2.058586
3.8,150,5102.914522
3.8,180,47174.733284
3.9,0,43186.961266
3.9,30,3565.906594
3.9,60,-16.815172
3.9,90,-72.278994
3.9,120,-27.647319
3.9,150,4144.19122
3.9,180,43186.962219
4.0,0,40776.275683
4.0,30,2919.145475
4.0,60,-34.328672
4.0,90,-66.651135
4.0,120,-46.577851
4.0,150,3314.451593
4.0,180,40776.276017
4.1,0,34394.734351
4.1,30,2352.829582
4.1,60,-44.719826
4.1,90,-60.822009
4.1,120,-57.796468
4.1,150,2609.110471
4.1,180,34394.735466
4.2,0,26622.489346
4.2,30,1868.454603
4.2,60,-50.130166
4.2,90,-55.09303
4.2,120,-63.601175
4.2,150,2020.050147
4.2,180,26622.488517
4.3,0,20354.927132
4.3,30,1463.047812
4.3,60,-52.124137
4.3,90,-49.642897
4.3,120,-65.685044
4.3,150,1535.433214
4.3,180,20354.927282
4.4,0,15378.291252
4.4,30,1128.90564
4.4,60,-51.835813
4.4,90,-44.574235
4.4,120,-65.293445
4.4,150,1142.850391
4.4,180,15378.29124
4.5,0,11566.614755
4.5,30,858.353311
4.5,60,-50.076759
4.5,90,-39.93997
4.5,120,-63.315384
4.5,150,829.881587
4.5,180,11566.615037
4.6,0,8624.375638
4.6,30,642.628551
4.6,60,-47.418331
4.6,90,-35.756546
4.6,120,-60.376011
4.6,150,584.150955
4.6,180,8624.37594
4.7,0,6367.485889
4.7,30,473.016549
4.7,60,-44.260295
4.7,90,-32.021694
4.7,120,-56.907988
4.7,150,394.235419
4.7,180,6367.485505
4.8,0,4651.388678
4.8,30,341.454443
4.8,60,-40.877684
4.8,90,-28.717264
4.8,120,-53.198161
4.8,150,249.926962
4.8,180,4651.388163
4.9,0,3357.308963
4.9,30,240.758137
4.9,60,-37.45815
4.9,90,-25.816821
4.9,120,-49.445533
4.9,150,142.317861
4.9,180,3357.308894
5.0,0,2389.526121
5.0,30,164.709448
5.0,60,-34.128387
5.0,90,-23.289814
5.0,120,-45.77624
5.0,150,63.781377
5.0,180,2389.525768
5.1,0,1671.993372
5.1,30,108.057507
5.1,60,-30.967838
5.1,90,-21.098006
5.1,120,-42.272954
5.1,150,7.900441
5.1,180,1671.993477
5.2,0,1144.902971
5.2,30,66.459031
5.2,60,-28.027939
5.2,90,-19.202704
5.2,120,-38.987465
5.2,150,-30.622858
5.2,180,1144.902677
5.3,0,761.65477
5.3,30,36.389104
5.3,60,-25.33376
5.3,90,-17.566672
5.3,120,-35.947948
5.3,150,-56.083617
5.3,180,761.654526
5.4,0,486.248747
5.4,30,15.037928
5.4,60,-22.898161
5.4,90,-16.152463
5.4,120,-33.163427
5.4,150,-71.896763
5.4,180,486.249079
5.5,0,291.057662
5.5,30,0.196916
5.5,60,-20.718573
5.5,90,-14.926842
5.5,120,-30.6351
5.5,150,-80.720753
5.5,180,291.057185
5.6,0,154.998222
5.6,30,-9.844683
5.6,60,-18.786659
5.6,90,-13.862631
5.6,120,-28.35398
5.6,150,-84.59808
5.6,180,154.998312
5.7,0,62.078711
5.7,30,-16.394732
5.7,60,-17.086434
5.7,90,-12.935649
5.7,120,-26.309248
5.7,150,-85.069901
5.7,180,62.078763
5.8,0,0.259622
5.8,30,-20.440288
5.8,60,-15.597582
5.8,90,-12.124679
5.8,120,-24.479704
5.8,150,-83.283302
5.8,180,0.259349
5.9,0,-39.435254
5.9,30,-22.715519
5.9,60,-14.297411
5.9,90,-11.415424
5.9,120,-22.847038
5.9,150,-80.072178
5.9,180,-39.435729
6.0,0,-63.623894
6.0,30,-23.763013
6.0,60,-13.16235
6.0,90,-10.790827
6.0,120,-21.390317
6.0,150,-76.033228
6.0,180,-63.623905
6.2,0,-83.400764
6.2,30,-23.624309
6.2,60,-11.308284
6.2,90,-9.745856
6.2,120,-18.919456
6.2,150,-66.972249
