R,theta1,E
2.5,0,802306.750313
2.5,30,36175.048442
2.5,60,5545.139614
2.5,90,981.805315
2.5,120,5545.139404
2.5,150,36175.048294
2.5,180,802306.750596
2.6,0,827884.476782
2.6,30,30307.950049
2.6,60,4230.817511
2.6,90,596.345379
2.6,120,4230.817899
2.6,150,30307.950713
2.6,180,827884.476414
2.7,0,728085.105232
2.7,30,25072.508606
2.7,60,3193.135162
2.7,90,325.535585
2.7,120,3193.134951
2.7,150,25072.50844
2.7,180,728085.105156
2.8,0,554315.532643
2.8,30,20616.881441
2.8,60,2379.955901
2.8,90,139.639344
2.8,120,2379.955871
2.8,150,20616.881111
2.8,180,554315.532757
2.9,0,377388.370214
2.9,30,16986.921289
2.9,60,1749.278425
2.9,90,15.635361
2.9,120,1749.278039
2.9,150,16986.920935
2.9,180,377388.369888
3.0,0,236546.263838
3.0,30,14126.626424
3.0,60,1264.514712
3.0,90,-63.999925
3.0,120,1264.51451
3.0,150,14126.626792
3.0,180,236546.26391
3.1,0,138941.64633
3.1,30,11908.545907
3.1,60,895.398853
3.1,90,-112.384539
3.1,120,895.398777
3.1,150,11908.546453
3.1,180,138941.646027
3.2,0,77306.366029
3.2,30,10163.275742
3.2,60,617.160171
3.2,90,-139.180148
3.2,120,617.160191
3.2,150,10163.275276
3.2,180,77306.365821
3.3,0,41604.296327
3.3,30,8701.970939
3.3,60,409.709097
3.3,90,-151.395035
3.3,120,409.709207
3.3,150,8701.970046
3.3,180,41604.296426
3.4,0,23333.959489
3.4,30,7504.874469
3.4,60,256.896229
3.4,90,-154.028787
3.4,120,256.895677
3.4,150,7504.873925
3.4,180,23333.959276
3.5,0,16278.986507
3.5,30,6477.100338
3.5,60,145.870212
3.5,90,-150.588435
3.5,120,145.870505
3.5,150,6477.100452
3.5,180,16278.986566
3.6,0,16147.779882
3.6,30,5539.410207
3.6,60,66.508509
3.6,90,-143.487815
3.6,120,66.509104
3.6,150,5539.410441
3.6,180,16147.780035
3.7,0,20052.714404
3.7,30,4672.752008
3.7,60,10.911372
3.7,90,-134.359048
3.7,120,10.911499
3.7,150,4672.752066
3.7,180,20052.714055
3.8,0,26073.657764
3.8,30,3878.791838
3.8,60,-27.019548
3.8,90,-124.281899
3.8,120,-27.019378
3.8,150,3878.791282
3.8,180,26073.657559
3.9,0,32915.100556
3.9,30,3164.786897
3.9,60,-51.959861
3.9,90,-113.962929
3.9,120,-51.959662
3.9,150,3164.78651
3.9,180,32915.10032
4.0,0,39804.65916
4.0,30,2536.880091
4.0,60,-67.459677
4.0,90,-103.846846
4.0,120,-67.459299
4.0,150,2536.880331
4.0,180,39804.659376
4.1,0,46123.904139
4.1,30,1997.239726
4.1,60,-76.188916
4.1,90,-94.209674
4.1,120,-76.188832
4.1,150,1997.240307
4.1,180,46123.904327
4.2,0,51835.249589
4.2,30,1543.59922
4.2,60,-80.137619
4.2,90,-85.20842
4.2,120,-80.137738
4.2,150,1543.599507
4.2,180,51835.249402
4.3,0,21312.034674
4.3,30,1170.086144
4.3,60,-80.777307
4.3,90,-76.925948
4.3,120,-80.778036
4.3,150,1170.086761
4.3,180,21312.034993
4.4,0,16101.79213
4.4,30,868.505901
4.4,60,-79.183221
4.4,90,-69.387524
4.4,120,-79.182655
4.4,150,868.50622
4.4,180,16101.792237
4.5,0,12094.868222
4.5,30,630.094266
4.5,60,-76.132647
4.5,90,-62.585229
4.5,120,-76.132482
4.5,150,630.094678
4.5,180,12094.86852
4.6,0,9033.508706
4.6,30,443.812267
4.6,60,-72.193905
4.6,90,-56.488114
4.6,120,-72.193866
4.6,150,443.81228
4.6,180,9033.509005
4.7,0,6708.886334
4.7,30,301.472782
4.7,60,-67.766543
4.7,90,-51.049077
4.7,120,-67.767268
4.7,150,301.472836
4.7,180,6708.886099
4.8,0,4953.699237
4.8,30,194.695148
4.8,60,-63.140114
4.8,90,-46.213646
4.8,120,-63.139575
4.8,150,194.694425
4.8,180,4953.699036
4.9,0,3635.846784
