R	0	30	60	90	120	150	180
2.5	802306.750313	20682.35852	5172.919632	1056.728294	5172.919537	20682.358275	802306.750595
2.6	827884.476782	17678.661411	3932.797046	666.702763	3932.796954	17678.661453	827884.476415
2.7	728085.105232	15267.991444	2957.494505	389.764807	2957.494154	15267.991118	728085.105156
2.8	554315.532643	13374.370172	2197.324965	197.138339	2197.324947	13374.370252	554315.532757
2.9	377388.370214	11865.379027	1610.096757	66.408973	1610.096657	11865.378928	377388.369888
3.0	236546.263838	10635.82086	1160.587476	-19.583432	1160.587324	10635.820722	236546.26391
3.1	138941.64633	9670.306779	819.755991	-73.755953	819.75579	9670.306995	138941.646027
3.2	77306.366029	8826.403687	563.920297	-105.68843	563.920058	8826.403185	77306.36582
3.3	41604.296327	8021.672724	373.959849	-122.372091	373.959284	8021.672913	41604.296426
3.4	23333.959489	7216.314498	234.595676	-128.8375	234.595375	7216.314604	23333.959275
3.5	16278.986507	6399.062822	133.749713	-128.645316	133.749612	6399.062369	16278.986566
3.6	16147.779882	5578.806513	61.962335	-124.28116	61.962156	5578.806691	16147.780035
3.7	20052.714403	4775.866396	11.897012	-117.449086	11.897252	4775.86668	20052.714055
3.8	26073.657763	4013.752985	-22.088487	-109.304651	-22.089024	4013.753237	26073.657559
3.9	32915.100556	3312.954477	-44.296089	-100.618067	-44.295671	3312.954833	32915.10032
4.0	39804.65916	2687.512793	-57.975811	-91.892187	-57.97563	2687.51282	39804.659376
4.1	46123.904139	2144.195122	-65.561902	-83.445693	-65.562134	2144.19557	46123.904327
4.2	51835.249589	1683.410048	-68.861755	-75.468258	-68.861049	1683.409424	51835.249402
4.3	21312.034674	1300.884189	-69.202418	-68.064806	-69.202664	1300.883996	21312.034993
4.4	16101.79213	989.400833	-67.558952	-61.281256	-67.558981	989.401077	16101.792237
4.5	12094.868222	740.710845	-64.636252	-55.12594	-64.636163	740.711189	12094.86852
4.6	9033.508706	544.596126	-60.947212	-49.582833	-60.947359	544.596309	9033.509005
4.7	6708.886335	392.543997	-56.85472	-44.62211	-56.854849	392.544525	6708.886099
4.8	4953.699237	276.521182	-52.617503	-40.204359	-52.617375	276.521435	4953.699036
4.9	3635.846784	189.260391	-48.412532	-36.285715	-48.412339	189.260485	3635.847298
5.0	2651.995146	124.572856	-44.358009	-32.820766	-44.358171	124.572983	2651.99494
5.1	1921.871506	77.334858	-40.528407	-29.764007	-40.528669	77.335113	1921.871393
5.2	1383.42553	43.397996	-36.966193	-27.069396	-36.965862	43.397714	1383.425695
5.3	988.874535	19.467845	-33.690906	-24.696143	-33.691211	19.467594	988.874469
5.4	701.59496	2.971737	-30.704589	-22.604422	-30.704572	2.971497	701.595074
5.5	493.707759	-8.071622	-28.000835	-20.758269	-28.000686	-8.071688	493.708097
5.6	344.166837	-15.163717	-25.564394	-19.126999	-25.564174	-15.163978	344.16662
5.7	237.222056	-19.432781	-23.377445	-17.682958	-23.377232	-19.432488	237.222217
5.8	161.18819	-21.71273	-21.417475	-16.403148	-21.41769	-21.713102	161.188451
5.9	107.458166	-22.618737	-19.66684	-15.266103	-19.666385	-22.618682	107.45795
6.0	69.73444	-22.597883	-18.102598	-14.254536	-18.102209	-22.597669	69.734359
6.2	25.277132	-20.981207	-15.45772	-12.544898	-15.458225	-20.981077	25.27697
