R,theta1,E
2.5,0,802306.750313
2.5,30,45061.989279
2.5,60,5677.651553
2.5,90,956.440985
2.5,120,5677.651168
2.5,150,45061.989186
2.5,180,802306.750595
2.6,0,827884.476783
2.6,30,37345.025459
2.6,60,4337.216219
2.6,90,572.638935
2.6,120,4337.216791
2.6,150,37345.025842
2.6,180,827884.476414
2.7,0,728085.105232
2.7,30,30339.499783
2.7,60,3277.551133
2.7,90,303.97848
2.7,120,3277.551337
2.7,150,30339.49991
2.7,180,728085.105155
2.8,0,554315.532643
2.8,30,24356.422223
2.8,60,2445.401007
2.8,90,120.407469
2.8,120,2445.400608
2.8,150,24356.422659
2.8,180,554315.532757
2.9,0,377388.370214
2.9,30,19506.925493
2.9,60,1799.170274
2.9,90,-1.286812
2.9,120,1799.169631
2.9,150,19506.92511
2.9,180,377388.369888
3.0,0,236546.263838
3.0,30,15735.533758
3.0,60,1301.804247
3.0,90,-78.743663
3.0,120,1301.803993
3.0,150,15735.533679
3.0,180,236546.26391
3.1,0,138941.64633
3.1,30,12877.231801
3.1,60,922.597455
3.1,90,-125.146309
3.1,120,922.597545
3.1,150,12877.231781
3.1,180,138941.646027
3.2,0,77306.366029
3.2,30,10718.794532
3.2,60,636.381228
3.2,90,-150.186366
3.2,120,636.381726
3.2,150,10718.794502
3.2,180,77306.36582
3.3,0,41604.296327
3.3,30,9025.099798
3.3,60,422.709294
3.3,90,-160.876525
3.3,120,422.709429
3.3,150,9025.10058
3.3,180,41604.296426
3.4,0,23333.959489
3.4,30,7621.908693
3.4,60,265.119758
3.4,90,-162.204916
3.4,120,265.119326
3.4,150,7621.908375
3.4,180,23333.959275
3.5,0,16278.986507
3.5,30,6493.611209
3.5,60,150.483102
3.5,90,-157.656909
3.5,120,150.482762
3.5,150,6493.611318
3.5,180,16278.986566
3.6,0,16147.779882
3.6,30,5510.481175
3.6,60,68.439666
3.6,90,-149.620792
3.6,120,68.439165
3.6,150,5510.481189
3.6,180,16147.780035
3.7,0,20052.714403
3.7,30,4622.553947
3.7,60,10.894365
3.7,90,-139.701962
3.7,120,10.894321
3.7,150,4622.554239
3.7,180,20052.714055
3.8,0,26073.657764
3.8,30,3819.91388
3.8,60,-28.416655
3.8,90,-128.958409
3.8,120,-28.416823
3.8,150,3819.914418
3.8,180,26073.657559
3.9,0,32915.100556
3.9,30,3104.010372
3.9,60,-54.300514
3.9,90,-118.075175
3.9,120,-54.300171
3.9,150,3104.009654
3.9,180,32915.10032
4.0,0,39804.65916
4.0,30,2477.729938
4.0,60,-70.413455
4.0,90,-107.479764
4.0,120,-70.413853
4.0,150,2477.73027
4.0,180,39804.659376
4.1,0,46123.904139
4.1,30,1941.439139
4.1,60,-79.515097
4.1,90,-97.433236
4.1,120,-79.515061
4.1,150,1941.439314
4.1,180,46123.904327
4.2,0,51835.249589
4.2,30,1491.907369
4.2,60,-83.663611
4.2,90,-88.082638
4.2,120,-83.663173
4.2,150,1491.907353
4.2,180,51835.249402
4.3,0,21312.034674
4.3,30,1122.756005
4.3,60,-84.380586
4.3,90,-79.499288
4.3,120,-84.380991
4.3,150,1122.756198
4.3,180,21312.034993
4.4,0,16101.79213
4.4,30,825.532184
4.4,60,-82.779402
4.4,90,-71.704786
4.4,120,-82.779308
4.4,150,825.53164
4.4,180,16101.792237
4.5,0,12094.868222
4.5,30,591.262805
4.5,60,-79.667567
4.5,90,-64.683952
4.5,120,-79.667841
4.5,150,591.262269
4.5,180,12094.86852
4.6,0,9033.508706
4.6,30,408.943369
4.6,60,-75.625774
4.6,90,-58.398976
4.6,120,-75.626074
4.6,150,408.943571
4.6,180,9033.509005
4.7,0,6708.886334
4.7,30,270.301548
4.7,60,-71.070963
4.7,90,-52.795699
4.7,120,-71.070735
4.7,150,270.301581
4.7,180,6708.886099
4.8,0,4953.699236
4.8,30,166.943982
4.8,60,-66.296718
4.8,90,-47.81637
4.8,120,-66.29645
4.8,150,166.943965
4.8,180,4953.699036
4.9,0,3635.846784
4.9,30,91.517585
4.9,60,-61.507067
4.9,90,-43.396562
4.9,120,-61.507198
4.9,150,91.517588
4.9,180,3635.847298
5.0,0,2651.995146
5.0,30,37.773845
5.0,60,-56.839259
5.0,90,-39.476468
5.0,120,-56.83954
5.0,150,37.773394
5.0,180,2651.99494
5.1,0,1921.871505
5.1,30,0.553567
5.1,60,-52.381703
5.1,90,-36.000498
5.1,120,-52.381533
5.1,150,0.553672
5.1,180,1921.871393
5.2,0,1383.42553
5.2,30,-24.300574
5.2,60,-48.188617
5.2,90,-32.914289
5.2,120,-48.189012
5.2,150,-24.300459
5.2,180,1383.425695
5.3,0,988.874536
5.3,30,-40.064846
5.3,60,-44.288577
5.3,90,-30.172643
5.3,120,-44.289061
5.3,150,-40.065066
5.3,180,988.874469
5.4,0,701.59496
5.4,30,-49.279978
5.4,60,-40.692527
5.4,90,-27.73417
5.4,120,-40.692322
5.4,150,-49.279434
5.4,180,701.595074
5.5,0,493.707759
5.5,30,-53.874601
5.5,60,-37.398619
5.5,90,-25.562962
5.5,120,-37.398421
5.5,150,-53.87467
5.5,180,493.708097
5.6,0,344.166837
5.6,30,-55.295187
5.6,60,-34.398046
5.6,90,-23.626944
5.6,120,-34.397606
5.6,150,-55.295025
5.6,180,344.16662
5.7,0,237.222056
5.7,30,-54.602665
5.7,60,-31.673446
5.7,90,-21.89938
5.7,120,-31.673334
5.7,150,-54.602827
5.7,180,237.222217
5.8,0,161.188191
5.8,30,-52.562685
5.8,60,-29.207763
5.8,90,-20.356976
