R,phi,E
2.5,0,802306.750313
2.5,30,802306.750313
2.5,60,802306.750313
2.5,90,802306.750313
2.6,0,827884.476783
2.6,30,827884.476782
2.6,60,827884.476783
2.6,90,827884.476782
2.7,0,728085.105232
2.7,30,728085.105232
2.7,60,728085.105232
2.7,90,728085.105232
2.8,0,554315.532643
2.8,30,554315.532643
2.8,60,554315.532643
2.8,90,554315.532643
2.9,0,377388.370214
2.9,30,377388.370214
2.9,60,377388.370214
2.9,90,377388.370214
3.0,0,236546.263838
3.0,30,236546.263838
3.0,60,236546.263838
3.0,90,236546.263838
3.1,0,138941.64633
3.1,30,138941.64633
3.1,60,138941.64633
3.1,90,138941.64633
3.2,0,77306.366029
3.2,30,77306.366029
3.2,60,77306.366029
3.2,90,77306.366029
3.3,0,41604.296327
3.3,30,41604.296327
3.3,60,41604.296327
3.3,90,41604.296327
3.4,0,23333.959489
3.4,30,23333.959489
3.4,60,23333.959489
3.4,90,23333.959489
3.5,0,16278.986507
3.5,30,16278.986507
3.5,60,16278.986507
3.5,90,16278.986507
3.6,0,16147.779882
3.6,30,16147.779882
3.6,60,16147.779882
3.6,90,16147.779882
3.7,0,20052.714403
3.7,30,20052.714404
3.7,60,20052.714404
3.7,90,20052.714403
3.8,0,26073.657764
3.8,30,26073.657764
3.8,60,26073.657764
3.8,90,26073.657763
3.9,0,32915.100556
3.9,30,32915.100556
3.9,60,32915.100556
3.9,90,32915.100556
4.0,0,39804.65916
4.0,30,39804.65916
4.0,60,39804.65916
4.0,90,39804.65916
4.1,0,46123.904139
4.1,30,46123.904139
4.1,60,46123.904139
4.1,90,46123.904139
4.2,0,51835.249589
4.2,30,51835.249589
4.2,60,51835.249589
4.2,90,51835.249589
4.3,0,21312.034674
4.3,30,21312.034674
4.3,60,21312.034674
4.3,90,21312.034674
4.4,0,16101.79213
4.4,30,16101.79213
4.4,60,16101.79213
4.4,90,16101.79213
4.5,0,12094.868222
4.5,30,12094.868222
4.5,60,12094.868222
4.5,90,12094.868222
4.6,0,9033.508706
4.6,30,9033.508706
4.6,60,9033.508706
4.6,90,9033.508706
4.7,0,6708.886334
4.7,30,6708.886334
4.7,60,6708.886334
4.7,90,6708.886335
4.8,0,4953.699236
4.8,30,4953.699237
4.8,60,4953.699236
4.8,90,4953.699237
4.9,0,3635.846784
4.9,30,3635.846784
4.9,60,3635.846784
4.9,90,3635.846784
5.0,0,2651.995146
5.0,30,2651.995146
5.0,60,2651.995146
5.0,90,2651.995146
5.1,0,1921.871505
5.1,30,1921.871506
5.1,60,1921.871506
5.1,90,1921.871506
5.2,0,1383.42553
5.2,30,1383.42553
5.2,60,1383.42553
5.2,90,1383.42553
5.3,0,988.874536
5.3,30,988.874535
5.3,60,988.874535
5.3,90,988.874535
5.4,0,701.59496
5.4,30,701.59496
5.4,60,701.59496
5.4,90,701.59496
5.5,0,493.707759
5.5,30,493.707759
5.5,60,493.707759
5.5,90,493.707759
5.6,0,344.166837
5.6,30,344.166837
5.6,60,344.166837
5.6,90,344.166837
5.7,0,237.222056
5.7,30,237.222056
5.7,60,237.222056
5.7,90,237.222056
5.8,0,161.188191
5.8,30,161.188191
5.8,60,161.188191
5.8,90,161.18819
5.9,0,107.458166
5.9,30,107.458166
5.9,60,107.458166
5.9,90,107.458166
6.0,0,69.734441
6.0,30,69.734441
6.0,60,69.73444
6.0,90,69.73444
6.2,0,25.277132
6.2,30,25.277132
6.2,60,25.277132
6.2,90,25.277132
6.4,0,4.502148
6.4,30,4.502148
6.4,60,4.502148
6.4,90,4.502148
6.6,0,-4.572025
6.6,30,-4.572025
6.6,60,-4.572025
6.6,90,-4.572025
6.8,0,-8.01954
6.8,30,-8.01954
6.8,60,-8.01954
6.8,90,-8.019541
7.0,0,-8.863588
7.0,30,-8.863588
7.0,60,-8.863588
7.0,90,-8.863588
7.2,0,-8.566458
7.2,30,-8.566458
7.2,60,-8.566458
7.2,90,-8.566458
7.4,0,-7.818457
7.4,30,-7.818456
7.4,60,-7.818456
7.4,90,-7.818456
7.6,0,-6.951671
7.6,30,-6.951671
7.6,60,-6.951671
7.6,90,-6.951671
7.8,0,-6.123732
7.8,30,-6.123732
7.8,60,-6.123732
7.8,90,-6.123732
8.0,0,-5.403071
8.0,30,-5.403071
8.0,60,-5.403071
8.0,90,-5.403071
8.2,0,-4.80951
8.2,30,-4.80951
8.2,60,-4.80951
8.2,90,-4.80951
8.4,0,-4.334453
8.4,30,-4.334453
8.4,60,-4.334453
8.4,90,-4.334453
8.6,0,-3.962998
8.6,30,-3.962998
8.6,60,-3.962998
8.6,90,-3.962998
8.8,0,-3.679009
8.8,30,-3.679009
8.8,60,-3.679009
8.8,90,-3.679009
9.0,0,-3.465564
9.0,30,-3.465564
9.0,60,-3.465564
9.0,90,-3.465564
9.5,0,-3.134989
9.5,30,-3.134989
9.5,60,-3.134989
9.5,90,-3.134989
10.0,0,-2.945819
10.0,30,-2.945819
10.0,60,-2.945819
10.0,90,-2.945819
10.5,0,-2.815586
10.5,30,-2.815586
10.5,60,-2.815586
10.5,90,-2.815586
11.0,0,-2.710726
11.0,30,-2.710726
11.0,60,-2.710726
11.0,90,-2.710726
11.5,0,-2.613783
11.5,30,-2.613783
11.5,60,-2.613783
11.5,90,-2.613783
12.0,0,-2.517486
12.0,30,-2.517486
12.0,60,-2.517486
12.0,90,-2.517486
12.5,0,-2.423764
12.5,30,-2.423764
12.5,60,-2.423764
12.5,90,-2.423764
13.0,0,-2.335022
13.0,30,-2.335022
13.0,60,-2.335022
13.0,90,-2.335022
13.5,0,-2.251433
13.5,30,-2.251433
13.5,60,-2.251433
13.5,90,-2.251433
14.0,0,-2.172292
14.0,30,-2.172292
14.0,60,-2.172291
14.0,90,-2.172292
14.5,0,-2.096595
14.5,30,-2.096595
14.5,60,-2.096595
14.5,90,-2.096595
15.0,0,-2.024745
15.0,30,-2.024745
15.0,60,-2.024745
15.0,90,-2.024745
16.0,0,-1.889618
16.0,30,-1.889618
16.0,60,-1.889618
16.0,90,-1.889618
17.0,0,-1.766501
17.0,30,-1.7665
17.0,60,-1.766501
17.0,90,-1.7665
18.0,0,-1.653453
18.0,30,-1.653453
18.0,60,-1.653453
18.0,90,-1.653453
19.0,0,-1.550364
19.0,30,-1.550364
19.0,60,-1.550364
19.0,90,-1.550364
20.0,0,-1.455634
20.0,30,-1.455634
20.0,60,-1.455634
20.0,90,-1.455634
21.0,0,-1.370783
21.0,30,-1.370783
21.0,60,-1.370783
21.0,90,-1.370783
22.0,0,-1.291495
