R	0	30	60	90	120	150	180
2.5	1036677.989937	25062.257339	6467.625757	1928.609814	6467.626125	25062.256955	1036677.989494
2.6	888807.982437	21404.727022	4935.846043	1340.939155	4935.845906	21404.72683	888807.982288
2.7	1156733.159075	18662.590094	3732.030864	909.527833	3732.030791	18662.590328	1156733.1593
2.8	2187662.092959	16570.112274	2793.058434	597.068027	2793.058696	16570.11223	2187662.092468
2.9		14926.62375	2066.260624	374.209817	2066.260445	14926.62331	
3.0		13594.334514	1508.192904	218.0795	1508.193062	13594.334249	
3.1	2879314.763871	12416.333567	1083.340267	111.016185	1083.339521	12416.33352	2879314.764306
3.2	1214744.570557	11285.376458	762.902466	39.533014	762.902978	11285.376014	1214744.570483
3.3	626589.771544	10162.510593	523.693964	-6.550648	523.693833	10162.509786	626589.771548
3.4	348269.587737	9065.299997	347.181146	-34.816294	347.181111	9065.300568	348269.587445
3.5	204742.186936	7985.124379	218.64832	-50.832522	218.64822	7985.124754	204742.18764
3.6	128861.169215	6925.751024	126.493794	-58.626599	126.493771	6925.751165	128861.16961
3.7	88973.310886	5907.944949	61.637219	-61.067258	61.637326	5907.945028	88973.310847
3.8	68889.788161	4956.143686	17.035467	-60.154603	17.035424	4956.143559	68889.788543
3.9	59818.031999	4090.347776	-12.72212	-57.253266	-12.722227	4090.348404	59818.031996
4.0	56824.974271	3322.825229	-31.744786	-53.272936	-31.744717	3322.825373	56824.973874
4.1	57072.38663	2658.45381	-43.124505	-48.80205	-43.124799	2658.453079	57072.386879
4.2	26468.264894	2094.074453	-49.164004	-44.221589	-49.16401	2094.074317	26468.265017
4.3	20151.682382	1623.83214	-51.558185	-39.765556	-51.557936	1623.83204	20151.682188
4.4	15181.753243	1238.410196	-51.539257	-35.576635	-51.539309	1238.40993	15181.753414
4.5	11353.079306	927.435648	-49.982884	-31.730364	-49.98312	927.435147	11353.079319
4.6	8439.492919	680.173512	-47.501064	-28.259393	-47.501105	680.1733	8439.4935
4.7	6207.297154	486.383855	-44.510554	-25.16611	-44.51085	486.384779	6207.297409
4.8	4509.747542	336.713346	-41.293067	-22.436269	-41.293026	336.713829	4509.747075
4.9	3229.940782	222.875247	-38.035179	-20.04954	-38.035769	222.875754	3229.940473
5.0	2273.4468	137.704517	-34.859895	-17.97714	-34.860251	137.704523	2273.446898
5.1	1565.216012	75.122878	-31.846978	-16.190918	-31.846312	75.123503	1565.216025
5.2	1046.162732	30.070329	-29.042025	-14.659744	-29.041943	30.070311	1046.162663
5.3	670.155956	-1.588849	-26.472525	-13.354209	-26.472235	-1.588587	670.156138
5.4	401.501245	-23.168525	-24.148211	-12.241691	-24.148113	-23.168613	401.501404
5.5	212.76991	-37.282683	-22.067032	-11.29452	-22.066889	-37.282896	212.770222
5.6	82.983515	-45.955424	-20.220619	-10.489179	-20.220416	-45.955533	82.983671
5.7	-3.831323	-50.737833	-18.593303	-9.801716	-18.593232	-50.738286	-3.83166
5.8	-59.751226	-52.796635	-17.166247	-9.214706	-17.165905	-52.79633	-59.75116
5.9	-93.819215	-52.999462	-15.917842	-8.710735	-15.917798	-52.999447	-93.819325
6.0	-112.719253	-51.974974	-14.827207	-8.275506	-14.827305	-51.974911	-112.719064
6.2	-123.105296	-47.905239	-13.036285	-7.561333	-13.03631	-47.905094	-123.1051
6.4	-115.376724	-42.783122	-11.644052	-6.989499	-11.643935	-42.782946	-115.376746
6.6	-101.467821	-37.64735	-10.541481	-6.498899	-10.541572	-37.647718	-101.468351
6.8	-86.728657	-32.948202	-9.649101	-6.058174	-9.648802	-32.94794	-86.728786
7.0	-73.266392	-28.832485	-8.905544	-5.657883	-8.90542	-28.832502	-73.266082
7.2	-61.723679	-25.310316	-8.270413	-5.296153	-8.270065	-25.310351	-61.723556
7.4	-52.113218	-22.326889	-7.715681	-4.977893	-7.715699	-22.326611	-52.113362
7.6	-44.207362	-19.805697	-7.223921	-4.701656	-7.224177	-19.805575	-44.207455
7.8	-37.724379	-17.666893	-6.787229	-4.464352	-6.787112	-17.666953	-37.724625
8.0	-32.403989	-15.84155	-6.398426	-4.259151	-6.398403	-15.841537	-32.404058
8.2	-28.022872	-14.274688	-6.053451	-4.08113	-6.053559	-14.274538	-28.022887
8.4	-24.398341	-12.920935	-5.745141	-3.924411	-5.74491	-12.92126	-24.398502
8.6	-21.38267	-11.747289	-5.470201	-3.784902	-5.470333	-11.747218	-21.382669
