R	0	30	60	90	120	150	180
8.8	-18.854946	-10.722553	-5.222832	-3.659809	-5.222743	-10.722274	-18.854898
9.0	-16.721259	-9.824126	-4.999515	-3.546849	-4.999388	-9.82419	-16.721136
9.5	-12.689017	-8.02529	-4.526971	-3.308785	-4.526756	-8.02567	-12.688987
10.0	-9.966668	-6.708335	-4.155054	-3.116838	-4.155422	-6.708227	-9.966573
10.5	-8.064034	-5.723861	-3.854755	-2.957118	-3.854463	-5.723973	-8.064181
11.0	-6.68203	-4.972626	-3.605621	-2.818712	-3.606057	-4.972823	-6.68191
11.5	-5.65444	-4.387363	-3.397653	-2.696477	-3.397962	-4.387269	-5.654236
12.0	-4.878292	-3.92505	-3.217791	-2.583982	-3.217964	-3.925354	-4.878432
12.5	-4.283348	-3.556424	-3.062104	-2.479201	-3.061977	-3.556447	-4.283037
13.0	-3.818633	-3.255104	-2.922946	-2.381735	-2.922791	-3.254871	-3.818766
13.5	-3.448555	-3.005106	-2.798578	-2.290167	-2.798613	-3.004926	-3.448663
14.0	-3.147935	-2.794488	-2.685538	-2.20396	-2.685281	-2.794347	-3.148105
14.5	-2.899254	-2.613667	-2.582198	-2.12117	-2.582136	-2.613772	-2.89935
15.0	-2.69038	-2.456856	-2.486907	-2.044648	-2.487252	-2.45694	-2.690056
16.0	-2.357019	-2.196335	-2.316612	-1.902251	-2.316499	-2.196707	-2.356992
17.0	-2.103147	-1.989054	-2.16979	-1.774531	-2.169217	-1.988697	-2.103385
18.0	-1.901734	-1.81727	-2.039592	-1.659208	-2.039177	-1.817169	-1.901381
19.0	-1.735314	-1.672682	-1.925367	-1.554386	-1.925017	-1.672494	-1.735215
20.0	-1.596926	-1.548372	-1.822291	-1.459986	-1.822787	-1.548184	-1.597078
21.0	-1.478104	-1.439708	-1.728972	-1.370485	-1.729368	-1.439463	-1.477983
22.0	-1.376259	-1.344833	-1.644823	-1.293679	-1.64478	-1.344825	-1.376351
23.0	-1.285786	-1.259943	-1.569821	-1.222068	-1.569824	-1.25986	-1.286041
24.0	-1.206022	-1.185463	-1.501818	-1.155316	-1.502256	-1.185112	-1.206284
25.0	-1.135532	-1.11729	-1.437528	-1.094022	-1.437751	-1.117549	-1.135753
50.0	-0.362087	-0.355005	-0.696623	-0.360382	-0.696291	-0.354861	-0.361601
100.0	-0.000389	0.005774	-0.335672	0.000195	-0.335776	0.006147	-3.2e-05
