R,theta2,E
2.5,0,1036677.989495
2.5,30,968322.299158
2.5,60,852293.735284
2.5,90,802306.750595
2.6,0,888807.982288
2.6,30,871408.320832
2.6,60,841136.020874
2.6,90,827884.476415
2.7,0,1156733.1593
2.7,30,1024550.13545
2.7,60,813738.494901
2.7,90,728085.105156
2.8,0,2187662.092468
2.8,30,1395906.222446
2.8,60,734932.752262
2.8,90,554315.532757
2.9,30,1700664.696064
2.9,60,586328.612687
2.9,90,377388.369888
3.0,30,1451541.224271
3.0,60,413633.372775
3.0,90,236546.26391
3.1,0,2879314.764306
3.1,30,948553.355754
3.1,60,266941.153244
3.1,90,138941.646027
3.2,0,1214744.570483
3.2,30,566995.850984
3.2,60,162886.213435
3.2,90,77306.36582
3.3,0,626589.771548
3.3,30,332286.596378
3.3,60,96738.639436
3.3,90,41604.296426
3.4,0,348269.587445
3.4,30,196324.041424
3.4,60,58193.826958
3.4,90,23333.959275
3.5,0,204742.18764
3.5,30,119947.917862
3.5,60,38024.057963
3.5,90,16278.986566
3.6,0,128861.16961
3.6,30,78446.617758
3.6,60,29483.614708
3.6,90,16147.780035
3.7,0,88973.310847
3.7,30,57094.928802
3.7,60,27984.452224
3.7,90,20052.714055
3.8,0,68889.788543
3.8,30,47174.733284
3.8,60,30454.357533
3.8,90,26073.657559
3.9,0,59818.031996
3.9,30,43186.962219
3.9,60,34833.718735
3.9,90,32915.10032
4.0,0,56824.973874
4.0,30,40776.276017
4.0,60,39320.657149
4.0,90,39804.659376
4.1,0,57072.386879
4.1,30,34394.735466
4.1,60,35586.748736
4.1,90,46123.904327
4.2,0,26468.265017
4.2,30,26622.488517
4.2,60,27418.585936
4.2,90,51835.249402
4.3,0,20151.682188
4.3,30,20354.927282
4.3,60,20938.151734
4.3,90,21312.034993
4.4,0,15181.753414
4.4,30,15378.29124
4.4,60,15872.664211
4.4,90,16101.792237
4.5,0,11353.079319
4.5,30,11566.615037
4.5,60,11943.113544
4.5,90,12094.86852
4.6,0,8439.4935
4.6,30,8624.37594
4.6,60,8922.145974
4.6,90,9033.509005
4.7,0,6207.297409
4.7,30,6367.485505
4.7,60,6617.701748
4.7,90,6708.886099
4.8,0,4509.747075
4.8,30,4651.388163
4.8,60,4872.289368
4.8,90,4953.699036
4.9,0,3229.940473
4.9,30,3357.308894
4.9,60,3559.166923
4.9,90,3635.847298
5.0,0,2273.446898
5.0,30,2389.525768
5.0,60,2577.888015
5.0,90,2651.99494
5.1,0,1565.216025
5.1,30,1671.993477
5.1,60,1849.611598
5.1,90,1921.871393
5.2,0,1046.162663
5.2,30,1144.902677
5.2,60,1312.969
5.2,90,1383.425695
5.3,0,670.156138
5.3,30,761.654526
5.3,60,920.534163
5.3,90,988.874469
5.4,0,401.501404
5.4,30,486.249079
5.4,60,635.872591
5.4,90,701.595074
5.5,0,212.770222
5.5,30,291.057185
5.5,60,431.155757
5.5,90,493.708097
5.6,0,82.983671
5.6,30,154.998312
5.6,60,285.268954
5.6,90,344.16662
5.7,0,-3.83166
5.7,30,62.078763
5.7,60,182.3272
5.7,90,237.222217
5.8,0,-59.751159
5.8,30,0.259349
5.8,60,110.484145
5.8,90,161.188451
5.9,0,-93.819325
5.9,30,-39.43573
5.9,60,60.983349
5.9,90,107.45795
6.0,0,-112.719064
6.0,30,-63.623905
6.0,60,27.403833
6.0,90,69.734359
6.2,0,-123.1051
6.2,30,-83.401056
6.2,60,-9.388945
6.2,90,25.27697
6.4,0,-115.376746
6.4,30,-83.424543
6.4,60,-23.663621
6.4,90,4.502412
6.6,0,-101.468351
6.6,30,-75.741987
6.6,60,-27.456186
6.6,90,-4.571336
6.8,0,-86.728786
6.8,30,-65.901914
6.8,60,-26.685045
6.8,90,-8.019266
7.0,0,-73.266082
7.0,30,-56.268991
7.0,60,-24.185292
7.0,90,-8.863496
7.2,0,-61.723556
7.2,30,-47.731609
7.2,60,-21.253543
7.2,90,-8.566159
7.4,0,-52.113362
7.4,30,-40.495554
7.4,60,-18.433262
7.4,90,-7.819101
7.6,0,-44.207455
7.6,30,-34.469725
7.6,60,-15.918041
7.6,90,-6.951882
7.8,0,-37.724625
7.8,30,-29.477876
7.8,60,-13.755901
7.8,90,-6.1229
8.0,0,-32.404058
8.0,30,-25.349869
8.0,60,-11.935789
8.0,90,-5.402955
8.2,0,-28.022887
8.2,30,-21.942345
8.2,60,-10.423824
8.2,90,-4.809315
8.4,0,-24.398502
8.4,30,-19.128048
8.4,60,-9.182108
8.4,90,-4.334209
8.6,0,-21.382669
8.6,30,-16.799252
8.6,60,-8.166738
8.6,90,-3.962897
8.8,0,-18.854898
8.8,30,-14.86235
8.8,60,-7.338607
8.8,90,-3.678834
9.0,0,-16.721136
9.0,30,-13.239593
9.0,60,-6.662455
9.0,90,-3.465519
9.5,0,-12.688987
9.5,30,-10.195319
9.5,60,-5.443266
9.5,90,-3.135092
10.0,0,-9.966573
10.0,30,-8.146759
10.0,60,-4.647697
10.0,90,-2.946039
10.5,0,-8.064181
10.5,30,-6.712735
10.5,60,-4.09301
10.5,90,-2.815112
11.0,0,-6.68191
11.0,30,-5.666065
11.0,60,-3.682439
11.0,90,-2.710715
11.5,0,-5.654236
11.5,30,-4.880604
11.5,60,-3.361367
11.5,90,-2.613986
12.0,0,-4.878432
12.0,30,-4.278833
12.0,60,-3.098878
12.0,90,-2.517621
12.5,0,-4.283036
12.5,30,-3.81169
12.5,60,-2.88189
12.5,90,-2.42384
13.0,0,-3.818766
13.0,30,-3.442579
13.0,60,-2.700513
13.0,90,-2.335025
13.5,0,-3.448663
13.5,30,-3.144697
13.5,60,-2.54635
13.5,90,-2.251385
14.0,0,-3.148105
14.0,30,-2.900682
14.0,60,-2.412151
14.0,90,-2.172383
14.5,0,-2.89935
14.5,30,-2.695295
14.5,60,-2.293659
14.5,90,-2.096662
15.0,0,-2.690056
