R	0	30	60	90
2.5	6467.787278	6116.505876	5470.422036	5172.919632
2.6	4936.05294	4665.323115	4164.475395	3932.797046
2.7	3732.272797	3524.169302	3137.167241	2957.494505
2.8	2793.326726	2633.898022	2336.026149	2197.324965
2.9	2066.549801	1944.89807	1716.648412	1610.096757
3.0	1508.496169	1416.087457	1242.030857	1160.587476
3.1	1083.656145	1013.794341	881.70965	819.755991
3.2	763.226025	710.66434	610.866948	563.920297
3.3	524.024351	484.644681	409.467039	373.959849
3.4	347.515924	318.095664	261.492106	234.595676
3.5	218.985697	197.005067	154.238895	133.749713
3.6	126.83394	110.33592	77.7436	61.962335
3.7	61.979215	49.465993	24.257628	11.897012
3.8	17.378554	7.721565	-12.185987	-22.088487
3.9	-12.377264	-20.012395	-36.146536	-44.296089
4.0	-31.401041	-37.618058	-51.075578	-57.975811
4.1	-42.781111	-48.01126	-59.564152	-65.561902
4.2	-48.819276	-53.364862	-63.536981	-68.861755
4.3	-51.214298	-55.275213	-64.410131	-69.202418
4.4	-51.194442	-54.900052	-63.213247	-67.558952
4.5	-49.638953	-53.063763	-60.687504	-64.636252
4.6	-47.1573	-50.344217	-57.357507	-60.947212
4.7	-44.166434	-47.137424	-53.596748	-56.85472
4.8	-40.94962	-43.711941	-49.662977	-52.617503
4.9	-37.691776	-40.251563	-45.732929	-48.412532
5.0	-34.517129	-36.879361	-41.924341	-44.358009
5.1	-31.502929	-33.672789	-38.312922	-40.528407
5.2	-28.69932	-30.680841	-34.942284	-36.966193
5.3	-26.129056	-27.931684	-31.836505	-33.690906
5.4	-23.805484	-25.436456	-29.005024	-30.704589
5.5	-21.724474	-23.196813	-26.445513	-28.000835
5.6	-19.877683	-21.201771	-24.145054	-25.564394
5.7	-18.250287	-19.437662	-22.090762	-23.377445
5.8	-16.822951	-17.882029	-20.260176	-21.417475
5.9	-15.575367	-16.516239	-18.633627	-19.66684
6.0	-14.485174	-15.315144	-17.186696	-18.102598
6.2	-12.693505	-13.323462	-14.756866	-15.45772
6.4	-11.302575	-11.75773	-12.823521	-13.347286
6.6	-10.199384	-10.510741	-11.276335	-11.658138
6.8	-9.306005	-9.503306	-10.031782	-10.301036
7.0	-8.563236	-8.676055	-9.023426	-9.207003
7.2	-7.928361	-7.983409	-8.198742	-8.319478
7.4	-7.37387	-7.392006	-7.515753	-7.59277
7.6	-6.882262	-6.879512	-6.943633	-6.990769
7.8	-6.444931	-6.431663	-6.457861	-6.48526
8.0	-6.05575	-6.037256	-6.040951	-6.054813
8.2	-5.7113	-5.690599	-5.679663	-5.68505
8.4	-5.403702	-5.381884	-5.364633	-5.36435
8.6	-5.12912	-5.107432	-5.08725	-5.083976
8.8	-4.88068	-4.862367	-4.842528	-4.837808
9.0	-4.657363	-4.640121	-4.623384	-4.620069
9.5	-4.185263	-4.176921	-4.169562	-4.168644
10.0	-3.813066	-3.809678	-3.810589	-3.813184
10.5	-3.512967	-3.512188	-3.517772	-3.523104
11.0	-3.264854	-3.266577	-3.274584	-3.281172
11.5	-3.055802	-3.057274	-3.067167	-3.075238
12.0	-2.876237	-2.879033	-2.888694	-2.896427
12.5	-2.720354	-2.722336	-2.731354	-2.739124
13.0	-2.581448	-2.583188	-2.591016	-2.598364
13.5	-2.457043	-2.458423	-2.465689	-2.471735
14.0	-2.343635	-2.344584	-2.351241	-2.356477
14.5	-2.240469	-2.24	-2.24588	-2.251121
15.0	-2.145688	-2.14495	-2.149473	-2.154928
16.0	-1.975116	-1.974757	-1.978429	-1.981963
17.0	-1.827283	-1.827207	-1.829207	-1.832771
18.0	-1.697793	-1.696591	-1.698546	-1.701954
19.0	-1.583636	-1.582093	-1.583271	-1.587097
20.0	-1.480442	-1.478857	-1.480677	-1.483276
21.0	-1.387662	-1.385868	-1.38816	-1.391605
22.0	-1.303596	-1.303104	-1.305224	-1.308412
23.0	-1.228067	-1.227069	-1.228882	-1.232306
24.0	-1.159829	-1.158513	-1.160275	-1.162469
25.0	-1.096389	-1.095067	-1.096612	-1.099237
50.0	-0.354738	-0.352465	-0.352293	-0.354656
100.0	0.005813	0.008253	0.008895	0.005672
