R	0	30	60	90	120	150	180
2.5	968322.299467	21967.570512	6129.963483	1666.698155	6315.414749	32026.590642	968322.299158
2.6	871408.320147	18532.018952	4670.195078	1134.744204	4824.032956	28018.634841	871408.320832
2.7	1024550.13659	15775.483994	3523.510353	747.533412	3650.883811	24854.033362	1024550.13545
2.8	1395906.222668	13671.70584	2630.172635	469.933141	2734.407566	22177.181583	1395906.222446
2.9	1700664.694904	12061.945842	1939.957226	274.377033	2023.557351	19781.153469	1700664.696065
3.0	1451541.224115	10805.106417	1411.225982	139.467663	1476.38051	17608.303559	1451541.224271
3.1	948553.355405	9851.184813	1009.821611	48.780358	1058.656286	15591.93445	948553.355754
3.2	566995.850687	9037.79057	707.98992	-10.146232	742.655759	13713.133829	566995.850984
3.3	332286.596505	8266.821482	483.378857	-46.641938	506.053846	11963.285537	332286.596378
3.4	196324.04126	7488.148246	318.140199	-67.602187	330.971935	10316.707591	196324.041423
3.5	119947.918453	6686.108104	198.149808	-78.043143	203.163752	8773.488641	119947.917862
3.6	78446.616822	5869.424838	112.325804	-81.566178	111.335592	7408.930116	78446.617758
3.7	57094.929162	5060.360301	52.05556	-80.708171	46.608002	6191.029514	57094.928802
3.8	47174.734025	4284.932149	10.699806	-77.220295	2.058586	5102.914522	47174.733284
3.9	43186.961266	3565.906594	-16.815172	-72.278994	-27.647319	4144.19122	43186.962219
4.0	40776.275683	2919.145475	-34.328672	-66.651135	-46.577851	3314.451593	40776.276017
4.1	34394.734351	2352.829582	-44.719826	-60.822009	-57.796468	2609.110471	34394.735466
4.2	26622.489346	1868.454603	-50.130166	-55.09303	-63.601175	2020.050147	26622.488517
4.3	20354.927132	1463.047812	-52.124137	-49.642897	-65.685044	1535.433214	20354.927282
4.4	15378.291252	1128.90564	-51.835813	-44.574235	-65.293445	1142.850391	15378.29124
4.5	11566.614755	858.353311	-50.076759	-39.93997	-63.315384	829.881587	11566.615037
4.6	8624.375638	642.628551	-47.418331	-35.756546	-60.376011	584.150955	8624.37594
4.7	6367.485889	473.016549	-44.260295	-32.021694	-56.907988	394.235419	6367.485505
4.8	4651.388678	341.454443	-40.877684	-28.717264	-53.198161	249.926962	4651.388163
4.9	3357.308963	240.758137	-37.45815	-25.816821	-49.445533	142.317861	3357.308894
5.0	2389.526121	164.709448	-34.128387	-23.289814	-45.77624	63.781377	2389.525768
5.1	1671.993372	108.057507	-30.967838	-21.098006	-42.272954	7.900441	1671.993477
5.2	1144.902971	66.459031	-28.027939	-19.202704	-38.987465	-30.622858	1144.902677
5.3	761.65477	36.389104	-25.33376	-17.566672	-35.947948	-56.083617	761.654526
5.4	486.248747	15.037928	-22.898161	-16.152463	-33.163427	-71.896763	486.249079
5.5	291.057662	0.196916	-20.718573	-14.926842	-30.6351	-80.720753	291.057185
5.6	154.998222	-9.844683	-18.786659	-13.862631	-28.35398	-84.59808	154.998312
5.7	62.078711	-16.394732	-17.086434	-12.935649	-26.309248	-85.069901	62.078763
5.8	0.259622	-20.440288	-15.597582	-12.124679	-24.479704	-83.283302	0.259349
5.9	-39.435254	-22.715519	-14.297411	-11.415424	-22.847038	-80.072178	-39.435729
6.0	-63.623894	-23.763013	-13.16235	-10.790827	-21.390317	-76.033228	-63.623905
6.2	-83.400764	-23.624309	-11.308284	-9.745856	-18.919456	-66.972249	-83.401056
6.4	-83.425192	-21.999689	-9.886073	-8.900901	-16.917622	-57.9916	-83.424542
6.6	-75.742023	-19.874972	-8.785564	-8.194426	-15.270476	-49.862305	-75.741987
6.8	-65.901991	-17.725052	-7.928412	-7.5843	-13.89318	-42.829314	-65.901914
7.0	-56.269334	-15.753652	-7.251712	-7.049994	-12.72173	-36.886816	-56.268991
7.2	-47.731859	-14.036247	-6.710138	-6.582572	-11.710071	-31.927372	-47.731609
7.4	-40.495772	-12.578203	-6.265249	-6.174797	-10.821091	-27.808519	-40.495554
7.6	-34.469475	-11.349727	-5.895702	-5.821042	-10.034993	-24.382976	-34.469725
7.8	-29.477984	-10.312819	-5.584735	-5.51458	-9.335541	-21.519442	-29.477876
8.0	-25.350413	-9.43266	-5.317984	-5.247689	-8.713898	-19.109356	-25.349869
8.2	-21.942602	-8.68271	-5.087912	-5.01371	-8.161778	-17.069334	-21.942345
8.4	-19.127963	-8.038263	-4.887975	-4.805465	-7.670307	-15.332185	-19.128048
8.6	-16.799042	-7.482278	-4.711008	-4.620768	-7.232772	-13.844224	-16.799252
8.8	-14.862546	-6.998749	-4.55492	-4.455002	-6.841085	-12.562007	-14.86235
9.0	-13.239739	-6.575486	-4.415447	-4.304357	-6.490016	-11.454062	-13.239593
9.5	-10.195497	-5.720002	-4.123775	-3.989007	-5.756842	-9.276099	-10.195319
10.0	-8.146908	-5.08207	-3.889527	-3.735665	-5.187771	-7.718608	-8.146758
10.5	-6.71252	-4.591762	-3.696208	-3.525801	-4.735805	-6.576048	-6.712735
11.0	-5.666236	-4.200067	-3.530702	-3.347348	-4.370917	-5.715653	-5.666065
11.5	-4.88043	-3.879842	-3.387263	-3.191053	-4.070381	-5.055067	-4.880604
12.0	-4.278649	-3.616035	-3.258136	-3.051566	-3.819863	-4.538757	-4.278832
12.5	-3.811725	-3.396119	-3.14253	-2.925758	-3.606262	-4.129497	-3.81169
13.0	-3.442376	-3.209123	-3.035422	-2.810666	-3.421517	-3.798537	-3.442579
13.5	-3.14502	-3.047327	-2.936817	-2.703772	-3.260395	-3.526238	-3.144697
14.0	-2.900624	-2.905685	-2.845284	-2.605061	-3.116446	-3.297781	-2.900682
14.5	-2.695349	-2.780243	-2.759329	-2.513074	-2.989338	-3.10451	-2.695295
15.0	-2.520208	-2.667591	-2.67773	-2.427546	-2.873623	-2.936489	-2.52021
16.0	-2.237086	-2.472259	-2.5297	-2.272772	-2.673374	-2.66223	-2.237035
17.0	-2.016021	-2.308052	-2.398287	-2.135577	-2.504844	-2.444809	-2.016258
18.0	-1.837158	-2.165588	-2.279786	-2.013366	-2.360028	-2.267376	-1.837173
19.0	-1.68632	-2.04254	-2.172603	-1.90456	-2.234381	-2.117941	-1.686163
20.0	-1.559346	-1.932747	-2.074884	-1.80616	-2.123732	-1.991651	-1.559602
21.0	-1.448472	-1.835915	-1.986782	-1.715369	-2.025659	-1.880969	-1.448419
22.0	-1.352601	-1.747997	-1.90663	-1.636189	-1.9374	-1.785086	-1.352784
23.0	-1.26682	-1.671591	-1.83369	-1.561917	-1.857808	-1.699421	-1.266934
24.0	-1.190927	-1.599642	-1.766807	-1.494576	-1.786434	-1.623631	-1.190868
25.0	-1.122265	-1.536354	-1.706043	-1.431901	-1.721635	-1.554433	-1.122209
50.0	-0.359049	-0.788051	-0.969887	-0.693576	-0.97063	-0.789022	-0.358991
100.0	0.002313	-0.427768	-0.609347	-0.332799	-0.609322	-0.427774	0.002211
