R	phi	theta2	theta1	E
2.80	60	30	150	-114.486204210033
2.80	60	30	180	-114.368427536317
2.80	60	60	0	-114.363483609883
2.80	60	60	30	-114.489152719774
2.80	60	60	60	-114.5288152558
2.80	60	60	90	-114.531273437884
2.80	60	60	120	-114.527910154821
2.80	60	60	150	-114.490259395627
2.80	60	60	180	-114.363483610369
2.80	60	90	0	-114.313983862799
2.80	60	90	30	-114.491241715655
2.80	60	90	60	-114.528970005217
2.80	60	90	90	-114.531461834579
2.80	60	90	120	-114.528970005472
2.80	60	90	150	-114.491241715825
2.80	60	90	180	-114.313983862747
2.80	90	0	0	-114.256882806555
2.80	90	0	30	-114.4832569982
2.80	90	0	60	-114.526375305966
2.80	90	0	90	-114.530691773613
2.80	90	0	120	-114.526375306014
2.80	90	0	150	-114.483256998078
2.80	90	0	180	-114.256882806265
2.80	90	30	0	-114.368427536416
2.80	90	30	30	-114.485501544551
2.80	90	30	60	-114.527076808701
2.80	90	30	90	-114.530923660552
2.80	90	30	120	-114.527076808666
2.80	90	30	150	-114.485501544515
2.80	90	30	180	-114.368427536317
2.80	90	60	0	-114.363483609883
2.80	90	60	30	-114.488862383637
2.80	90	60	60	-114.528379916789
2.80	90	60	90	-114.531361571651
2.80	90	60	120	-114.528379916762
2.80	90	60	150	-114.488862383635
2.80	90	60	180	-114.36348361037
2.80	90	90	0	-114.313983862799
2.80	90	90	30	-114.490231767175
2.80	90	90	60	-114.528983544102
2.80	90	90	90	-114.531567405276
2.80	90	90	120	-114.528983543962
2.80	90	90	150	-114.490231767258
2.80	90	90	180	-114.313983862747
2.90	0	0	0	-114.250258707716
2.90	0	0	30	-114.493656652335
2.90	0	0	60	-114.528521873125
2.90	0	0	90	-114.531949162417
2.90	0	0	120	-114.528521873068
2.90	0	0	150	-114.493656652337
2.90	0	0	180	-114.250258707418
2.90	0	30	0	-114.405562632853
2.90	0	30	30	-114.495074968902
2.90	0	30	60	-114.529831373539
2.90	0	30	90	-114.532017981823
2.90	0	30	120	-114.528322499564
2.90	0	30	150	-114.497189912763
2.90	0	30	180	-114.405562632836
2.90	0	60	0	-114.402377701991
2.90	0	60	30	-114.498973252102
2.90	0	60	60	-114.530801094398
2.90	0	60	90	-114.532186825763
2.90	0	60	120	-114.529499480574
2.90	0	60	150	-114.501255614728
2.90	0	60	180	-114.402377701964
2.90	0	90	0	-114.287432330863
2.90	0	90	30	-114.501640723109
2.90	0	90	60	-114.530663035819
2.90	0	90	90	-114.532283477001
2.90	0	90	120	-114.530663035693
2.90	0	90	150	-114.501640723041
2.90	0	90	180	-114.287432331047
2.90	30	0	0	-114.250258707715
2.90	30	0	30	-114.493656406869
2.90	30	0	60	-114.528520709012
2.90	30	0	90	-114.531947520142
2.90	30	0	120	-114.528520709078
2.90	30	0	150	-114.493656406852
2.90	30	0	180	-114.250258707418
2.90	30	30	0	-114.405562632853
2.90	30	30	30	-114.494979163378
2.90	30	30	60	-114.52973185621
2.90	30	30	90	-114.532040232533
2.90	30	30	120	-114.528419083436
2.90	30	30	150	-114.496782418452
2.90	30	30	180	-114.405562632828
2.90	30	60	0	-114.402377701994
2.90	30	60	30	-114.498543890331
2.90	30	60	60	-114.530708850413
2.90	30	60	90	-114.532245351226
2.90	30	60	120	-114.529563718118
2.90	30	60	150	-114.500421489855
2.90	30	60	180	-114.402377701964
2.90	30	90	0	-114.287432330863
2.90	30	90	30	-114.500893727542
2.90	30	90	60	-114.530639641439
2.90	30	90	90	-114.532355177542
2.90	30	90	120	-114.530639641355
2.90	30	90	150	-114.500893727733
2.90	30	90	180	-114.287432331046
2.90	60	0	0	-114.250258707715
2.90	60	0	30	-114.493656485928
2.90	60	0	60	-114.528523034847
2.90	60	0	90	-114.531945289101
2.90	60	0	120	-114.528523034622
2.90	60	0	150	-114.493656486005
2.90	60	0	180	-114.250258707418
2.90	60	30	0	-114.405562632854
2.90	60	30	30	-114.494871863031
2.90	60	30	60	-114.529460907132
2.90	60	30	90	-114.532086166316
2.90	60	30	120	-114.528695965191
2.90	60	30	150	-114.495880524973
2.90	60	30	180	-114.405562632835
2.90	60	60	0	-114.402377701993
2.90	60	60	30	-114.497743907248
2.90	60	60	60	-114.530461214449
2.90	60	60	90	-114.532363565695
2.90	60	60	120	-114.529779926223
2.90	60	60	150	-114.498712495373
2.90	60	60	180	-114.402377764318
2.90	60	90	0	-114.287432330863
2.90	60	90	30	-114.499419191118
2.90	60	90	60	-114.530608196248
2.90	60	90	90	-114.532498827485
2.90	60	90	120	-114.530608196369
2.90	60	90	150	-114.499419191067
2.90	60	90	180	-114.287432331046
2.90	90	0	0	-114.250258707715
2.90	90	0	30	-114.493656430956
2.90	90	0	60	-114.52852336919
2.90	90	0	90	-114.531949162506
2.90	90	0	120	-114.528523369193
2.90	90	0	150	-114.493656430986
2.90	90	0	180	-114.250258707418
2.90	90	30	0	-114.405562632853
2.90	90	30	30	-114.495123300681
2.90	90	30	60	-114.529079470714
2.90	90	30	90	-114.532114295577
2.90	90	30	120	-114.529079470804
2.90	90	30	150	-114.495123300722
2.90	90	30	180	-114.405562632835
2.90	90	60	0	-114.40237770199
2.90	90	60	30	-114.497606412023
2.90	90	60	60	-114.530115648781
2.90	90	60	90	-114.532427703332
2.90	90	60	120	-114.530115648708
2.90	90	60	150	-114.497606412177
2.90	90	60	180	-114.402377701961
2.90	90	90	0	-114.287432330863
2.90	90	90	30	-114.498691719967
2.90	90	90	60	-114.530596635802
2.90	90	90	90	-114.532575156791
2.90	90	90	120	-114.530596635884
2.90	90	90	150	-114.498691720038
2.90	90	90	180	-114.287432331046
3.00	0	0	0	-114.436358693463
3.00	0	0	30	-114.50231786862
3.00	0	0	60	-114.530168998957
3.00	0	0	90	-114.532849614912
3.00	0	0	120	-114.530168999041
3.00	0	0	150	-114.502317868603
3.00	0	0	180	-114.436358693574
3.00	0	30	0	-114.435727206546
3.00	0	30	30	-114.50315442972
3.00	0	30	60	-114.531189516957
3.00	0	30	90	-114.532896889225
3.00	0	30	120	-114.530072665976
3.00	0	30	150	-114.505185835678
3.00	0	30	180	-114.435727206403
3.00	0	60	0	-114.433578393171
3.00	0	60	30	-114.506168479058
3.00	0	60	60	-114.53199515249
3.00	0	60	90	-114.533016577089
3.00	0	60	120	-114.531036387252
3.00	0	60	150	-114.508131611592
3.00	0	60	180	-114.433578392817
3.00	0	90	0	-114.264904429737
3.00	0	90	30	-114.508318852871
3.00	0	90	60	-114.531935204172
3.00	0	90	90	-114.533086180025
3.00	0	90	120	-114.531935204292
3.00	0	90	150	-114.508318852902
3.00	0	90	180	-114.264904430112
3.00	30	0	0	-114.436358693463
3.00	30	0	30	-114.502316664297
3.00	30	0	60	-114.530167819954
3.00	30	0	90	-114.532847975138
3.00	30	0	120	-114.530167819954
3.00	30	0	150	-114.502316664267
3.00	30	0	180	-114.436358693574
3.00	30	30	0	-114.435727206546
3.00	30	30	30	-114.503103772686
3.00	30	30	60	-114.531109754966
3.00	30	30	90	-114.532912209707
3.00	30	30	120	-114.530137353553
3.00	30	30	150	-114.504834732155
3.00	30	30	180	-114.435727206403
3.00	30	60	0	-114.433578393171
3.00	30	60	30	-114.505861790113
3.00	30	60	60	-114.53191205951
3.00	30	60	90	-114.533057397823
3.00	30	60	120	-114.531066601134
3.00	30	60	150	-114.507485473172
3.00	30	60	180	-114.433578392817
3.00	30	90	0	-114.264904429736
3.00	30	90	30	-114.507763375218
3.00	30	90	60	-114.531898125901
3.00	30	90	90	-114.533135998574
3.00	30	90	120	-114.531898125686
3.00	30	90	150	-114.507763375277
3.00	30	90	180	-114.264904430113
3.00	60	0	0	-114.436358693463
3.00	60	0	30	-114.502317049548
3.00	60	0	60	-114.530170175654
3.00	60	0	90	-114.532845747718
3.00	60	0	120	-114.530170175654
3.00	60	0	150	-114.502317049563
3.00	60	0	180	-114.436358693574
3.00	60	30	0	-114.435727206546
3.00	60	30	30	-114.503087527284
3.00	60	30	60	-114.530897947874
3.00	60	30	90	-114.5329442591
3.00	60	30	120	-114.530330693819
3.00	60	30	150	-114.504055093306
3.00	60	30	180	-114.435727206403
3.00	60	60	0	-114.433578393171
3.00	60	60	30	-114.505307431456
3.00	60	60	60	-114.531699968043
3.00	60	60	90	-114.533140482574
3.00	60	60	120	-114.531194749837
3.00	60	60	150	-114.50615657759
3.00	60	60	180	-114.433578392817
3.00	60	90	0	-114.264904429736
3.00	60	90	30	-114.506670529017
3.00	60	90	60	-114.531837028819
3.00	60	90	90	-114.533236645556
3.00	60	90	120	-114.531837028871
3.00	60	90	150	-114.506670528958
3.00	60	90	180	-114.264904430113
3.00	90	0	0	-114.436358693463
3.00	90	0	30	-114.502316781443
3.00	90	0	60	-114.530170514273
3.00	90	0	90	-114.532849614861
3.00	90	0	120	-114.530170514351
3.00	90	0	150	-114.502316781298
3.00	90	0	180	-114.436358693574
3.00	90	30	0	-114.435727206546
3.00	90	30	30	-114.503372626532
3.00	90	30	60	-114.53060931352
3.00	90	30	90	-114.532965412964
3.00	90	30	120	-114.530609313506
3.00	90	30	150	-114.503372626303
3.00	90	30	180	-114.435727206403
3.00	90	60	0	-114.433578393171
3.00	90	60	30	-114.505266018521
3.00	90	60	60	-114.531428685584
3.00	90	60	90	-114.533187163646
3.00	90	60	120	-114.531428685651
3.00	90	60	150	-114.505266018724
3.00	90	60	180	-114.433578392818
3.00	90	90	0	-114.264904429737
3.00	90	90	30	-114.506131736543
3.00	90	90	60	-114.531809540976
3.00	90	90	90	-114.533291842651
3.00	90	90	120	-114.531809541112
3.00	90	90	150	-114.50613173645
3.00	90	90	180	-114.264904430112
3.10	0	0	0	-114.460344293892
3.10	0	0	30	-114.509507742715
3.10	0	0	60	-114.531417633446
3.10	0	0	90	-114.533484643604
3.10	0	0	120	-114.531417633713
3.10	0	0	150	-114.509507742683
3.10	0	0	180	-114.460344293943
3.10	0	30	0	-114.459775964519
3.10	0	30	30	-114.509968417052
3.10	0	30	60	-114.532205765255
3.10	0	30	90	-114.53351662764
3.10	0	30	120	-114.531393732071
3.10	0	30	150	-114.511839473097
3.10	0	30	180	-114.459775963939
3.10	0	60	0	-114.457953269659
3.10	0	60	30	-114.512310943973
3.10	0	60	60	-114.532870419332
3.10	0	60	90	-114.533600888479
3.10	0	60	120	-114.532179748913
3.10	0	60	150	-114.51402987452
3.10	0	60	180	-114.457953269592
3.10	0	90	0	-114.457061538567
3.10	0	90	30	-114.51407764204
3.10	0	90	60	-114.532866861118
3.10	0	90	90	-114.533650852078
3.10	0	90	120	-114.532866861149
3.10	0	90	150	-114.514077642011
3.10	0	90	180	-114.457061538777
3.10	30	0	0	-114.460344293892
3.10	30	0	30	-114.50950578478
3.10	30	0	60	-114.531416443007
3.10	30	0	90	-114.533483006338
3.10	30	0	120	-114.53141644308
3.10	30	0	150	-114.509505784684
3.10	30	0	180	-114.460344293943
3.10	30	30	0	-114.459775964519
3.10	30	30	30	-114.509947141805
3.10	30	30	60	-114.5321424508
3.10	30	30	90	-114.533526885722
3.10	30	30	120	-114.53143478665
3.10	30	30	150	-114.511545260971
3.10	30	30	180	-114.45977596394
3.10	30	60	0	-114.457953269659
3.10	30	60	30	-114.512089149284
3.10	30	60	60	-114.532796918997
3.10	30	60	90	-114.533628930373
3.10	30	60	120	-114.532186393288
3.10	30	60	150	-114.513520504592
3.10	30	60	180	-114.457953269593
3.10	30	90	0	-114.457061538567
3.10	30	90	30	-114.513654268391
3.10	30	90	60	-114.532822066303
3.10	30	90	90	-114.533684977124
3.10	30	90	120	-114.532822066219
3.10	30	90	150	-114.513654268128
3.10	30	90	180	-114.457061538777
3.10	60	0	0	-114.460344293891
3.10	60	0	30	-114.509506410801
3.10	60	0	60	-114.531418821718
3.10	60	0	90	-114.533480782425
3.10	60	0	120	-114.531418821605
3.10	60	0	150	-114.509506410777
3.10	60	0	180	-114.460344293943
3.10	60	30	0	-114.459775964519
3.10	60	30	30	-114.509987362557
3.10	60	30	60	-114.531978884959
3.10	60	30	90	-114.533548773171
3.10	60	30	120	-114.531565421219
3.10	60	30	150	-114.510884875002
3.10	60	30	180	-114.459775963939
3.10	60	60	0	-114.457953269659
3.10	60	60	30	-114.511704663166
3.10	60	60	60	-114.532617629046
3.10	60	60	90	-114.533686586622
3.10	60	60	120	-114.532251167697
3.10	60	60	150	-114.51246519934
3.10	60	60	180	-114.457953269593
3.10	60	90	0	-114.457061538566
3.10	60	90	30	-114.51282347167
3.10	60	90	60	-114.532743739143
3.10	60	90	90	-114.533754680445
3.10	60	90	120	-114.532743739017
3.10	60	90	150	-114.512823471355
3.10	60	90	180	-114.457061538777
3.10	90	0	0	-114.460344293892
3.10	90	0	30	-114.509505975063
3.10	90	0	60	-114.531419163785
3.10	90	0	90	-114.533484643561
3.10	90	0	120	-114.531419163676
3.10	90	0	150	-114.50950597512
3.10	90	0	180	-114.460344293943
3.10	90	30	0	-114.459775964519
3.10	90	30	30	-114.510280995927
3.10	90	30	60	-114.53176346212
3.10	90	30	90	-114.533564817195
3.10	90	30	120	-114.531763462307
3.10	90	30	150	-114.510280995785
3.10	90	30	180	-114.459775963939
3.10	90	60	0	-114.457953269659
3.10	90	60	30	-114.511728430263
3.10	90	60	60	-114.532407225328
3.10	90	60	90	-114.533720592553
3.10	90	60	120	-114.532407225027
3.10	90	60	150	-114.511728430266
