R	Gamma	E
1.00	0	-188.875711697818
1.00	10	-190.119198806876
1.00	20	-191.717081110276
1.00	30	-192.457604539557
1.00	40	-192.739452061816
1.00	50	-192.882209640754
1.00	60	-192.989583962993
1.00	70	-193.064409812387
1.00	80	-193.106086626269
1.00	100	-193.077809479692
1.00	110	-193.030465427826
1.00	120	-192.959598092539
1.00	130	-192.868351218892
1.00	140	-192.723175487862
1.00	150	-192.32094878855
1.00	160	-191.05314074226
1.00	170	-187.682070704
1.00	180	-184.166022655358
1.10	0	-184.806842427352
1.10	10	-188.355655463866
1.10	20	-191.477334776331
1.10	30	-192.519453670358
1.10	40	-192.821633720088
1.10	50	-192.949484683161
1.10	60	-193.05416543506
1.10	70	-193.12546103943
1.10	80	-193.163468472773
1.10	90	-193.171956506383
1.10	100	-193.152785466548
1.10	110	-193.104840192367
1.10	120	-193.033258902491
1.10	130	-192.947821389513
1.10	140	-192.814503899725
1.10	150	-192.389356081885
1.10	160	-190.754966641596
1.10	170	-184.577249679791
1.10	180	-172.647173770476
1.20	0	-174.339725914967
1.20	10	-185.80791086066
1.20	20	-191.288486936643
1.20	30	-192.593735345802
1.20	40	-192.893672635755
1.20	50	-193.010860695646
1.20	60	-193.112533828645
1.20	70	-193.177752509527
1.20	80	-193.212624088337
1.20	90	-193.220655871907
1.20	100	-193.204828681867
1.20	110	-193.166007687231
1.20	120	-193.103417469879
1.20	130	-193.020702860011
1.20	140	-192.897757847418
1.20	150	-192.491300774039
1.20	160	-190.715120540351
1.20	170	-181.85460760924
1.30	10	-183.567616865695
1.30	20	-191.276409581024
1.30	30	-192.683326447255
1.30	40	-192.956279022381
1.30	50	-193.068968190078
1.30	60	-193.163756863527
1.30	70	-193.223671896091
1.30	80	-193.255778022425
1.30	90	-193.264090691297
1.30	100	-193.25198485482
1.30	110	-193.219734210918
1.30	120	-193.165189596716
1.30	130	-193.085080066416
1.30	140	-192.969661581664
1.30	150	-192.615220803037
1.30	160	-190.994748005261
1.30	170	-182.419780865655
1.40	10	-183.801726115834
1.40	20	-191.484248901522
1.40	30	-192.781697655719
1.40	40	-193.022790563518
1.40	50	-193.122423865993
1.40	60	-193.208104843447
1.40	70	-193.263911951855
1.40	80	-193.292677790535
1.40	90	-193.300682598051
1.40	100	-193.291480902251
1.40	110	-193.264632313408
1.40	120	-193.216931051078
1.40	130	-193.140527246435
1.40	140	-193.028470323104
1.40	150	-192.738278666566
1.40	160	-191.461647854644
1.40	170	-185.585681768123
1.40	180	-170.188982609584
1.50	0	-168.063749149667
1.50	10	-186.278520092104
1.50	20	-191.830826183196
1.50	30	-192.876484561942
1.50	40	-193.077097344894
1.50	50	-193.166258357371
1.50	60	-193.247767553679
1.50	70	-193.298217673271
1.50	80	-193.323078897908
1.50	90	-193.330289278697
1.50	100	-193.323309265648
1.50	110	-193.301130014297
1.50	120	-193.259092108573
1.50	130	-193.187673262545
1.50	140	-193.074706878306
1.50	150	-192.84019834462
1.50	160	-191.927372513713
1.50	170	-188.482433944519
1.50	180	-183.431852330971
1.60	0	-182.882790844696
1.60	10	-188.820074818997
1.60	20	-192.189250908261
1.60	30	-192.956655539952
1.60	40	-193.123671535241
1.60	50	-193.20330100411
1.60	60	-193.282700479851
1.60	70	-193.326499762283
1.60	80	-193.347329013758
1.60	90	-193.35351996168
1.60	100	-193.348238480868
1.60	110	-193.330125720905
1.60	120	-193.293235323192
1.60	130	-193.226977680348
1.60	140	-193.110978688438
1.60	150	-192.88033373606
1.60	160	-192.265910066815
1.60	170	-190.344859117082
1.60	180	-188.265761070061
1.70	10	-190.538198517922
1.70	20	-192.475509500258
1.70	30	-193.017171886557
1.70	40	-193.163815391959
1.70	50	-193.241740094025
1.70	60	-193.312254999637
1.70	70	-193.349139208301
1.70	80	-193.36618406319
1.70	90	-193.37132719067
1.70	100	-193.367342711302
1.70	110	-193.352719436753
1.70	120	-193.32083653464
1.70	130	-193.25843032652
1.70	140	-193.141213797116
1.70	150	-192.943495983902
1.70	160	-192.504421018912
1.70	170	-191.36567861657
1.70	180	-190.30222815122
1.80	0	-190.368880455187
1.80	10	-191.517775205473
1.80	20	-192.666673977237
1.80	30	-193.059311035312
1.80	40	-193.198539346379
1.80	50	-193.27576374298
1.80	60	-193.336409194274
1.80	70	-193.366848819357
1.80	80	-193.380560867742
1.80	90	-193.384735294986
1.80	100	-193.381740298059
1.80	110	-193.370054595973
1.80	120	-193.342981483506
1.80	130	-193.284709981718
1.80	140	-193.169161191115
1.80	150	-192.984997913994
1.80	160	-192.639994678493
1.90	0	-191.350463842439
1.90	10	-192.017117966721
1.90	20	-192.777760115026
1.90	30	-193.088395752227
1.90	40	-193.22743528436
1.90	50	-193.304142116374
1.90	60	-193.355674015848
1.90	70	-193.380464867629
1.90	80	-193.391359801396
1.90	90	-193.394692352102
1.90	100	-193.392450652962
1.90	110	-193.38319483139
1.90	120	-193.360567067453
1.90	130	-193.308052472862
1.90	140	-193.187895370609
1.90	150	-193.017688202191
1.90	170	-192.036266162489
2.00	0	-191.656238823172
2.00	10	-192.232166382898
2.00	20	-192.838435077652
2.00	30	-193.110916849535
2.00	40	-193.250778391667
2.00	50	-193.327336136132
2.00	60	-193.370790525073
2.00	70	-193.390799107593
2.00	80	-193.399377097572
2.00	90	-193.402005502324
2.00	100	-193.400335623171
2.00	110	-193.393060353287
2.00	120	-193.37439527207
2.00	130	-193.328486044283
2.00	140	-193.217499911363
